"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Related children 5 to 17 years","Maryland","(X)","(X)","9.60%","±0.4",2010
"18 years and over","Maryland","(X)","(X)","7.90%","±0.1",2010
"18 to 64 years","Maryland","(X)","(X)","7.80%","±0.2",2010
"65 years and over","Maryland","(X)","(X)","7.90%","±0.2",2010
"People in families","Maryland","(X)","(X)","6.20%","±0.2",2010
"Unrelated individuals 15 years and over","Maryland","(X)","(X)","19.20%","±0.4",2010
"All families","Massachusetts","(X)","(X)","7.50%","±0.2",2010
"With related children under 18 years","Massachusetts","(X)","(X)","11.50%","±0.3",2010
"With related children under 5 years only","Massachusetts","(X)","(X)","12.10%","±0.6",2010
"Married couple families","Massachusetts","(X)","(X)","2.80%","±0.1",2010
"With related children under 18 years","Massachusetts","(X)","(X)","3.20%","±0.2",2010
"With related children under 5 years only","Massachusetts","(X)","(X)","3.50%","±0.5",2010
"Families with female householder, no husband present","Massachusetts","(X)","(X)","24.40%","±0.7",2010
"With related children under 18 years","Massachusetts","(X)","(X)","33.40%","±1.0",2010
"With related children under 5 years only","Massachusetts","(X)","(X)","39.90%","±1.9",2010
"All people","Massachusetts","(X)","(X)","10.50%","±0.2",2010
"Under 18 years","Massachusetts","(X)","(X)","13.20%","±0.4",2010
"Related children under 18 years","Massachusetts","(X)","(X)","12.80%","±0.4",2010
"Related children under 5 years","Massachusetts","(X)","(X)","15.00%","±0.5",2010
"Related children 5 to 17 years","Massachusetts","(X)","(X)","12.10%","±0.4",2010
"18 years and over","Massachusetts","(X)","(X)","9.70%","±0.1",2010
"18 to 64 years","Massachusetts","(X)","(X)","9.80%","±0.2",2010
"65 years and over","Massachusetts","(X)","(X)","9.30%","±0.2",2010
"People in families","Massachusetts","(X)","(X)","7.60%","±0.2",2010
"Unrelated individuals 15 years and over","Massachusetts","(X)","(X)","21.70%","±0.3",2010
"All families","Michigan","(X)","(X)","10.60%","±0.1",2010
"With related children under 18 years","Michigan","(X)","(X)","17.00%","±0.3",2010
"With related children under 5 years only","Michigan","(X)","(X)","19.80%","±0.6",2010
"Married couple families","Michigan","(X)","(X)","4.70%","±0.1",2010
"With related children under 18 years","Michigan","(X)","(X)","6.80%","±0.2",2010
"With related children under 5 years only","Michigan","(X)","(X)","6.60%","±0.5",2010
"Families with female householder, no husband present","Michigan","(X)","(X)","31.80%","±0.5",2010
"With related children under 18 years","Michigan","(X)","(X)","41.10%","±0.6",2010
"With related children under 5 years only","Michigan","(X)","(X)","50.30%","±1.6",2010
"All people","Michigan","(X)","(X)","14.80%","±0.2",2010
"Under 18 years","Michigan","(X)","(X)","20.50%","±0.3",2010
"Related children under 18 years","Michigan","(X)","(X)","20.10%","±0.3",2010
"Related children under 5 years","Michigan","(X)","(X)","24.00%","±0.5",2010
"Related children 5 to 17 years","Michigan","(X)","(X)","18.70%","±0.3",2010
"18 years and over","Michigan","(X)","(X)","13.00%","±0.1",2010
"18 to 64 years","Michigan","(X)","(X)","14.00%","±0.1",2010
"65 years and over","Michigan","(X)","(X)","8.30%","±0.2",2010
"People in families","Michigan","(X)","(X)","12.00%","±0.2",2010
"Unrelated individuals 15 years and over","Michigan","(X)","(X)","27.60%","±0.2",2010
"All families","Minnesota","(X)","(X)","6.80%","±0.2",2010
"With related children under 18 years","Minnesota","(X)","(X)","11.10%","±0.3",2010
"With related children under 5 years only","Minnesota","(X)","(X)","13.40%","±0.6",2010
"Married couple families","Minnesota","(X)","(X)","2.90%","±0.1",2010
"With related children under 18 years","Minnesota","(X)","(X)","4.00%","±0.2",2010
"With related children under 5 years only","Minnesota","(X)","(X)","3.20%","±0.3",2010
"Families with female householder, no husband present","Minnesota","(X)","(X)","26.20%","±0.7",2010
"With related children under 18 years","Minnesota","(X)","(X)","33.40%","±0.9",2010
"With related children under 5 years only","Minnesota","(X)","(X)","45.20%","±2.2",2010
"All people","Minnesota","(X)","(X)","10.60%","±0.2",2010
"Under 18 years","Minnesota","(X)","(X)","13.50%","±0.3",2010
"Related children under 18 years","Minnesota","(X)","(X)","13.10%","±0.3",2010
"Related children under 5 years","Minnesota","(X)","(X)","15.80%","±0.5",2010
"Related children 5 to 17 years","Minnesota","(X)","(X)","12.00%","±0.4",2010
"18 years and over","Minnesota","(X)","(X)","9.60%","±0.1",2010
"18 to 64 years","Minnesota","(X)","(X)","9.90%","±0.2",2010
"65 years and over","Minnesota","(X)","(X)","8.30%","±0.2",2010
"People in families","Minnesota","(X)","(X)","7.70%","±0.2",2010
"Unrelated individuals 15 years and over","Minnesota","(X)","(X)","22.20%","±0.3",2010
"All families","Mississippi","(X)","(X)","16.70%","±0.3",2010
"With related children under 18 years","Mississippi","(X)","(X)","25.10%","±0.5",2010
"With related children under 5 years only","Mississippi","(X)","(X)","27.10%","±1.4",2010
"Married couple families","Mississippi","(X)","(X)","6.80%","±0.3",2010
"With related children under 18 years","Mississippi","(X)","(X)","9.20%","±0.5",2010
"With related children under 5 years only","Mississippi","(X)","(X)","8.70%","±1.2",2010
"Families with female householder, no husband present","Mississippi","(X)","(X)","41.10%","±0.8",2010
"With related children under 18 years","Mississippi","(X)","(X)","49.90%","±1.0",2010
"With related children under 5 years only","Mississippi","(X)","(X)","57.40%","±2.8",2010
"All people","Mississippi","(X)","(X)","21.20%","±0.3",2010
"Under 18 years","Mississippi","(X)","(X)","30.30%","±0.6",2010
"Related children under 18 years","Mississippi","(X)","(X)","30.00%","±0.6",2010
"Related children under 5 years","Mississippi","(X)","(X)","34.60%","±1.1",2010
"Related children 5 to 17 years","Mississippi","(X)","(X)","28.30%","±0.6",2010
"18 years and over","Mississippi","(X)","(X)","18.00%","±0.3",2010
"18 to 64 years","Mississippi","(X)","(X)","18.70%","±0.3",2010
"65 years and over","Mississippi","(X)","(X)","14.80%","±0.4",2010
"People in families","Mississippi","(X)","(X)","18.90%","±0.3",2010
"Unrelated individuals 15 years and over","Mississippi","(X)","(X)","33.60%","±0.6",2010
"All families","Missouri","(X)","(X)","10.00%","±0.2",2010
"With related children under 18 years","Missouri","(X)","(X)","16.20%","±0.3",2010
"With related children under 5 years only","Missouri","(X)","(X)","19.80%","±0.8",2010
"Married couple families","Missouri","(X)","(X)","4.50%","±0.1",2010
"With related children under 18 years","Missouri","(X)","(X)","6.40%","±0.2",2010
"With related children under 5 years only","Missouri","(X)","(X)","6.60%","±0.5",2010
"Families with female householder, no husband present","Missouri","(X)","(X)","30.80%","±0.6",2010
"With related children under 18 years","Missouri","(X)","(X)","39.40%","±0.8",2010
"With related children under 5 years only","Missouri","(X)","(X)","50.80%","±2.0",2010
"All people","Missouri","(X)","(X)","14.00%","±0.2",2010
"Under 18 years","Missouri","(X)","(X)","19.30%","±0.4",2010
"Related children under 18 years","Missouri","(X)","(X)","18.90%","±0.4",2010
"Related children under 5 years","Missouri","(X)","(X)","23.70%","±0.6",2010
"Related children 5 to 17 years","Missouri","(X)","(X)","17.10%","±0.4",2010
"18 years and over","Missouri","(X)","(X)","12.30%","±0.1",2010
"18 to 64 years","Missouri","(X)","(X)","12.90%","±0.2",2010
"65 years and over","Missouri","(X)","(X)","9.30%","±0.2",2010
"People in families","Missouri","(X)","(X)","11.10%","±0.2",2010
"Unrelated individuals 15 years and over","Missouri","(X)","(X)","26.20%","±0.3",2010
"All families","Montana","(X)","(X)","9.70%","±0.4",2010
"With related children under 18 years","Montana","(X)","(X)","16.60%","±0.7",2010
"With related children under 5 years only","Montana","(X)","(X)","23.90%","±1.9",2010
"Married couple families","Montana","(X)","(X)","5.40%","±0.3",2010
"With related children under 18 years","Montana","(X)","(X)","8.50%","±0.7",2010
"With related children under 5 years only","Montana","(X)","(X)","11.40%","±1.9",2010
"Families with female householder, no husband present","Montana","(X)","(X)","33.10%","±2.1",2010
"With related children under 18 years","Montana","(X)","(X)","41.80%","±2.6",2010
"With related children under 5 years only","Montana","(X)","(X)","58.50%","±5.0",2010
"All people","Montana","(X)","(X)","14.50%","±0.4",2010
"Under 18 years","Montana","(X)","(X)","19.20%","±0.8",2010
"Related children under 18 years","Montana","(X)","(X)","18.50%","±0.9",2010
"Related children under 5 years","Montana","(X)","(X)","23.70%","±1.4",2010
"Related children 5 to 17 years","Montana","(X)","(X)","16.60%","±1.0",2010
"18 years and over","Montana","(X)","(X)","13.20%","±0.4",2010
"18 to 64 years","Montana","(X)","(X)","14.10%","±0.4",2010
"65 years and over","Montana","(X)","(X)","8.90%","±0.5",2010
"People in families","Montana","(X)","(X)","11.00%","±0.4",2010
"Unrelated individuals 15 years and over","Montana","(X)","(X)","27.50%","±0.7",2010
"All families","Nebraska","(X)","(X)","7.90%","±0.2",2010
"With related children under 18 years","Nebraska","(X)","(X)","13.00%","±0.4",2010
"With related children under 5 years only","Nebraska","(X)","(X)","16.80%","±1.2",2010
"Married couple families","Nebraska","(X)","(X)","3.70%","±0.2",2010
"With related children under 18 years","Nebraska","(X)","(X)","5.40%","±0.4",2010
"With related children under 5 years only","Nebraska","(X)","(X)","6.20%","±0.7",2010
"Families with female householder, no husband present","Nebraska","(X)","(X)","29.30%","±1.0",2010
"With related children under 18 years","Nebraska","(X)","(X)","36.90%","±1.3",2010
"With related children under 5 years only","Nebraska","(X)","(X)","49.10%","±3.8",2010
"All people","Nebraska","(X)","(X)","11.80%","±0.2",2010
"Under 18 years","Nebraska","(X)","(X)","15.50%","±0.5",2010
"Related children under 18 years","Nebraska","(X)","(X)","15.00%","±0.6",2010
"Related children under 5 years","Nebraska","(X)","(X)","19.50%","±0.9",2010
"Related children 5 to 17 years","Nebraska","(X)","(X)","13.20%","±0.5",2010
"18 years and over","Nebraska","(X)","(X)","10.60%","±0.2",2010
"18 to 64 years","Nebraska","(X)","(X)","11.00%","±0.2",2010
"65 years and over","Nebraska","(X)","(X)","8.60%","±0.5",2010
"People in families","Nebraska","(X)","(X)","8.90%","±0.3",2010
"Unrelated individuals 15 years and over","Nebraska","(X)","(X)","24.40%","±0.6",2010
"All families","Nevada","(X)","(X)","8.60%","±0.3",2010
"With related children under 18 years","Nevada","(X)","(X)","13.30%","±0.4",2010
"With related children under 5 years only","Nevada","(X)","(X)","14.20%","±1.2",2010
"Married couple families","Nevada","(X)","(X)","4.60%","±0.2",2010
"With related children under 18 years","Nevada","(X)","(X)","6.60%","±0.4",2010
"With related children under 5 years only","Nevada","(X)","(X)","5.70%","±0.9",2010
"Families with female householder, no husband present","Nevada","(X)","(X)","23.50%","±1.0",2010
"With related children under 18 years","Nevada","(X)","(X)","30.90%","±1.1",2010
"With related children under 5 years only","Nevada","(X)","(X)","38.30%","±3.3",2010
"All people","Nevada","(X)","(X)","11.90%","±0.3",2010
"Under 18 years","Nevada","(X)","(X)","16.80%","±0.5",2010
"Related children under 18 years","Nevada","(X)","(X)","16.30%","±0.5",2010
"Related children under 5 years","Nevada","(X)","(X)","19.00%","±0.9",2010
"Related children 5 to 17 years","Nevada","(X)","(X)","15.20%","±0.6",2010
"18 years and over","Nevada","(X)","(X)","10.30%","±0.2",2010
"18 to 64 years","Nevada","(X)","(X)","10.80%","±0.3",2010
"65 years and over","Nevada","(X)","(X)","7.40%","±0.3",2010
"People in families","Nevada","(X)","(X)","9.80%","±0.3",2010
"Unrelated individuals 15 years and over","Nevada","(X)","(X)","20.10%","±0.4",2010
"All families","New Hampshire","(X)","(X)","5.10%","±0.2",2010
"With related children under 18 years","New Hampshire","(X)","(X)","8.20%","±0.4",2010
"With related children under 5 years only","New Hampshire","(X)","(X)","11.00%","±1.4",2010
"Married couple families","New Hampshire","(X)","(X)","2.00%","±0.2",2010
"With related children under 18 years","New Hampshire","(X)","(X)","2.20%","±0.3",2010
"With related children under 5 years only","New Hampshire","(X)","(X)","2.20%","±0.8",2010
"Families with female householder, no husband present","New Hampshire","(X)","(X)","20.80%","±1.2",2010
"With related children under 18 years","New Hampshire","(X)","(X)","28.50%","±1.7",2010
"With related children under 5 years only","New Hampshire","(X)","(X)","47.60%","±5.2",2010
"All people","New Hampshire","(X)","(X)","7.80%","±0.3",2010
"Under 18 years","New Hampshire","(X)","(X)","9.30%","±0.5",2010
"Related children under 18 years","New Hampshire","(X)","(X)","8.90%","±0.5",2010
"Related children under 5 years","New Hampshire","(X)","(X)","12.00%","±1.0",2010
"Related children 5 to 17 years","New Hampshire","(X)","(X)","7.90%","±0.6",2010
"18 years and over","New Hampshire","(X)","(X)","7.40%","±0.2",2010
"18 to 64 years","New Hampshire","(X)","(X)","7.40%","±0.3",2010
"65 years and over","New Hampshire","(X)","(X)","7.10%","±0.4",2010
"People in families","New Hampshire","(X)","(X)","5.10%","±0.3",2010
"Unrelated individuals 15 years and over","New Hampshire","(X)","(X)","19.40%","±0.6",2010
"All families","New Jersey","(X)","(X)","6.70%","±0.1",2010
"With related children under 18 years","New Jersey","(X)","(X)","10.20%","±0.2",2010
"With related children under 5 years only","New Jersey","(X)","(X)","10.30%","±0.5",2010
"Married couple families","New Jersey","(X)","(X)","3.00%","±0.1",2010
"With related children under 18 years","New Jersey","(X)","(X)","3.80%","±0.2",2010
"With related children under 5 years only","New Jersey","(X)","(X)","3.30%","±0.4",2010
"Families with female householder, no husband present","New Jersey","(X)","(X)","20.80%","±0.4",2010
"With related children under 18 years","New Jersey","(X)","(X)","29.40%","±0.6",2010
"With related children under 5 years only","New Jersey","(X)","(X)","36.20%","±1.8",2010
"All people","New Jersey","(X)","(X)","9.10%","±0.1",2010
"Under 18 years","New Jersey","(X)","(X)","12.70%","±0.3",2010
"Related children under 18 years","New Jersey","(X)","(X)","12.40%","±0.3",2010
"Related children under 5 years","New Jersey","(X)","(X)","14.60%","±0.4",2010
"Related children 5 to 17 years","New Jersey","(X)","(X)","11.50%","±0.3",2010
"18 years and over","New Jersey","(X)","(X)","8.00%","±0.1",2010
"18 to 64 years","New Jersey","(X)","(X)","8.00%","±0.1",2010
"65 years and over","New Jersey","(X)","(X)","7.90%","±0.2",2010
"People in families","New Jersey","(X)","(X)","7.20%","±0.1",2010
"Unrelated individuals 15 years and over","New Jersey","(X)","(X)","19.00%","±0.3",2010
"All families","New Mexico","(X)","(X)","13.90%","±0.3",2010
