"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Unpaid family workers","Louisiana","3,414","±441","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Maine","654,300","±2,970","654,300","(X)",2011
"Private wage and salary workers","Maine","498,839","±3,102","76.20%","±0.3",2011
"Government workers","Maine","92,913","±1,737","14.20%","±0.3",2011
"Self-employed in own not incorporated business workers","Maine","61,452","±1,371","9.40%","±0.2",2011
"Unpaid family workers","Maine","1,096","±192","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Maryland","2,909,466","±6,813","2,909,466","(X)",2011
"Private wage and salary workers","Maryland","2,105,146","±7,225","72.40%","±0.2",2011
"Government workers","Maryland","653,338","±5,899","22.50%","±0.2",2011
"Self-employed in own not incorporated business workers","Maryland","147,236","±2,636","5.10%","±0.1",2011
"Unpaid family workers","Maryland","3,746","±473","0.10%","±0.1",2011
"Civilian employed population 16 years and over","Massachusetts","3,280,503","±7,753","3,280,503","(X)",2011
"Private wage and salary workers","Massachusetts","2,638,761","±8,104","80.40%","±0.2",2011
"Government workers","Massachusetts","427,679","±5,049","13.00%","±0.1",2011
"Self-employed in own not incorporated business workers","Massachusetts","210,149","±3,395","6.40%","±0.1",2011
"Unpaid family workers","Massachusetts","3,914","±438","0.10%","±0.1",2011
"Civilian employed population 16 years and over","Michigan","4,306,814","±9,132","4,306,814","(X)",2011
"Private wage and salary workers","Michigan","3,546,967","±8,827","82.40%","±0.1",2011
"Government workers","Michigan","523,790","±5,365","12.20%","±0.1",2011
"Self-employed in own not incorporated business workers","Michigan","228,476","±2,918","5.30%","±0.1",2011
"Unpaid family workers","Michigan","7,581","±606","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Minnesota","2,734,914","±5,054","2,734,914","(X)",2011
"Private wage and salary workers","Minnesota","2,224,093","±5,555","81.30%","±0.2",2011
"Government workers","Minnesota","335,532","±3,807","12.30%","±0.1",2011
"Self-employed in own not incorporated business workers","Minnesota","171,016","±2,106","6.30%","±0.1",2011
"Unpaid family workers","Minnesota","4,273","±308","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Mississippi","1,210,301","±5,384","1,210,301","(X)",2011
"Private wage and salary workers","Mississippi","900,402","±5,392","74.40%","±0.3",2011
"Government workers","Mississippi","232,498","±3,930","19.20%","±0.3",2011
"Self-employed in own not incorporated business workers","Mississippi","75,418","±2,174","6.20%","±0.2",2011
"Unpaid family workers","Mississippi","1,983","±386","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Missouri","2,790,203","±6,616","2,790,203","(X)",2011
"Private wage and salary workers","Missouri","2,235,858","±6,438","80.10%","±0.2",2011
"Government workers","Missouri","374,561","±3,732","13.40%","±0.1",2011
"Self-employed in own not incorporated business workers","Missouri","174,603","±2,952","6.30%","±0.1",2011
"Unpaid family workers","Missouri","5,181","±466","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Montana","477,082","±2,800","477,082","(X)",2011
"Private wage and salary workers","Montana","339,968","±3,069","71.30%","±0.5",2011
"Government workers","Montana","86,909","±2,141","18.20%","±0.4",2011
"Self-employed in own not incorporated business workers","Montana","47,527","±1,224","10.00%","±0.3",2011
"Unpaid family workers","Montana","2,678","±368","0.60%","±0.1",2011
"Civilian employed population 16 years and over","Nebraska","941,270","±3,463","941,270","(X)",2011
"Private wage and salary workers","Nebraska","732,990","±3,564","77.90%","±0.3",2011
"Government workers","Nebraska","134,120","±2,053","14.20%","±0.2",2011
"Self-employed in own not incorporated business workers","Nebraska","71,988","±1,415","7.60%","±0.1",2011
"Unpaid family workers","Nebraska","2,172","±254","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Nevada","1,246,387","±4,858","1,246,387","(X)",2011
"Private wage and salary workers","Nevada","1,028,563","±5,162","82.50%","±0.3",2011
"Government workers","Nevada","156,866","±3,024","12.60%","±0.2",2011
"Self-employed in own not incorporated business workers","Nevada","59,295","±1,680","4.80%","±0.1",2011
"Unpaid family workers","Nevada","1,663","±278","0.10%","±0.1",2011
"Civilian employed population 16 years and over","New Hampshire","695,066","±3,177","695,066","(X)",2011
"Private wage and salary workers","New Hampshire","543,200","±3,563","78.20%","±0.3",2011
"Government workers","New Hampshire","95,988","±1,864","13.80%","±0.3",2011
"Self-employed in own not incorporated business workers","New Hampshire","55,061","±1,521","7.90%","±0.2",2011
"Unpaid family workers","New Hampshire","817","±190","0.10%","±0.1",2011
"Civilian employed population 16 years and over","New Jersey","4,221,383","±8,087","4,221,383","(X)",2011
"Private wage and salary workers","New Jersey","3,397,639","±9,257","80.50%","±0.2",2011
"Government workers","New Jersey","615,074","±6,149","14.60%","±0.1",2011
"Self-employed in own not incorporated business workers","New Jersey","203,022","±3,723","4.80%","±0.1",2011
"Unpaid family workers","New Jersey","5,648","±496","0.10%","±0.1",2011
"Civilian employed population 16 years and over","New Mexico","886,857","±3,793","886,857","(X)",2011
"Private wage and salary workers","New Mexico","620,229","±4,355","69.90%","±0.4",2011
"Government workers","New Mexico","199,317","±2,859","22.50%","±0.3",2011
"Self-employed in own not incorporated business workers","New Mexico","65,370","±1,912","7.40%","±0.2",2011
"Unpaid family workers","New Mexico","1,941","±301","0.20%","±0.1",2011
"Civilian employed population 16 years and over","New York","9,051,668","±14,550","9,051,668","(X)",2011
"Private wage and salary workers","New York","6,973,058","±15,793","77.00%","±0.1",2011
"Government workers","New York","1,514,208","±11,852","16.70%","±0.1",2011
"Self-employed in own not incorporated business workers","New York","553,818","±5,437","6.10%","±0.1",2011
"Unpaid family workers","New York","10,584","±726","0.10%","±0.1",2011
"Civilian employed population 16 years and over","North Carolina","4,241,650","±10,981","4,241,650","(X)",2011
"Private wage and salary workers","North Carolina","3,326,176","±9,668","78.40%","±0.2",2011
"Government workers","North Carolina","649,649","±7,916","15.30%","±0.2",2011
"Self-employed in own not incorporated business workers","North Carolina","259,050","±3,827","6.10%","±0.1",2011
"Unpaid family workers","North Carolina","6,775","±665","0.20%","±0.1",2011
"Civilian employed population 16 years and over","North Dakota","358,106","±1,643","358,106","(X)",2011
"Private wage and salary workers","North Dakota","264,299","±2,062","73.80%","±0.5",2011
"Government workers","North Dakota","60,807","±1,326","17.00%","±0.4",2011
"Self-employed in own not incorporated business workers","North Dakota","31,993","±1,062","8.90%","±0.3",2011
"Unpaid family workers","North Dakota","1,007","±161","0.30%","±0.1",2011
"Civilian employed population 16 years and over","Ohio","5,326,405","±10,082","5,326,405","(X)",2011
"Private wage and salary workers","Ohio","4,340,800","±9,153","81.50%","±0.1",2011
"Government workers","Ohio","694,336","±7,037","13.00%","±0.1",2011
"Self-employed in own not incorporated business workers","Ohio","283,574","±3,363","5.30%","±0.1",2011
"Unpaid family workers","Ohio","7,695","±592","0.10%","±0.1",2011
"Civilian employed population 16 years and over","Oklahoma","1,685,029","±4,778","1,685,029","(X)",2011
"Private wage and salary workers","Oklahoma","1,269,306","±5,943","75.30%","±0.2",2011
"Government workers","Oklahoma","290,982","±3,533","17.30%","±0.2",2011
"Self-employed in own not incorporated business workers","Oklahoma","120,872","±2,196","7.20%","±0.1",2011
"Unpaid family workers","Oklahoma","3,869","±344","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Oregon","1,753,398","±5,689","1,753,398","(X)",2011
"Private wage and salary workers","Oregon","1,352,117","±5,220","77.10%","±0.2",2011
"Government workers","Oregon","252,078","±3,863","14.40%","±0.2",2011
"Self-employed in own not incorporated business workers","Oregon","145,659","±2,372","8.30%","±0.1",2011
"Unpaid family workers","Oregon","3,544","±433","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Pennsylvania","5,938,507","±10,031","5,938,507","(X)",2011
"Private wage and salary workers","Pennsylvania","4,905,313","±9,741","82.60%","±0.1",2011
"Government workers","Pennsylvania","693,343","±5,875","11.70%","±0.1",2011
"Self-employed in own not incorporated business workers","Pennsylvania","330,692","±3,639","5.60%","±0.1",2011
"Unpaid family workers","Pennsylvania","9,159","±604","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Rhode Island","513,558","±2,987","513,558","(X)",2011
"Private wage and salary workers","Rhode Island","416,210","±2,899","81.00%","±0.3",2011
"Government workers","Rhode Island","68,266","±1,570","13.30%","±0.3",2011
"Self-employed in own not incorporated business workers","Rhode Island","28,500","±1,074","5.50%","±0.2",2011
"Unpaid family workers","Rhode Island","582","±170","0.10%","±0.1",2011
"Civilian employed population 16 years and over","South Carolina","1,999,063","±6,403","1,999,063","(X)",2011
"Private wage and salary workers","South Carolina","1,560,515","±7,057","78.10%","±0.2",2011
"Government workers","South Carolina","321,629","±4,221","16.10%","±0.2",2011
"Self-employed in own not incorporated business workers","South Carolina","114,122","±2,472","5.70%","±0.1",2011
"Unpaid family workers","South Carolina","2,797","±361","0.10%","±0.1",2011
"Civilian employed population 16 years and over","South Dakota","413,552","±2,153","413,552","(X)",2011
"Private wage and salary workers","South Dakota","307,273","±2,401","74.30%","±0.4",2011
"Government workers","South Dakota","67,296","±1,591","16.30%","±0.4",2011
"Self-employed in own not incorporated business workers","South Dakota","37,292","±1,229","9.00%","±0.3",2011
"Unpaid family workers","South Dakota","1,691","±283","0.40%","±0.1",2011
"Civilian employed population 16 years and over","Tennessee","2,818,005","±8,118","2,818,005","(X)",2011
"Private wage and salary workers","Tennessee","2,201,759","±7,949","78.10%","±0.2",2011
"Government workers","Tennessee","402,743","±6,044","14.30%","±0.2",2011
"Self-employed in own not incorporated business workers","Tennessee","209,210","±3,241","7.40%","±0.1",2011
"Unpaid family workers","Tennessee","4,293","±446","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Texas","11,288,597","±15,411","11,288,597","(X)",2011
"Private wage and salary workers","Texas","8,813,335","±14,913","78.10%","±0.1",2011
"Government workers","Texas","1,659,622","±13,703","14.70%","±0.1",2011
"Self-employed in own not incorporated business workers","Texas","796,876","±7,203","7.10%","±0.1",2011
"Unpaid family workers","Texas","18,764","±1,082","0.20%","±0.1",2011
"Civilian employed population 16 years and over","Utah","1,251,302","±3,805","1,251,302","(X)",2011
"Private wage and salary workers","Utah","986,360","±3,784","78.80%","±0.2",2011
"Government workers","Utah","199,872","±2,896","16.00%","±0.2",2011
"Self-employed in own not incorporated business workers","Utah","63,366","±1,715","5.10%","±0.1",2011
"Unpaid family workers","Utah","1,704","±233","0.10%","±0.1",2011
"Civilian employed population 16 years and over","Vermont","328,365","±1,962","328,365","(X)",2011
"Private wage and salary workers","Vermont","245,625","±1,982","74.80%","±0.4",2011
"Government workers","Vermont","48,559","±1,181","14.80%","±0.3",2011
"Self-employed in own not incorporated business workers","Vermont","33,298","±950","10.10%","±0.3",2011
"Unpaid family workers","Vermont","883","±205","0.30%","±0.1",2011
"Civilian employed population 16 years and over","Virginia","3,843,773","±8,230","3,843,773","(X)",2011
"Private wage and salary workers","Virginia","2,851,741","±8,980","74.20%","±0.2",2011
"Government workers","Virginia","793,717","±7,005","20.60%","±0.2",2011
"Self-employed in own not incorporated business workers","Virginia","193,564","±2,837","5.00%","±0.1",2011
"Unpaid family workers","Virginia","4,751","±495","0.10%","±0.1",2011
"Civilian employed population 16 years and over","Washington","3,135,962","±7,384","3,135,962","(X)",2011
"Private wage and salary workers","Washington","2,410,532","±7,538","76.90%","±0.2",2011
"Government workers","Washington","519,504","±4,939","16.60%","±0.1",2011
"Self-employed in own not incorporated business workers","Washington","201,605","±3,306","6.40%","±0.1",2011
