"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Mean Social Security income (dollars)","District of Columbia","12,592","±247","(X)","(X)",2010
"With retirement income","District of Columbia","39,093","±1,014","15.20%","±0.4",2010
"Mean retirement income (dollars)","District of Columbia","34,755","±1,372","(X)","(X)",2010
"With Supplemental Security Income","District of Columbia","10,543","±652","4.10%","±0.3",2010
"Mean Supplemental Security Income (dollars)","District of Columbia","7,421","±338","(X)","(X)",2010
"With cash public assistance income","District of Columbia","11,315","±731","4.40%","±0.3",2010
"Mean cash public assistance income (dollars)","District of Columbia","3,751","±247","(X)","(X)",2010
"With Food Stamp/SNAP benefits in the past 12 months","District of Columbia","27,437","±1,176","10.70%","±0.4",2010
"Families","District of Columbia","109,171","±1,611","109,171","(X)",2010
"Less than $10,000","District of Columbia","9,272","±626","8.50%","±0.6",2010
"$10,000 to $14,999","District of Columbia","4,147","±435","3.80%","±0.4",2010
"$15,000 to $24,999","District of Columbia","7,986","±631","7.30%","±0.6",2010
"$25,000 to $34,999","District of Columbia","8,905","±699","8.20%","±0.7",2010
"$35,000 to $49,999","District of Columbia","11,410","±672","10.50%","±0.5",2010
"$50,000 to $74,999","District of Columbia","14,908","±821","13.70%","±0.7",2010
"$75,000 to $99,999","District of Columbia","10,769","±778","9.90%","±0.7",2010
"$100,000 to $149,999","District of Columbia","15,110","±835","13.80%","±0.7",2010
"$150,000 to $199,999","District of Columbia","10,453","±644","9.60%","±0.6",2010
"$200,000 or more","District of Columbia","16,211","±740","14.80%","±0.6",2010
"Median family income (dollars)","District of Columbia","70,883","±2,650","(X)","(X)",2010
"Mean family income (dollars)","District of Columbia","116,122","±2,368","(X)","(X)",2010
"Per capita income (dollars)","District of Columbia","42,078","±514","(X)","(X)",2010
"Nonfamily households","District of Columbia","148,146","±1,708","148,146","(X)",2010
"Median nonfamily income (dollars)","District of Columbia","51,324","±919","(X)","(X)",2010
"Mean nonfamily income (dollars)","District of Columbia","72,054","±1,330","(X)","(X)",2010
"Median earnings for workers (dollars)","District of Columbia","41,171","±440","(X)","(X)",2010
"Median earnings for male full-time, year-round workers (dollars)","District of Columbia","59,937","±1,186","(X)","(X)",2010
"Median earnings for female full-time, year-round workers (dollars)","District of Columbia","53,266","±886","(X)","(X)",2010
"Total households","Florida","7,152,844","±25,315","7,152,844","(X)",2010
"Less than $10,000","Florida","519,226","±5,964","7.30%","±0.1",2010
"$10,000 to $14,999","Florida","403,434","±4,125","5.60%","±0.1",2010
"$15,000 to $24,999","Florida","846,055","±6,744","11.80%","±0.1",2010
"$25,000 to $34,999","Florida","844,508","±6,695","11.80%","±0.1",2010
"$35,000 to $49,999","Florida","1,114,103","±9,014","15.60%","±0.1",2010
"$50,000 to $74,999","Florida","1,351,814","±10,185","18.90%","±0.1",2010
"$75,000 to $99,999","Florida","820,638","±8,019","11.50%","±0.1",2010
"$100,000 to $149,999","Florida","751,498","±7,869","10.50%","±0.1",2010
"$150,000 to $199,999","Florida","245,316","±3,708","3.40%","±0.1",2010
"$200,000 or more","Florida","256,252","±3,871","3.60%","±0.1",2010
"Median household income (dollars)","Florida","47,661","±173","(X)","(X)",2010
"Mean household income (dollars)","Florida","66,323","±218","(X)","(X)",2010
"With earnings","Florida","5,374,525","±21,325","75.10%","±0.1",2010
"Mean earnings (dollars)","Florida","66,060","±245","(X)","(X)",2010
"With Social Security","Florida","2,373,321","±10,202","33.20%","±0.1",2010
"Mean Social Security income (dollars)","Florida","15,935","±38","(X)","(X)",2010
"With retirement income","Florida","1,367,610","±9,837","19.10%","±0.1",2010
"Mean retirement income (dollars)","Florida","22,868","±176","(X)","(X)",2010
"With Supplemental Security Income","Florida","256,653","±3,398","3.60%","±0.1",2010
"Mean Supplemental Security Income (dollars)","Florida","8,182","±69","(X)","(X)",2010
"With cash public assistance income","Florida","106,760","±2,448","1.50%","±0.1",2010
"Mean cash public assistance income (dollars)","Florida","3,227","±90","(X)","(X)",2010
"With Food Stamp/SNAP benefits in the past 12 months","Florida","605,727","±5,670","8.50%","±0.1",2010
"Families","Florida","4,670,069","±22,311","4,670,069","(X)",2010
"Less than $10,000","Florida","204,161","±4,004","4.40%","±0.1",2010
"$10,000 to $14,999","Florida","157,404","±2,797","3.40%","±0.1",2010
"$15,000 to $24,999","Florida","438,372","±4,236","9.40%","±0.1",2010
"$25,000 to $34,999","Florida","499,779","±4,735","10.70%","±0.1",2010
"$35,000 to $49,999","Florida","717,087","±7,576","15.40%","±0.2",2010
"$50,000 to $74,999","Florida","970,541","±8,266","20.80%","±0.1",2010
"$75,000 to $99,999","Florida","641,541","±7,332","13.70%","±0.1",2010
"$100,000 to $149,999","Florida","618,077","±7,452","13.20%","±0.1",2010
"$150,000 to $199,999","Florida","207,032","±3,515","4.40%","±0.1",2010
"$200,000 or more","Florida","216,075","±3,556","4.60%","±0.1",2010
"Median family income (dollars)","Florida","57,204","±246","(X)","(X)",2010
"Mean family income (dollars)","Florida","77,033","±300","(X)","(X)",2010
"Per capita income (dollars)","Florida","26,551","±116","(X)","(X)",2010
"Nonfamily households","Florida","2,482,775","±8,971","2,482,775","(X)",2010
"Median nonfamily income (dollars)","Florida","30,716","±142","(X)","(X)",2010
"Mean nonfamily income (dollars)","Florida","43,530","±238","(X)","(X)",2010
"Median earnings for workers (dollars)","Florida","27,288","±77","(X)","(X)",2010
"Median earnings for male full-time, year-round workers (dollars)","Florida","41,185","±175","(X)","(X)",2010
"Median earnings for female full-time, year-round workers (dollars)","Florida","33,096","±163","(X)","(X)",2010
"Total households","Georgia","3,468,704","±10,407","3,468,704","(X)",2010
"Less than $10,000","Georgia","287,689","±3,800","8.30%","±0.1",2010
"$10,000 to $14,999","Georgia","198,990","±2,764","5.70%","±0.1",2010
"$15,000 to $24,999","Georgia","384,479","±4,479","11.10%","±0.1",2010
"$25,000 to $34,999","Georgia","380,749","±4,742","11.00%","±0.1",2010
"$35,000 to $49,999","Georgia","501,541","±5,062","14.50%","±0.1",2010
"$50,000 to $74,999","Georgia","645,399","±5,325","18.60%","±0.1",2010
"$75,000 to $99,999","Georgia","414,254","±4,270","11.90%","±0.1",2010
"$100,000 to $149,999","Georgia","393,557","±5,056","11.30%","±0.1",2010
"$150,000 to $199,999","Georgia","135,745","±2,714","3.90%","±0.1",2010
"$200,000 or more","Georgia","126,301","±2,125","3.60%","±0.1",2010
"Median household income (dollars)","Georgia","49,347","±240","(X)","(X)",2010
"Mean household income (dollars)","Georgia","66,620","±281","(X)","(X)",2010
"With earnings","Georgia","2,833,932","±9,678","81.70%","±0.1",2010
"Mean earnings (dollars)","Georgia","67,694","±299","(X)","(X)",2010
"With Social Security","Georgia","845,934","±4,957","24.40%","±0.1",2010
"Mean Social Security income (dollars)","Georgia","14,793","±52","(X)","(X)",2010
"With retirement income","Georgia","534,315","±5,278","15.40%","±0.1",2010
"Mean retirement income (dollars)","Georgia","22,169","±306","(X)","(X)",2010
"With Supplemental Security Income","Georgia","131,730","±2,635","3.80%","±0.1",2010
"Mean Supplemental Security Income (dollars)","Georgia","7,639","±97","(X)","(X)",2010
"With cash public assistance income","Georgia","51,430","±1,880","1.50%","±0.1",2010
"Mean cash public assistance income (dollars)","Georgia","3,250","±112","(X)","(X)",2010
"With Food Stamp/SNAP benefits in the past 12 months","Georgia","344,023","±4,016","9.90%","±0.1",2010
"Families","Georgia","2,373,423","±10,914","2,373,423","(X)",2010
"Less than $10,000","Georgia","129,098","±2,629","5.40%","±0.1",2010
"$10,000 to $14,999","Georgia","89,304","±1,980","3.80%","±0.1",2010
"$15,000 to $24,999","Georgia","220,477","±3,741","9.30%","±0.2",2010
"$25,000 to $34,999","Georgia","234,104","±3,466","9.90%","±0.2",2010
"$35,000 to $49,999","Georgia","333,209","±3,749","14.00%","±0.2",2010
"$50,000 to $74,999","Georgia","468,594","±4,519","19.70%","±0.2",2010
"$75,000 to $99,999","Georgia","333,276","±4,188","14.00%","±0.2",2010
"$100,000 to $149,999","Georgia","334,589","±4,742","14.10%","±0.2",2010
"$150,000 to $199,999","Georgia","119,162","±2,506","5.00%","±0.1",2010
"$200,000 or more","Georgia","111,610","±2,056","4.70%","±0.1",2010
"Median family income (dollars)","Georgia","58,790","±306","(X)","(X)",2010
"Mean family income (dollars)","Georgia","76,702","±373","(X)","(X)",2010
"Per capita income (dollars)","Georgia","25,134","±118","(X)","(X)",2010
"Nonfamily households","Georgia","1,095,281","±5,923","1,095,281","(X)",2010
"Median nonfamily income (dollars)","Georgia","30,698","±216","(X)","(X)",2010
"Mean nonfamily income (dollars)","Georgia","42,337","±357","(X)","(X)",2010
"Median earnings for workers (dollars)","Georgia","28,962","±152","(X)","(X)",2010
"Median earnings for male full-time, year-round workers (dollars)","Georgia","43,875","±225","(X)","(X)",2010
"Median earnings for female full-time, year-round workers (dollars)","Georgia","34,525","±200","(X)","(X)",2010
"Total households","Hawaii","442,267","±1,869","442,267","(X)",2010
"Less than $10,000","Hawaii","25,412","±1,145","5.70%","±0.3",2010
"$10,000 to $14,999","Hawaii","15,974","±909","3.60%","±0.2",2010
"$15,000 to $24,999","Hawaii","33,393","±1,161","7.60%","±0.3",2010
"$25,000 to $34,999","Hawaii","35,776","±1,301","8.10%","±0.3",2010
"$35,000 to $49,999","Hawaii","53,489","±1,430","12.10%","±0.3",2010
"$50,000 to $74,999","Hawaii","83,857","±1,933","19.00%","±0.4",2010
"$75,000 to $99,999","Hawaii","66,430","±1,704","15.00%","±0.4",2010
"$100,000 to $149,999","Hawaii","75,930","±1,808","17.20%","±0.4",2010
"$150,000 to $199,999","Hawaii","28,401","±1,036","6.40%","±0.2",2010
"$200,000 or more","Hawaii","23,605","±878","5.30%","±0.2",2010
"Median household income (dollars)","Hawaii","66,420","±603","(X)","(X)",2010
"Mean household income (dollars)","Hawaii","83,037","±735","(X)","(X)",2010
"With earnings","Hawaii","364,878","±1,839","82.50%","±0.3",2010
"Mean earnings (dollars)","Hawaii","79,451","±866","(X)","(X)",2010
"With Social Security","Hawaii","135,465","±1,540","30.60%","±0.3",2010
"Mean Social Security income (dollars)","Hawaii","16,011","±151","(X)","(X)",2010
"With retirement income","Hawaii","96,566","±1,439","21.80%","±0.3",2010
"Mean retirement income (dollars)","Hawaii","24,387","±502","(X)","(X)",2010
"With Supplemental Security Income","Hawaii","15,099","±678","3.40%","±0.2",2010
"Mean Supplemental Security Income (dollars)","Hawaii","8,563","±289","(X)","(X)",2010
"With cash public assistance income","Hawaii","14,798","±812","3.30%","±0.2",2010
"Mean cash public assistance income (dollars)","Hawaii","4,783","±248","(X)","(X)",2010
"With Food Stamp/SNAP benefits in the past 12 months","Hawaii","32,544","±1,159","7.40%","±0.3",2010
"Families","Hawaii","308,525","±2,190","308,525","(X)",2010
"Less than $10,000","Hawaii","9,832","±661","3.20%","±0.2",2010
"$10,000 to $14,999","Hawaii","6,616","±557","2.10%","±0.2",2010
"$15,000 to $24,999","Hawaii","16,809","±800","5.40%","±0.3",2010
"$25,000 to $34,999","Hawaii","21,342","±1,112","6.90%","±0.4",2010
"$35,000 to $49,999","Hawaii","34,868","±1,203","11.30%","±0.4",2010
"$50,000 to $74,999","Hawaii","59,107","±1,656","19.20%","±0.5",2010
"$75,000 to $99,999","Hawaii","52,958","±1,508","17.20%","±0.5",2010
"$100,000 to $149,999","Hawaii","63,133","±1,628","20.50%","±0.5",2010
"$150,000 to $199,999","Hawaii","24,120","±992","7.80%","±0.3",2010
"$200,000 or more","Hawaii","19,740","±846","6.40%","±0.3",2010
"Median family income (dollars)","Hawaii","77,245","±859","(X)","(X)",2010
"Mean family income (dollars)","Hawaii","93,549","±941","(X)","(X)",2010
"Per capita income (dollars)","Hawaii","28,882","±254","(X)","(X)",2010
"Nonfamily households","Hawaii","133,742","±2,108","133,742","(X)",2010
"Median nonfamily income (dollars)","Hawaii","39,069","±993","(X)","(X)",2010
"Mean nonfamily income (dollars)","Hawaii","52,392","±1,175","(X)","(X)",2010
"Median earnings for workers (dollars)","Hawaii","31,638","±206","(X)","(X)",2010
"Median earnings for male full-time, year-round workers (dollars)","Hawaii","45,342","±594","(X)","(X)",2010
"Median earnings for female full-time, year-round workers (dollars)","Hawaii","36,494","±407","(X)","(X)",2010
"Total households","Idaho","570,283","±2,353","570,283","(X)",2010
"Less than $10,000","Idaho","36,883","±1,342","6.50%","±0.2",2010
"$10,000 to $14,999","Idaho","33,962","±1,302","6.00%","±0.2",2010
"$15,000 to $24,999","Idaho","67,759","±1,455","11.90%","±0.2",2010
"$25,000 to $34,999","Idaho","73,505","±1,680","12.90%","±0.3",2010
"$35,000 to $49,999","Idaho","92,852","±1,794","16.30%","±0.3",2010
"$50,000 to $74,999","Idaho","119,813","±1,801","21.00%","±0.3",2010
"$75,000 to $99,999","Idaho","67,517","±1,514","11.80%","±0.3",2010
"$100,000 to $149,999","Idaho","51,504","±1,596","9.00%","±0.3",2010
"$150,000 to $199,999","Idaho","14,368","±732","2.50%","±0.1",2010
"$200,000 or more","Idaho","12,120","±537","2.10%","±0.1",2010
"Median household income (dollars)","Idaho","46,423","±367","(X)","(X)",2010
"Mean household income (dollars)","Idaho","59,460","±439","(X)","(X)",2010
"With earnings","Idaho","461,632","±2,337","80.90%","±0.2",2010
"Mean earnings (dollars)","Idaho","58,250","±511","(X)","(X)",2010
"With Social Security","Idaho","154,835","±1,331","27.20%","±0.2",2010
"Mean Social Security income (dollars)","Idaho","15,706","±121","(X)","(X)",2010
"With retirement income","Idaho","94,114","±1,632","16.50%","±0.3",2010
"Mean retirement income (dollars)","Idaho","19,969","±613","(X)","(X)",2010
"With Supplemental Security Income","Idaho","18,298","±810","3.20%","±0.1",2010
"Mean Supplemental Security Income (dollars)","Idaho","8,316","±257","(X)","(X)",2010
"With cash public assistance income","Idaho","14,158","±769","2.50%","±0.1",2010
"Mean cash public assistance income (dollars)","Idaho","2,341","±157","(X)","(X)",2010
"With Food Stamp/SNAP benefits in the past 12 months","Idaho","46,760","±1,353","8.20%","±0.2",2010
"Families","Idaho","399,824","±2,584","399,824","(X)",2010
"Less than $10,000","Idaho","15,670","±686","3.90%","±0.2",2010
"$10,000 to $14,999","Idaho","13,844","±885","3.50%","±0.2",2010
"$15,000 to $24,999","Idaho","35,798","±1,072","9.00%","±0.3",2010
"$25,000 to $34,999","Idaho","46,843","±1,291","11.70%","±0.3",2010
"$35,000 to $49,999","Idaho","66,159","±1,686","16.50%","±0.4",2010
"$50,000 to $74,999","Idaho","94,388","±1,608","23.60%","±0.4",2010
"$75,000 to $99,999","Idaho","58,147","±1,465","14.50%","±0.4",2010
"$100,000 to $149,999","Idaho","45,416","±1,458","11.40%","±0.4",2010
"$150,000 to $199,999","Idaho","12,916","±687","3.20%","±0.2",2010
"$200,000 or more","Idaho","10,643","±526","2.70%","±0.1",2010
"Median family income (dollars)","Idaho","54,689","±426","(X)","(X)",2010
"Mean family income (dollars)","Idaho","67,887","±551","(X)","(X)",2010
"Per capita income (dollars)","Idaho","22,518","±167","(X)","(X)",2010
"Nonfamily households","Idaho","170,459","±2,364","170,459","(X)",2010
"Median nonfamily income (dollars)","Idaho","27,298","±463","(X)","(X)",2010
"Mean nonfamily income (dollars)","Idaho","37,201","±725","(X)","(X)",2010
"Median earnings for workers (dollars)","Idaho","24,569","±244","(X)","(X)",2010
"Median earnings for male full-time, year-round workers (dollars)","Idaho","41,581","±358","(X)","(X)",2010
