"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"In labor force","Michigan","2,366,655","±6,685","58.70%","±0.2",2010
"Civilian labor force","Michigan","2,365,928","±6,693","58.60%","±0.2",2010
"Employed","Michigan","2,120,401","±6,917","52.60%","±0.2",2010
"Own children under 6 years","Michigan","716,206","±2,333","716,206","(X)",2010
"All parents in family in labor force","Michigan","472,575","±4,471","66.00%","±0.6",2010
"Own children 6 to 17 years","Michigan","1,589,158","±2,582","1,589,158","(X)",2010
"All parents in family in labor force","Michigan","1,145,196","±5,359","72.10%","±0.3",2010
"Population 16 years and over","Minnesota","4,111,966","±1,297","4,111,966","(X)",2010
"In labor force","Minnesota","2,920,173","±5,079","71.00%","±0.1",2010
"Civilian labor force","Minnesota","2,916,931","±5,024","70.90%","±0.1",2010
"Employed","Minnesota","2,730,721","±5,905","66.40%","±0.1",2010
"Unemployed","Minnesota","186,210","±2,902","4.50%","±0.1",2010
"Armed Forces","Minnesota","3,242","±358","0.10%","±0.1",2010
"Not in labor force","Minnesota","1,191,793","±5,001","29.00%","±0.1",2010
"Civilian labor force","Minnesota","2,916,931","±5,024","2,916,931","(X)",2010
"Percent Unemployed","Minnesota","(X)","(X)","6.40%","±0.1",2010
"Females 16 years and over","Minnesota","2,088,343","±984","2,088,343","(X)",2010
"In labor force","Minnesota","1,390,816","±3,144","66.60%","±0.1",2010
"Civilian labor force","Minnesota","1,390,498","±3,162","66.60%","±0.1",2010
"Employed","Minnesota","1,315,168","±3,550","63.00%","±0.2",2010
"Own children under 6 years","Minnesota","410,656","±1,798","410,656","(X)",2010
"All parents in family in labor force","Minnesota","295,164","±2,880","71.90%","±0.6",2010
"Own children 6 to 17 years","Minnesota","822,774","±2,332","822,774","(X)",2010
"All parents in family in labor force","Minnesota","638,521","±3,867","77.60%","±0.4",2010
"Population 16 years and over","Mississippi","2,274,381","±1,499","2,274,381","(X)",2010
"In labor force","Mississippi","1,358,952","±4,116","59.80%","±0.2",2010
"Civilian labor force","Mississippi","1,345,154","±4,184","59.10%","±0.2",2010
"Employed","Mississippi","1,216,050","±4,564","53.50%","±0.2",2010
"Unemployed","Mississippi","129,104","±3,091","5.70%","±0.1",2010
"Armed Forces","Mississippi","13,798","±872","0.60%","±0.1",2010
"Not in labor force","Mississippi","915,429","±4,294","40.20%","±0.2",2010
"Civilian labor force","Mississippi","1,345,154","±4,184","1,345,154","(X)",2010
"Percent Unemployed","Mississippi","(X)","(X)","9.60%","±0.2",2010
"Females 16 years and over","Mississippi","1,188,278","±1,026","1,188,278","(X)",2010
"In labor force","Mississippi","653,615","±3,416","55.00%","±0.3",2010
"Civilian labor force","Mississippi","650,603","±3,407","54.80%","±0.3",2010
"Employed","Mississippi","587,978","±3,546","49.50%","±0.3",2010
"Own children under 6 years","Mississippi","234,448","±1,744","234,448","(X)",2010
"All parents in family in labor force","Mississippi","155,746","±2,414","66.40%","±0.9",2010
"Own children 6 to 17 years","Mississippi","461,949","±2,183","461,949","(X)",2010
"All parents in family in labor force","Mississippi","328,518","±3,387","71.10%","±0.8",2010
"Population 16 years and over","Missouri","4,664,019","±1,670","4,664,019","(X)",2010
"In labor force","Missouri","3,042,128","±6,021","65.20%","±0.1",2010
"Civilian labor force","Missouri","3,020,899","±6,168","64.80%","±0.1",2010
"Employed","Missouri","2,796,027","±6,634","59.90%","±0.1",2010
"Unemployed","Missouri","224,872","±3,651","4.80%","±0.1",2010
"Armed Forces","Missouri","21,229","±1,232","0.50%","±0.1",2010
"Not in labor force","Missouri","1,621,891","±5,744","34.80%","±0.1",2010
"Civilian labor force","Missouri","3,020,899","±6,168","3,020,899","(X)",2010
"Percent Unemployed","Missouri","(X)","(X)","7.40%","±0.1",2010
"Females 16 years and over","Missouri","2,411,459","±1,641","2,411,459","(X)",2010
"In labor force","Missouri","1,461,263","±4,450","60.60%","±0.2",2010
"Civilian labor force","Missouri","1,456,945","±4,333","60.40%","±0.2",2010
"Employed","Missouri","1,356,624","±4,311","56.30%","±0.2",2010
"Own children under 6 years","Missouri","443,545","±2,073","443,545","(X)",2010
"All parents in family in labor force","Missouri","300,808","±3,704","67.80%","±0.7",2010
"Own children 6 to 17 years","Missouri","905,894","±2,734","905,894","(X)",2010
"All parents in family in labor force","Missouri","672,869","±5,022","74.30%","±0.5",2010
"Population 16 years and over","Montana","778,518","±643","778,518","(X)",2010
"In labor force","Montana","508,615","±2,506","65.30%","±0.3",2010
"Civilian labor force","Montana","504,878","±2,467","64.90%","±0.3",2010
"Employed","Montana","476,195","±2,665","61.20%","±0.3",2010
"Unemployed","Montana","28,683","±1,150","3.70%","±0.1",2010
"Armed Forces","Montana","3,737","±322","0.50%","±0.1",2010
"Not in labor force","Montana","269,903","±2,425","34.70%","±0.3",2010
"Civilian labor force","Montana","504,878","±2,467","504,878","(X)",2010
"Percent Unemployed","Montana","(X)","(X)","5.70%","±0.2",2010
"Females 16 years and over","Montana","391,139","±637","391,139","(X)",2010
"In labor force","Montana","238,071","±1,780","60.90%","±0.4",2010
"Civilian labor force","Montana","237,561","±1,811","60.70%","±0.5",2010
"Employed","Montana","226,391","±1,922","57.90%","±0.5",2010
"Own children under 6 years","Montana","69,018","±823","69,018","(X)",2010
"All parents in family in labor force","Montana","44,211","±1,248","64.10%","±1.7",2010
"Own children 6 to 17 years","Montana","141,017","±1,058","141,017","(X)",2010
"All parents in family in labor force","Montana","103,790","±1,678","73.60%","±1.0",2010
"Population 16 years and over","Nebraska","1,397,699","±933","1,397,699","(X)",2010
"In labor force","Nebraska","993,941","±2,758","71.10%","±0.2",2010
"Civilian labor force","Nebraska","988,059","±2,735","70.70%","±0.2",2010
"Employed","Nebraska","937,574","±3,147","67.10%","±0.2",2010
"Unemployed","Nebraska","50,485","±1,565","3.60%","±0.1",2010
"Armed Forces","Nebraska","5,882","±485","0.40%","±0.1",2010
"Not in labor force","Nebraska","403,758","±2,697","28.90%","±0.2",2010
"Civilian labor force","Nebraska","988,059","±2,735","988,059","(X)",2010
"Percent Unemployed","Nebraska","(X)","(X)","5.10%","±0.2",2010
"Females 16 years and over","Nebraska","711,599","±718","711,599","(X)",2010
"In labor force","Nebraska","469,652","±1,986","66.00%","±0.3",2010
"Civilian labor force","Nebraska","468,817","±1,957","65.90%","±0.3",2010
"Employed","Nebraska","446,136","±2,246","62.70%","±0.3",2010
"Own children under 6 years","Nebraska","150,174","±1,118","150,174","(X)",2010
"All parents in family in labor force","Nebraska","110,466","±1,659","73.60%","±1.0",2010
"Own children 6 to 17 years","Nebraska","280,756","±1,415","280,756","(X)",2010
"All parents in family in labor force","Nebraska","220,500","±2,039","78.50%","±0.6",2010
"Population 16 years and over","Nevada","2,050,325","±1,093","2,050,325","(X)",2010
"In labor force","Nevada","1,387,343","±5,502","67.70%","±0.3",2010
"Civilian labor force","Nevada","1,377,921","±5,469","67.20%","±0.3",2010
"Employed","Nevada","1,254,163","±5,518","61.20%","±0.3",2010
"Unemployed","Nevada","123,758","±2,981","6.00%","±0.1",2010
"Armed Forces","Nevada","9,422","±651","0.50%","±0.1",2010
"Not in labor force","Nevada","662,982","±5,689","32.30%","±0.3",2010
"Civilian labor force","Nevada","1,377,921","±5,469","1,377,921","(X)",2010
"Percent Unemployed","Nevada","(X)","(X)","9.00%","±0.2",2010
"Females 16 years and over","Nevada","1,017,680","±790","1,017,680","(X)",2010
"In labor force","Nevada","626,239","±3,806","61.50%","±0.4",2010
"Civilian labor force","Nevada","624,844","±3,861","61.40%","±0.4",2010
"Employed","Nevada","571,474","±3,936","56.20%","±0.4",2010
"Own children under 6 years","Nevada","216,117","±1,451","216,117","(X)",2010
"All parents in family in labor force","Nevada","133,685","±2,343","61.90%","±0.9",2010
"Own children 6 to 17 years","Nevada","403,630","±1,968","403,630","(X)",2010
"All parents in family in labor force","Nevada","291,283","±3,487","72.20%","±0.7",2010
"Population 16 years and over","New Hampshire","1,056,843","±759","1,056,843","(X)",2010
"In labor force","New Hampshire","739,794","±2,804","70.00%","±0.3",2010
"Civilian labor force","New Hampshire","738,509","±2,835","69.90%","±0.3",2010
"Employed","New Hampshire","695,283","±3,057","65.80%","±0.3",2010
"Unemployed","New Hampshire","43,226","±1,358","4.10%","±0.1",2010
"Armed Forces","New Hampshire","1,285","±271","0.10%","±0.1",2010
"Not in labor force","New Hampshire","317,049","±3,015","30.00%","±0.3",2010
"Civilian labor force","New Hampshire","738,509","±2,835","738,509","(X)",2010
"Percent Unemployed","New Hampshire","(X)","(X)","5.90%","±0.2",2010
"Females 16 years and over","New Hampshire","540,160","±563","540,160","(X)",2010
"In labor force","New Hampshire","350,598","±1,972","64.90%","±0.4",2010
"Civilian labor force","New Hampshire","350,436","±1,962","64.90%","±0.4",2010
"Employed","New Hampshire","330,832","±1,996","61.20%","±0.4",2010
"Own children under 6 years","New Hampshire","85,287","±925","85,287","(X)",2010
"All parents in family in labor force","New Hampshire","57,243","±1,551","67.10%","±1.5",2010
"Own children 6 to 17 years","New Hampshire","199,148","±1,285","199,148","(X)",2010
"All parents in family in labor force","New Hampshire","151,309","±2,138","76.00%","±0.9",2010
"Population 16 years and over","New Jersey","6,893,087","±1,833","6,893,087","(X)",2010
"In labor force","New Jersey","4,596,702","±7,992","66.70%","±0.1",2010
"Civilian labor force","New Jersey","4,587,250","±7,887","66.50%","±0.1",2010
"Employed","New Jersey","4,230,560","±9,166","61.40%","±0.1",2010
"Unemployed","New Jersey","356,690","±4,495","5.20%","±0.1",2010
"Armed Forces","New Jersey","9,452","±786","0.10%","±0.1",2010
"Not in labor force","New Jersey","2,296,385","±8,181","33.30%","±0.1",2010
"Civilian labor force","New Jersey","4,587,250","±7,887","4,587,250","(X)",2010
"Percent Unemployed","New Jersey","(X)","(X)","7.80%","±0.1",2010
"Females 16 years and over","New Jersey","3,583,253","±1,286","3,583,253","(X)",2010
"In labor force","New Jersey","2,172,434","±5,845","60.60%","±0.2",2010
"Civilian labor force","New Jersey","2,170,716","±5,799","60.60%","±0.2",2010
"Employed","New Jersey","2,003,961","±6,365","55.90%","±0.2",2010
"Own children under 6 years","New Jersey","641,671","±2,629","641,671","(X)",2010
"All parents in family in labor force","New Jersey","402,640","±3,582","62.70%","±0.5",2010
"Own children 6 to 17 years","New Jersey","1,355,424","±2,958","1,355,424","(X)",2010
"All parents in family in labor force","New Jersey","971,573","±5,210","71.70%","±0.4",2010
"Population 16 years and over","New Mexico","1,561,181","±972","1,561,181","(X)",2010
"In labor force","New Mexico","966,423","±3,833","61.90%","±0.2",2010
"Civilian labor force","New Mexico","957,903","±3,921","61.40%","±0.3",2010
"Employed","New Mexico","888,761","±4,268","56.90%","±0.3",2010
"Unemployed","New Mexico","69,142","±2,077","4.40%","±0.1",2010
"Armed Forces","New Mexico","8,520","±648","0.50%","±0.1",2010
"Not in labor force","New Mexico","594,758","±3,961","38.10%","±0.2",2010
"Civilian labor force","New Mexico","957,903","±3,921","957,903","(X)",2010
"Percent Unemployed","New Mexico","(X)","(X)","7.20%","±0.2",2010
"Females 16 years and over","New Mexico","798,132","±827","798,132","(X)",2010
"In labor force","New Mexico","453,297","±2,848","56.80%","±0.4",2010
"Civilian labor force","New Mexico","451,924","±2,936","56.60%","±0.4",2010
"Employed","New Mexico","421,088","±2,701","52.80%","±0.3",2010
"Own children under 6 years","New Mexico","162,941","±1,431","162,941","(X)",2010
"All parents in family in labor force","New Mexico","99,137","±1,663","60.80%","±1.0",2010
"Own children 6 to 17 years","New Mexico","318,500","±1,843","318,500","(X)",2010
"All parents in family in labor force","New Mexico","220,207","±2,714","69.10%","±0.7",2010
"Population 16 years and over","New York","15,394,140","±3,049","15,394,140","(X)",2010
"In labor force","New York","9,808,150","±11,507","63.70%","±0.1",2010
"Civilian labor force","New York","9,781,731","±11,452","63.50%","±0.1",2010
"Employed","New York","9,045,999","±11,816","58.80%","±0.1",2010
"Unemployed","New York","735,732","±5,646","4.80%","±0.1",2010
"Armed Forces","New York","26,419","±1,278","0.20%","±0.1",2010
"Not in labor force","New York","5,585,990","±11,763","36.30%","±0.1",2010
"Civilian labor force","New York","9,781,731","±11,452","9,781,731","(X)",2010
"Percent Unemployed","New York","(X)","(X)","7.50%","±0.1",2010
"Females 16 years and over","New York","8,054,323","±2,245","8,054,323","(X)",2010
"In labor force","New York","4,711,353","±8,246","58.50%","±0.1",2010
"Civilian labor force","New York","4,708,575","±8,191","58.50%","±0.1",2010
"Employed","New York","4,373,762","±8,886","54.30%","±0.1",2010
"Own children under 6 years","New York","1,338,231","±3,769","1,338,231","(X)",2010
"All parents in family in labor force","New York","816,020","±5,709","61.00%","±0.4",2010
"Own children 6 to 17 years","New York","2,828,075","±5,345","2,828,075","(X)",2010
"All parents in family in labor force","New York","1,957,456","±9,673","69.20%","±0.3",2010
"Population 16 years and over","North Carolina","7,287,107","±1,772","7,287,107","(X)",2010
"In labor force","North Carolina","4,725,801","±7,771","64.90%","±0.1",2010
"Civilian labor force","North Carolina","4,640,229","±7,379","63.70%","±0.1",2010
"Employed","North Carolina","4,234,087","±8,605","58.10%","±0.1",2010
"Unemployed","North Carolina","406,142","±5,232","5.60%","±0.1",2010
"Armed Forces","North Carolina","85,572","±2,156","1.20%","±0.1",2010
"Not in labor force","North Carolina","2,561,306","±7,743","35.10%","±0.1",2010
"Civilian labor force","North Carolina","4,640,229","±7,379","4,640,229","(X)",2010
"Percent Unemployed","North Carolina","(X)","(X)","8.80%","±0.1",2010
"Females 16 years and over","North Carolina","3,782,610","±1,956","3,782,610","(X)",2010
"In labor force","North Carolina","2,239,812","±5,845","59.20%","±0.2",2010
"Civilian labor force","North Carolina","2,231,008","±5,598","59.00%","±0.1",2010
"Employed","North Carolina","2,039,157","±5,907","53.90%","±0.2",2010
"Own children under 6 years","North Carolina","713,319","±3,023","713,319","(X)",2010
"All parents in family in labor force","North Carolina","464,304","±4,392","65.10%","±0.5",2010
"Own children 6 to 17 years","North Carolina","1,395,015","±3,519","1,395,015","(X)",2010
"All parents in family in labor force","North Carolina","1,013,073","±5,459","72.60%","±0.4",2010
"Population 16 years and over","North Dakota","529,990","±457","529,990","(X)",2010
"In labor force","North Dakota","370,984","±1,666","70.00%","±0.3",2010
"Civilian labor force","North Dakota","365,157","±1,655","68.90%","±0.3",2010
"Employed","North Dakota","352,012","±1,800","66.40%","±0.3",2010
"Unemployed","North Dakota","13,145","±765","2.50%","±0.1",2010
"Armed Forces","North Dakota","5,827","±482","1.10%","±0.1",2010
"Not in labor force","North Dakota","159,006","±1,554","30.00%","±0.3",2010
"Civilian labor force","North Dakota","365,157","±1,655","365,157","(X)",2010
"Percent Unemployed","North Dakota","(X)","(X)","3.60%","±0.2",2010
"Females 16 years and over","North Dakota","263,631","±424","263,631","(X)",2010
