"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"With health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"With private health insurance","Kentucky","(X)","(X)","(X)","(X)",2010
"With public coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Kentucky","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Kentucky","(X)","(X)","(X)","(X)",2010
"In labor force:","Kentucky","(X)","(X)","(X)","(X)",2010
"Employed:","Kentucky","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"With private health insurance","Kentucky","(X)","(X)","(X)","(X)",2010
"With public coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"Unemployed:","Kentucky","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"With private health insurance","Kentucky","(X)","(X)","(X)","(X)",2010
"With public coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Kentucky","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"With private health insurance","Kentucky","(X)","(X)","(X)","(X)",2010
"With public coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Kentucky","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Louisiana","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"With private health insurance","Louisiana","(X)","(X)","(X)","(X)",2010
"With public coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Louisiana","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Louisiana","(X)","(X)","(X)","(X)",2010
"In labor force:","Louisiana","(X)","(X)","(X)","(X)",2010
"Employed:","Louisiana","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"With private health insurance","Louisiana","(X)","(X)","(X)","(X)",2010
"With public coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"Unemployed:","Louisiana","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"With private health insurance","Louisiana","(X)","(X)","(X)","(X)",2010
"With public coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Louisiana","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"With private health insurance","Louisiana","(X)","(X)","(X)","(X)",2010
"With public coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Louisiana","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Maine","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maine","(X)","(X)","(X)","(X)",2010
"With public coverage","Maine","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Maine","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Maine","(X)","(X)","(X)","(X)",2010
"In labor force:","Maine","(X)","(X)","(X)","(X)",2010
"Employed:","Maine","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maine","(X)","(X)","(X)","(X)",2010
"With public coverage","Maine","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"Unemployed:","Maine","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maine","(X)","(X)","(X)","(X)",2010
"With public coverage","Maine","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Maine","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maine","(X)","(X)","(X)","(X)",2010
"With public coverage","Maine","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maine","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Maryland","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maryland","(X)","(X)","(X)","(X)",2010
"With public coverage","Maryland","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Maryland","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Maryland","(X)","(X)","(X)","(X)",2010
"In labor force:","Maryland","(X)","(X)","(X)","(X)",2010
"Employed:","Maryland","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maryland","(X)","(X)","(X)","(X)",2010
"With public coverage","Maryland","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"Unemployed:","Maryland","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maryland","(X)","(X)","(X)","(X)",2010
"With public coverage","Maryland","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Maryland","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"With private health insurance","Maryland","(X)","(X)","(X)","(X)",2010
"With public coverage","Maryland","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Maryland","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Massachusetts","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"With private health insurance","Massachusetts","(X)","(X)","(X)","(X)",2010
"With public coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Massachusetts","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Massachusetts","(X)","(X)","(X)","(X)",2010
"In labor force:","Massachusetts","(X)","(X)","(X)","(X)",2010
"Employed:","Massachusetts","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"With private health insurance","Massachusetts","(X)","(X)","(X)","(X)",2010
"With public coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"Unemployed:","Massachusetts","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"With private health insurance","Massachusetts","(X)","(X)","(X)","(X)",2010
"With public coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Massachusetts","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"With private health insurance","Massachusetts","(X)","(X)","(X)","(X)",2010
"With public coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Massachusetts","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Michigan","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"With private health insurance","Michigan","(X)","(X)","(X)","(X)",2010
"With public coverage","Michigan","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Michigan","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Michigan","(X)","(X)","(X)","(X)",2010
"In labor force:","Michigan","(X)","(X)","(X)","(X)",2010
"Employed:","Michigan","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"With private health insurance","Michigan","(X)","(X)","(X)","(X)",2010
"With public coverage","Michigan","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"Unemployed:","Michigan","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"With private health insurance","Michigan","(X)","(X)","(X)","(X)",2010
"With public coverage","Michigan","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Michigan","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"With private health insurance","Michigan","(X)","(X)","(X)","(X)",2010
"With public coverage","Michigan","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Michigan","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Minnesota","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"With private health insurance","Minnesota","(X)","(X)","(X)","(X)",2010
"With public coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Minnesota","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Minnesota","(X)","(X)","(X)","(X)",2010
"In labor force:","Minnesota","(X)","(X)","(X)","(X)",2010
"Employed:","Minnesota","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"With private health insurance","Minnesota","(X)","(X)","(X)","(X)",2010
"With public coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"Unemployed:","Minnesota","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"With private health insurance","Minnesota","(X)","(X)","(X)","(X)",2010
"With public coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Minnesota","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"With private health insurance","Minnesota","(X)","(X)","(X)","(X)",2010
"With public coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Minnesota","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Mississippi","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"With private health insurance","Mississippi","(X)","(X)","(X)","(X)",2010
"With public coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Mississippi","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Mississippi","(X)","(X)","(X)","(X)",2010
"In labor force:","Mississippi","(X)","(X)","(X)","(X)",2010
"Employed:","Mississippi","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"With private health insurance","Mississippi","(X)","(X)","(X)","(X)",2010
"With public coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"Unemployed:","Mississippi","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"With private health insurance","Mississippi","(X)","(X)","(X)","(X)",2010
"With public coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Mississippi","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"With private health insurance","Mississippi","(X)","(X)","(X)","(X)",2010
"With public coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Mississippi","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Missouri","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"With private health insurance","Missouri","(X)","(X)","(X)","(X)",2010
"With public coverage","Missouri","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Missouri","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Missouri","(X)","(X)","(X)","(X)",2010
"In labor force:","Missouri","(X)","(X)","(X)","(X)",2010
"Employed:","Missouri","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"With private health insurance","Missouri","(X)","(X)","(X)","(X)",2010
"With public coverage","Missouri","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"Unemployed:","Missouri","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"With private health insurance","Missouri","(X)","(X)","(X)","(X)",2010
"With public coverage","Missouri","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"Not in labor force:","Missouri","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"With private health insurance","Missouri","(X)","(X)","(X)","(X)",2010
"With public coverage","Missouri","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Missouri","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population","Montana","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Montana","(X)","(X)","(X)","(X)",2010
"With private health insurance","Montana","(X)","(X)","(X)","(X)",2010
"With public coverage","Montana","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Montana","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population under 18 years","Montana","(X)","(X)","(X)","(X)",2010
"No health insurance coverage","Montana","(X)","(X)","(X)","(X)",2010
"Civilian noninstitutionalized population 18 to 64 years","Montana","(X)","(X)","(X)","(X)",2010
"In labor force:","Montana","(X)","(X)","(X)","(X)",2010
"Employed:","Montana","(X)","(X)","(X)","(X)",2010
"With health insurance coverage","Montana","(X)","(X)","(X)","(X)",2010
