Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Apr-1999,1999,4,Average Weight in Pounds,Cattle,1201.0,Commercial,Live,Red Meat
Mar-1999,1999,3,Average Weight in Pounds,Cattle,1216.0,Commercial,Live,Red Meat
Feb-1999,1999,2,Average Weight in Pounds,Cattle,1221.0,Commercial,Live,Red Meat
Jan-1999,1999,1,Average Weight in Pounds,Cattle,1220.0,Commercial,Live,Red Meat
Dec-1998,1998,12,Average Weight in Pounds,Cattle,1214.0,Commercial,Live,Red Meat
Nov-1998,1998,11,Average Weight in Pounds,Cattle,1211.0,Commercial,Live,Red Meat
Oct-1998,1998,10,Average Weight in Pounds,Cattle,1214.0,Commercial,Live,Red Meat
Sep-1998,1998,9,Average Weight in Pounds,Cattle,1213.0,Commercial,Live,Red Meat
Aug-1998,1998,8,Average Weight in Pounds,Cattle,1210.0,Commercial,Live,Red Meat
Jul-1998,1998,7,Average Weight in Pounds,Cattle,1203.0,Commercial,Live,Red Meat
Jun-1998,1998,6,Average Weight in Pounds,Cattle,1197.0,Commercial,Live,Red Meat
May-1998,1998,5,Average Weight in Pounds,Cattle,1188.0,Commercial,Live,Red Meat
Apr-1998,1998,4,Average Weight in Pounds,Cattle,1189.0,Commercial,Live,Red Meat
Mar-1998,1998,3,Average Weight in Pounds,Cattle,1200.0,Commercial,Live,Red Meat
Feb-1998,1998,2,Average Weight in Pounds,Cattle,1204.0,Commercial,Live,Red Meat
Jan-1998,1998,1,Average Weight in Pounds,Cattle,1197.0,Commercial,Live,Red Meat
Dec-1997,1997,12,Average Weight in Pounds,Cattle,1193.0,Commercial,Live,Red Meat
Nov-1997,1997,11,Average Weight in Pounds,Cattle,1188.0,Commercial,Live,Red Meat
Oct-1997,1997,10,Average Weight in Pounds,Cattle,1195.0,Commercial,Live,Red Meat
Sep-1997,1997,9,Average Weight in Pounds,Cattle,1193.0,Commercial,Live,Red Meat
Aug-1997,1997,8,Average Weight in Pounds,Cattle,1187.0,Commercial,Live,Red Meat
Jul-1997,1997,7,Average Weight in Pounds,Cattle,1178.0,Commercial,Live,Red Meat
Jun-1997,1997,6,Average Weight in Pounds,Cattle,1160.0,Commercial,Live,Red Meat
May-1997,1997,5,Average Weight in Pounds,Cattle,1149.0,Commercial,Live,Red Meat
Apr-1997,1997,4,Average Weight in Pounds,Cattle,1152.0,Commercial,Live,Red Meat
Mar-1997,1997,3,Average Weight in Pounds,Cattle,1161.0,Commercial,Live,Red Meat
Feb-1997,1997,2,Average Weight in Pounds,Cattle,1162.0,Commercial,Live,Red Meat
Jan-1997,1997,1,Average Weight in Pounds,Cattle,1160.0,Commercial,Live,Red Meat
Dec-1996,1996,12,Average Weight in Pounds,Cattle,1159.0,Commercial,Live,Red Meat
Nov-1996,1996,11,Average Weight in Pounds,Cattle,1163.0,Commercial,Live,Red Meat
Oct-1996,1996,10,Average Weight in Pounds,Cattle,1173.0,Commercial,Live,Red Meat
Sep-1996,1996,9,Average Weight in Pounds,Cattle,1179.0,Commercial,Live,Red Meat
Aug-1996,1996,8,Average Weight in Pounds,Cattle,1175.0,Commercial,Live,Red Meat
Jul-1996,1996,7,Average Weight in Pounds,Cattle,1163.0,Commercial,Live,Red Meat
Jun-1996,1996,6,Average Weight in Pounds,Cattle,1160.0,Commercial,Live,Red Meat
May-1996,1996,5,Average Weight in Pounds,Cattle,1156.0,Commercial,Live,Red Meat
Apr-1996,1996,4,Average Weight in Pounds,Cattle,1160.0,Commercial,Live,Red Meat
Mar-1996,1996,3,Average Weight in Pounds,Cattle,1174.0,Commercial,Live,Red Meat
Feb-1996,1996,2,Average Weight in Pounds,Cattle,1176.0,Commercial,Live,Red Meat
Jan-1996,1996,1,Average Weight in Pounds,Cattle,1190.0,Commercial,Live,Red Meat
Dec-1995,1995,12,Average Weight in Pounds,Cattle,1192.0,Commercial,Live,Red Meat
Nov-1995,1995,11,Average Weight in Pounds,Cattle,1187.0,Commercial,Live,Red Meat
Oct-1995,1995,10,Average Weight in Pounds,Cattle,1189.0,Commercial,Live,Red Meat
Sep-1995,1995,9,Average Weight in Pounds,Cattle,1192.0,Commercial,Live,Red Meat
Aug-1995,1995,8,Average Weight in Pounds,Cattle,1188.0,Commercial,Live,Red Meat
Jul-1995,1995,7,Average Weight in Pounds,Cattle,1184.0,Commercial,Live,Red Meat
Jun-1995,1995,6,Average Weight in Pounds,Cattle,1177.0,Commercial,Live,Red Meat
May-1995,1995,5,Average Weight in Pounds,Cattle,1170.0,Commercial,Live,Red Meat
Apr-1995,1995,4,Average Weight in Pounds,Cattle,1171.0,Commercial,Live,Red Meat
Mar-1995,1995,3,Average Weight in Pounds,Cattle,1177.0,Commercial,Live,Red Meat
Feb-1995,1995,2,Average Weight in Pounds,Cattle,1184.0,Commercial,Live,Red Meat
Jan-1995,1995,1,Average Weight in Pounds,Cattle,1189.0,Commercial,Live,Red Meat
Dec-1994,1994,12,Average Weight in Pounds,Cattle,1189.0,Commercial,Live,Red Meat
Nov-1994,1994,11,Average Weight in Pounds,Cattle,1191.0,Commercial,Live,Red Meat
Oct-1994,1994,10,Average Weight in Pounds,Cattle,1200.0,Commercial,Live,Red Meat
Sep-1994,1994,9,Average Weight in Pounds,Cattle,1205.0,Commercial,Live,Red Meat
Aug-1994,1994,8,Average Weight in Pounds,Cattle,1204.0,Commercial,Live,Red Meat
Jul-1994,1994,7,Average Weight in Pounds,Cattle,1192.0,Commercial,Live,Red Meat
Jun-1994,1994,6,Average Weight in Pounds,Cattle,1178.0,Commercial,Live,Red Meat
May-1994,1994,5,Average Weight in Pounds,Cattle,1172.0,Commercial,Live,Red Meat
Apr-1994,1994,4,Average Weight in Pounds,Cattle,1175.0,Commercial,Live,Red Meat
Mar-1994,1994,3,Average Weight in Pounds,Cattle,1182.0,Commercial,Live,Red Meat
Feb-1994,1994,2,Average Weight in Pounds,Cattle,1186.0,Commercial,Live,Red Meat
Jan-1994,1994,1,Average Weight in Pounds,Cattle,1191.0,Commercial,Live,Red Meat
Dec-1993,1993,12,Average Weight in Pounds,Cattle,1189.0,Commercial,Live,Red Meat
Nov-1993,1993,11,Average Weight in Pounds,Cattle,1185.0,Commercial,Live,Red Meat
Oct-1993,1993,10,Average Weight in Pounds,Cattle,1187.0,Commercial,Live,Red Meat
Sep-1993,1993,9,Average Weight in Pounds,Cattle,1185.0,Commercial,Live,Red Meat
Aug-1993,1993,8,Average Weight in Pounds,Cattle,1173.0,Commercial,Live,Red Meat
Jul-1993,1993,7,Average Weight in Pounds,Cattle,1160.0,Commercial,Live,Red Meat
Jun-1993,1993,6,Average Weight in Pounds,Cattle,1143.0,Commercial,Live,Red Meat
May-1993,1993,5,Average Weight in Pounds,Cattle,1123.0,Commercial,Live,Red Meat
Apr-1993,1993,4,Average Weight in Pounds,Cattle,1125.0,Commercial,Live,Red Meat
Mar-1993,1993,3,Average Weight in Pounds,Cattle,1141.0,Commercial,Live,Red Meat
Feb-1993,1993,2,Average Weight in Pounds,Cattle,1155.0,Commercial,Live,Red Meat
Jan-1993,1993,1,Average Weight in Pounds,Cattle,1164.0,Commercial,Live,Red Meat
Dec-1992,1992,12,Average Weight in Pounds,Cattle,1171.0,Commercial,Live,Red Meat
Nov-1992,1992,11,Average Weight in Pounds,Cattle,1177.0,Commercial,Live,Red Meat
Oct-1992,1992,10,Average Weight in Pounds,Cattle,1180.0,Commercial,Live,Red Meat
Sep-1992,1992,9,Average Weight in Pounds,Cattle,1183.0,Commercial,Live,Red Meat
Aug-1992,1992,8,Average Weight in Pounds,Cattle,1178.0,Commercial,Live,Red Meat
Jul-1992,1992,7,Average Weight in Pounds,Cattle,1165.0,Commercial,Live,Red Meat
Jun-1992,1992,6,Average Weight in Pounds,Cattle,1159.0,Commercial,Live,Red Meat
May-1992,1992,5,Average Weight in Pounds,Cattle,1150.0,Commercial,Live,Red Meat
Apr-1992,1992,4,Average Weight in Pounds,Cattle,1154.0,Commercial,Live,Red Meat
Mar-1992,1992,3,Average Weight in Pounds,Cattle,1160.0,Commercial,Live,Red Meat
Feb-1992,1992,2,Average Weight in Pounds,Cattle,1173.0,Commercial,Live,Red Meat
Jan-1992,1992,1,Average Weight in Pounds,Cattle,1173.0,Commercial,Live,Red Meat
Dec-1991,1991,12,Average Weight in Pounds,Cattle,1172.0,Commercial,Live,Red Meat
Nov-1991,1991,11,Average Weight in Pounds,Cattle,1179.0,Commercial,Live,Red Meat
Oct-1991,1991,10,Average Weight in Pounds,Cattle,1195.0,Commercial,Live,Red Meat
Sep-1991,1991,9,Average Weight in Pounds,Cattle,1182.0,Commercial,Live,Red Meat
Aug-1991,1991,8,Average Weight in Pounds,Cattle,1176.0,Commercial,Live,Red Meat
Jul-1991,1991,7,Average Weight in Pounds,Cattle,1160.0,Commercial,Live,Red Meat
Jun-1991,1991,6,Average Weight in Pounds,Cattle,1150.0,Commercial,Live,Red Meat
May-1991,1991,5,Average Weight in Pounds,Cattle,1140.0,Commercial,Live,Red Meat
Apr-1991,1991,4,Average Weight in Pounds,Cattle,1144.0,Commercial,Live,Red Meat
Mar-1991,1991,3,Average Weight in Pounds,Cattle,1156.0,Commercial,Live,Red Meat
Feb-1991,1991,2,Average Weight in Pounds,Cattle,1162.0,Commercial,Live,Red Meat
Jan-1991,1991,1,Average Weight in Pounds,Cattle,1144.0,Commercial,Live,Red Meat
Dec-1990,1990,12,Average Weight in Pounds,Cattle,1145.0,Commercial,Live,Red Meat
Nov-1990,1990,11,Average Weight in Pounds,Cattle,1144.0,Commercial,Live,Red Meat
Oct-1990,1990,10,Average Weight in Pounds,Cattle,1149.0,Commercial,Live,Red Meat
Sep-1990,1990,9,Average Weight in Pounds,Cattle,1148.0,Commercial,Live,Red Meat
Aug-1990,1990,8,Average Weight in Pounds,Cattle,1144.0,Commercial,Live,Red Meat
Jul-1990,1990,7,Average Weight in Pounds,Cattle,1125.0,Commercial,Live,Red Meat
Jun-1990,1990,6,Average Weight in Pounds,Cattle,1117.0,Commercial,Live,Red Meat
May-1990,1990,5,Average Weight in Pounds,Cattle,1109.0,Commercial,Live,Red Meat
Apr-1990,1990,4,Average Weight in Pounds,Cattle,1137.0,Commercial,Live,Red Meat
Mar-1990,1990,3,Average Weight in Pounds,Cattle,1133.0,Commercial,Live,Red Meat
Feb-1990,1990,2,Average Weight in Pounds,Cattle,1141.0,Commercial,Live,Red Meat
Jan-1990,1990,1,Average Weight in Pounds,Cattle,1144.0,Commercial,Live,Red Meat
Dec-1989,1989,12,Average Weight in Pounds,Cattle,1151.0,Commercial,Live,Red Meat
Nov-1989,1989,11,Average Weight in Pounds,Cattle,1153.0,Commercial,Live,Red Meat
Oct-1989,1989,10,Average Weight in Pounds,Cattle,1152.0,Commercial,Live,Red Meat
Sep-1989,1989,9,Average Weight in Pounds,Cattle,1150.0,Commercial,Live,Red Meat
Aug-1989,1989,8,Average Weight in Pounds,Cattle,1142.0,Commercial,Live,Red Meat
Jul-1989,1989,7,Average Weight in Pounds,Cattle,1123.0,Commercial,Live,Red Meat
Jun-1989,1989,6,Average Weight in Pounds,Cattle,1116.0,Commercial,Live,Red Meat
May-1989,1989,5,Average Weight in Pounds,Cattle,1105.0,Commercial,Live,Red Meat
Apr-1989,1989,4,Average Weight in Pounds,Cattle,1115.0,Commercial,Live,Red Meat
Mar-1989,1989,3,Average Weight in Pounds,Cattle,1125.0,Commercial,Live,Red Meat
Feb-1989,1989,2,Average Weight in Pounds,Cattle,1133.0,Commercial,Live,Red Meat
Jan-1989,1989,1,Average Weight in Pounds,Cattle,1148.0,Commercial,Live,Red Meat
Dec-1988,1988,12,Average Weight in Pounds,Cattle,1141.0,Commercial,Live,Red Meat
Nov-1988,1988,11,Average Weight in Pounds,Cattle,1134.0,Commercial,Live,Red Meat
Oct-1988,1988,10,Average Weight in Pounds,Cattle,1135.0,Commercial,Live,Red Meat
Sep-1988,1988,9,Average Weight in Pounds,Cattle,1130.0,Commercial,Live,Red Meat
Aug-1988,1988,8,Average Weight in Pounds,Cattle,1123.0,Commercial,Live,Red Meat
Jul-1988,1988,7,Average Weight in Pounds,Cattle,1113.0,Commercial,Live,Red Meat
Jun-1988,1988,6,Average Weight in Pounds,Cattle,1105.0,Commercial,Live,Red Meat
May-1988,1988,5,Average Weight in Pounds,Cattle,1102.0,Commercial,Live,Red Meat
Apr-1988,1988,4,Average Weight in Pounds,Cattle,1106.0,Commercial,Live,Red Meat
Mar-1988,1988,3,Average Weight in Pounds,Cattle,1117.0,Commercial,Live,Red Meat
Feb-1988,1988,2,Average Weight in Pounds,Cattle,1118.0,Commercial,Live,Red Meat
Jan-1988,1988,1,Average Weight in Pounds,Cattle,1119.0,Commercial,Live,Red Meat
Dec-1987,1987,12,Average Weight in Pounds,Cattle,1123.0,Commercial,Live,Red Meat
Nov-1987,1987,11,Average Weight in Pounds,Cattle,1121.0,Commercial,Live,Red Meat
Oct-1987,1987,10,Average Weight in Pounds,Cattle,1118.0,Commercial,Live,Red Meat
Sep-1987,1987,9,Average Weight in Pounds,Cattle,1114.0,Commercial,Live,Red Meat
Aug-1987,1987,8,Average Weight in Pounds,Cattle,1100.0,Commercial,Live,Red Meat
Jul-1987,1987,7,Average Weight in Pounds,Cattle,1093.0,Commercial,Live,Red Meat
Jun-1987,1987,6,Average Weight in Pounds,Cattle,1086.0,Commercial,Live,Red Meat
May-1987,1987,5,Average Weight in Pounds,Cattle,1087.0,Commercial,Live,Red Meat
Apr-1987,1987,4,Average Weight in Pounds,Cattle,1094.0,Commercial,Live,Red Meat
Mar-1987,1987,3,Average Weight in Pounds,Cattle,1107.0,Commercial,Live,Red Meat
Feb-1987,1987,2,Average Weight in Pounds,Cattle,1108.0,Commercial,Live,Red Meat
Jan-1987,1987,1,Average Weight in Pounds,Cattle,1109.0,Commercial,Live,Red Meat
Dec-1986,1986,12,Average Weight in Pounds,Cattle,1099.0,Commercial,Live,Red Meat
Nov-1986,1986,11,Average Weight in Pounds,Cattle,1097.0,Commercial,Live,Red Meat
Oct-1986,1986,10,Average Weight in Pounds,Cattle,1103.0,Commercial,Live,Red Meat
Sep-1986,1986,9,Average Weight in Pounds,Cattle,1102.0,Commercial,Live,Red Meat
Aug-1986,1986,8,Average Weight in Pounds,Cattle,1091.0,Commercial,Live,Red Meat
Jul-1986,1986,7,Average Weight in Pounds,Cattle,1091.0,Commercial,Live,Red Meat
Jun-1986,1986,6,Average Weight in Pounds,Cattle,1094.0,Commercial,Live,Red Meat
May-1986,1986,5,Average Weight in Pounds,Cattle,1102.0,Commercial,Live,Red Meat
Apr-1986,1986,4,Average Weight in Pounds,Cattle,1110.0,Commercial,Live,Red Meat
Mar-1986,1986,3,Average Weight in Pounds,Cattle,1110.0,Commercial,Live,Red Meat
Feb-1986,1986,2,Average Weight in Pounds,Cattle,1107.0,Commercial,Live,Red Meat
Jan-1986,1986,1,Average Weight in Pounds,Cattle,1100.0,Commercial,Live,Red Meat
Dec-1985,1985,12,Average Weight in Pounds,Cattle,1092.0,Commercial,Live,Red Meat
Nov-1985,1985,11,Average Weight in Pounds,Cattle,1103.0,Commercial,Live,Red Meat
Oct-1985,1985,10,Average Weight in Pounds,Cattle,1104.0,Commercial,Live,Red Meat
Sep-1985,1985,9,Average Weight in Pounds,Cattle,1109.0,Commercial,Live,Red Meat
Aug-1985,1985,8,Average Weight in Pounds,Cattle,1102.0,Commercial,Live,Red Meat
Jul-1985,1985,7,Average Weight in Pounds,Cattle,1100.0,Commercial,Live,Red Meat
Jun-1985,1985,6,Average Weight in Pounds,Cattle,1104.0,Commercial,Live,Red Meat
May-1985,1985,5,Average Weight in Pounds,Cattle,1104.0,Commercial,Live,Red Meat
Apr-1985,1985,4,Average Weight in Pounds,Cattle,1098.0,Commercial,Live,Red Meat
Mar-1985,1985,3,Average Weight in Pounds,Cattle,1092.0,Commercial,Live,Red Meat
Feb-1985,1985,2,Average Weight in Pounds,Cattle,1087.0,Commercial,Live,Red Meat
Jan-1985,1985,1,Average Weight in Pounds,Cattle,1080.0,Commercial,Live,Red Meat
Dec-1984,1984,12,Average Weight in Pounds,Cattle,1073.0,Commercial,Live,Red Meat
Nov-1984,1984,11,Average Weight in Pounds,Cattle,1072.0,Commercial,Live,Red Meat
Oct-1984,1984,10,Average Weight in Pounds,Cattle,1072.0,Commercial,Live,Red Meat
Sep-1984,1984,9,Average Weight in Pounds,Cattle,1066.0,Commercial,Live,Red Meat
Aug-1984,1984,8,Average Weight in Pounds,Cattle,1060.0,Commercial,Live,Red Meat
Jul-1984,1984,7,Average Weight in Pounds,Cattle,1055.0,Commercial,Live,Red Meat
Jun-1984,1984,6,Average Weight in Pounds,Cattle,1059.0,Commercial,Live,Red Meat
May-1984,1984,5,Average Weight in Pounds,Cattle,1063.0,Commercial,Live,Red Meat
Apr-1984,1984,4,Average Weight in Pounds,Cattle,1067.0,Commercial,Live,Red Meat
Mar-1984,1984,3,Average Weight in Pounds,Cattle,1073.0,Commercial,Live,Red Meat
Feb-1984,1984,2,Average Weight in Pounds,Cattle,1074.0,Commercial,Live,Red Meat
Jan-1984,1984,1,Average Weight in Pounds,Cattle,1066.0,Commercial,Live,Red Meat
Dec-1983,1983,12,Average Weight in Pounds,Cattle,1070.0,Commercial,Live,Red Meat
Nov-1983,1983,11,Average Weight in Pounds,Cattle,1078.0,Commercial,Live,Red Meat
Oct-1983,1983,10,Average Weight in Pounds,Cattle,1070.0,Commercial,Live,Red Meat
Sep-1983,1983,9,Average Weight in Pounds,Cattle,1067.0,Commercial,Live,Red Meat
Aug-1983,1983,8,Average Weight in Pounds,Cattle,1064.0,Commercial,Live,Red Meat
Jul-1983,1983,7,Average Weight in Pounds,Cattle,1067.0,Commercial,Live,Red Meat
Jun-1983,1983,6,Average Weight in Pounds,Cattle,1061.0,Commercial,Live,Red Meat
May-1983,1983,5,Average Weight in Pounds,Cattle,1066.0,Commercial,Live,Red Meat
Apr-1983,1983,4,Average Weight in Pounds,Cattle,1069.0,Commercial,Live,Red Meat
Mar-1983,1983,3,Average Weight in Pounds,Cattle,1079.0,Commercial,Live,Red Meat
Feb-1983,1983,2,Average Weight in Pounds,Cattle,1084.0,Commercial,Live,Red Meat
Jan-1983,1983,1,Average Weight in Pounds,Cattle,1078.0,Commercial,Live,Red Meat
Dec-2023,2023,12,Average Weight in Pounds,Calves,293.0,Commercial,Live,Red Meat
Nov-2023,2023,11,Average Weight in Pounds,Calves,301.0,Commercial,Live,Red Meat
Oct-2023,2023,10,Average Weight in Pounds,Calves,308.0,Commercial,Live,Red Meat
Sep-2023,2023,9,Average Weight in Pounds,Calves,287.0,Commercial,Live,Red Meat
Aug-2023,2023,8,Average Weight in Pounds,Calves,273.0,Commercial,Live,Red Meat
Jul-2023,2023,7,Average Weight in Pounds,Calves,278.0,Commercial,Live,Red Meat
Jun-2023,2023,6,Average Weight in Pounds,Calves,284.0,Commercial,Live,Red Meat
May-2023,2023,5,Average Weight in Pounds,Calves,292.0,Commercial,Live,Red Meat
Apr-2023,2023,4,Average Weight in Pounds,Calves,280.0,Commercial,Live,Red Meat
Mar-2023,2023,3,Average Weight in Pounds,Calves,277.0,Commercial,Live,Red Meat
Feb-2023,2023,2,Average Weight in Pounds,Calves,255.0,Commercial,Live,Red Meat
Jan-2023,2023,1,Average Weight in Pounds,Calves,249.0,Commercial,Live,Red Meat
Dec-2022,2022,12,Average Weight in Pounds,Calves,237.0,Commercial,Live,Red Meat
Nov-2022,2022,11,Average Weight in Pounds,Calves,251.0,Commercial,Live,Red Meat
Oct-2022,2022,10,Average Weight in Pounds,Calves,259.0,Commercial,Live,Red Meat
Sep-2022,2022,9,Average Weight in Pounds,Calves,237.0,Commercial,Live,Red Meat
Aug-2022,2022,8,Average Weight in Pounds,Calves,242.0,Commercial,Live,Red Meat
Jul-2022,2022,7,Average Weight in Pounds,Calves,242.0,Commercial,Live,Red Meat
Jun-2022,2022,6,Average Weight in Pounds,Calves,271.0,Commercial,Live,Red Meat
May-2022,2022,5,Average Weight in Pounds,Calves,279.0,Commercial,Live,Red Meat
Apr-2022,2022,4,Average Weight in Pounds,Calves,277.0,Commercial,Live,Red Meat
Mar-2022,2022,3,Average Weight in Pounds,Calves,262.0,Commercial,Live,Red Meat
Feb-2022,2022,2,Average Weight in Pounds,Calves,243.0,Commercial,Live,Red Meat
Jan-2022,2022,1,Average Weight in Pounds,Calves,247.0,Commercial,Live,Red Meat
Dec-2021,2021,12,Average Weight in Pounds,Calves,237.0,Commercial,Live,Red Meat
Nov-2021,2021,11,Average Weight in Pounds,Calves,242.0,Commercial,Live,Red Meat
Oct-2021,2021,10,Average Weight in Pounds,Calves,225.0,Commercial,Live,Red Meat
Sep-2021,2021,9,Average Weight in Pounds,Calves,224.0,Commercial,Live,Red Meat
Aug-2021,2021,8,Average Weight in Pounds,Calves,214.0,Commercial,Live,Red Meat
Jul-2021,2021,7,Average Weight in Pounds,Calves,205.0,Commercial,Live,Red Meat
Jun-2021,2021,6,Average Weight in Pounds,Calves,223.0,Commercial,Live,Red Meat
May-2021,2021,5,Average Weight in Pounds,Calves,249.0,Commercial,Live,Red Meat
Apr-2021,2021,4,Average Weight in Pounds,Calves,268.0,Commercial,Live,Red Meat
Mar-2021,2021,3,Average Weight in Pounds,Calves,267.0,Commercial,Live,Red Meat
Feb-2021,2021,2,Average Weight in Pounds,Calves,247.0,Commercial,Live,Red Meat
Jan-2021,2021,1,Average Weight in Pounds,Calves,248.0,Commercial,Live,Red Meat
Dec-2020,2020,12,Average Weight in Pounds,Calves,242.0,Commercial,Live,Red Meat
Nov-2020,2020,11,Average Weight in Pounds,Calves,241.0,Commercial,Live,Red Meat
Oct-2020,2020,10,Average Weight in Pounds,Calves,251.0,Commercial,Live,Red Meat
Sep-2020,2020,9,Average Weight in Pounds,Calves,261.0,Commercial,Live,Red Meat
Aug-2020,2020,8,Average Weight in Pounds,Calves,252.0,Commercial,Live,Red Meat
Jul-2020,2020,7,Average Weight in Pounds,Calves,244.0,Commercial,Live,Red Meat
Jun-2020,2020,6,Average Weight in Pounds,Calves,260.0,Commercial,Live,Red Meat
May-2020,2020,5,Average Weight in Pounds,Calves,274.0,Commercial,Live,Red Meat
Apr-2020,2020,4,Average Weight in Pounds,Calves,252.0,Commercial,Live,Red Meat
Mar-2020,2020,3,Average Weight in Pounds,Calves,232.0,Commercial,Live,Red Meat
Feb-2020,2020,2,Average Weight in Pounds,Calves,224.0,Commercial,Live,Red Meat
Jan-2020,2020,1,Average Weight in Pounds,Calves,224.0,Commercial,Live,Red Meat
Dec-2019,2019,12,Average Weight in Pounds,Calves,228.0,Commercial,Live,Red Meat
Nov-2019,2019,11,Average Weight in Pounds,Calves,227.0,Commercial,Live,Red Meat
Oct-2019,2019,10,Average Weight in Pounds,Calves,222.0,Commercial,Live,Red Meat
Sep-2019,2019,9,Average Weight in Pounds,Calves,216.0,Commercial,Live,Red Meat
Aug-2019,2019,8,Average Weight in Pounds,Calves,206.0,Commercial,Live,Red Meat
Jul-2019,2019,7,Average Weight in Pounds,Calves,205.0,Commercial,Live,Red Meat
Jun-2019,2019,6,Average Weight in Pounds,Calves,223.0,Commercial,Live,Red Meat
May-2019,2019,5,Average Weight in Pounds,Calves,235.0,Commercial,Live,Red Meat
Apr-2019,2019,4,Average Weight in Pounds,Calves,241.0,Commercial,Live,Red Meat
Mar-2019,2019,3,Average Weight in Pounds,Calves,219.0,Commercial,Live,Red Meat
Feb-2019,2019,2,Average Weight in Pounds,Calves,220.0,Commercial,Live,Red Meat
Jan-2019,2019,1,Average Weight in Pounds,Calves,212.0,Commercial,Live,Red Meat
Dec-2018,2018,12,Average Weight in Pounds,Calves,210.0,Commercial,Live,Red Meat
Nov-2018,2018,11,Average Weight in Pounds,Calves,210.0,Commercial,Live,Red Meat
