Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Feb-1994,1994,2,Million Pounds,1802.0,Beef,Commercial,Red Meat
Jan-1994,1994,1,Million Pounds,1942.0,Beef,Commercial,Red Meat
Dec-1993,1993,12,Million Pounds,1948.0,Beef,Commercial,Red Meat
Nov-1993,1993,11,Million Pounds,1891.0,Beef,Commercial,Red Meat
Oct-1993,1993,10,Million Pounds,1980.0,Beef,Commercial,Red Meat
Sep-1993,1993,9,Million Pounds,2027.0,Beef,Commercial,Red Meat
Aug-1993,1993,8,Million Pounds,2065.0,Beef,Commercial,Red Meat
Jul-1993,1993,7,Million Pounds,1984.0,Beef,Commercial,Red Meat
Jun-1993,1993,6,Million Pounds,2051.0,Beef,Commercial,Red Meat
May-1993,1993,5,Million Pounds,1857.0,Beef,Commercial,Red Meat
Apr-1993,1993,4,Million Pounds,1782.0,Beef,Commercial,Red Meat
Mar-1993,1993,3,Million Pounds,1858.0,Beef,Commercial,Red Meat
Feb-1993,1993,2,Million Pounds,1677.0,Beef,Commercial,Red Meat
Jan-1993,1993,1,Million Pounds,1822.0,Beef,Commercial,Red Meat
Dec-1992,1992,12,Million Pounds,1855.0,Beef,Commercial,Red Meat
Nov-1992,1992,11,Million Pounds,1784.0,Beef,Commercial,Red Meat
Oct-1992,1992,10,Million Pounds,2015.0,Beef,Commercial,Red Meat
Sep-1992,1992,9,Million Pounds,1996.0,Beef,Commercial,Red Meat
Aug-1992,1992,8,Million Pounds,1980.0,Beef,Commercial,Red Meat
Jul-1992,1992,7,Million Pounds,2015.0,Beef,Commercial,Red Meat
Jun-1992,1992,6,Million Pounds,2039.0,Beef,Commercial,Red Meat
May-1992,1992,5,Million Pounds,1900.0,Beef,Commercial,Red Meat
Apr-1992,1992,4,Million Pounds,1787.0,Beef,Commercial,Red Meat
Mar-1992,1992,3,Million Pounds,1850.0,Beef,Commercial,Red Meat
Feb-1992,1992,2,Million Pounds,1708.0,Beef,Commercial,Red Meat
Jan-1992,1992,1,Million Pounds,2039.0,Beef,Commercial,Red Meat
Dec-1991,1991,12,Million Pounds,1782.0,Beef,Commercial,Red Meat
Nov-1991,1991,11,Million Pounds,1813.0,Beef,Commercial,Red Meat
Oct-1991,1991,10,Million Pounds,2114.0,Beef,Commercial,Red Meat
Sep-1991,1991,9,Million Pounds,1940.0,Beef,Commercial,Red Meat
Aug-1991,1991,8,Million Pounds,2077.0,Beef,Commercial,Red Meat
Jul-1991,1991,7,Million Pounds,1996.0,Beef,Commercial,Red Meat
Jun-1991,1991,6,Million Pounds,1874.0,Beef,Commercial,Red Meat
May-1991,1991,5,Million Pounds,1947.0,Beef,Commercial,Red Meat
Apr-1991,1991,4,Million Pounds,1872.0,Beef,Commercial,Red Meat
Mar-1991,1991,3,Million Pounds,1720.0,Beef,Commercial,Red Meat
Feb-1991,1991,2,Million Pounds,1695.0,Beef,Commercial,Red Meat
Jan-1991,1991,1,Million Pounds,1970.0,Beef,Commercial,Red Meat
Dec-1990,1990,12,Million Pounds,1681.0,Beef,Commercial,Red Meat
Nov-1990,1990,11,Million Pounds,1842.0,Beef,Commercial,Red Meat
Oct-1990,1990,10,Million Pounds,2044.0,Beef,Commercial,Red Meat
Sep-1990,1990,9,Million Pounds,1815.0,Beef,Commercial,Red Meat
Aug-1990,1990,8,Million Pounds,2063.0,Beef,Commercial,Red Meat
Jul-1990,1990,7,Million Pounds,1945.0,Beef,Commercial,Red Meat
Jun-1990,1990,6,Million Pounds,1981.0,Beef,Commercial,Red Meat
May-1990,1990,5,Million Pounds,2007.0,Beef,Commercial,Red Meat
Apr-1990,1990,4,Million Pounds,1748.0,Beef,Commercial,Red Meat
Mar-1990,1990,3,Million Pounds,1870.0,Beef,Commercial,Red Meat
Feb-1990,1990,2,Million Pounds,1706.0,Beef,Commercial,Red Meat
Jan-1990,1990,1,Million Pounds,1932.0,Beef,Commercial,Red Meat
Dec-1989,1989,12,Million Pounds,1827.0,Beef,Commercial,Red Meat
Nov-1989,1989,11,Million Pounds,1906.0,Beef,Commercial,Red Meat
Oct-1989,1989,10,Million Pounds,2041.0,Beef,Commercial,Red Meat
Sep-1989,1989,9,Million Pounds,1913.0,Beef,Commercial,Red Meat
Aug-1989,1989,8,Million Pounds,2092.0,Beef,Commercial,Red Meat
Jul-1989,1989,7,Million Pounds,1888.0,Beef,Commercial,Red Meat
Jun-1989,1989,6,Million Pounds,2022.0,Beef,Commercial,Red Meat
May-1989,1989,5,Million Pounds,1999.0,Beef,Commercial,Red Meat
Apr-1989,1989,4,Million Pounds,1756.0,Beef,Commercial,Red Meat
Mar-1989,1989,3,Million Pounds,1887.0,Beef,Commercial,Red Meat
Feb-1989,1989,2,Million Pounds,1744.0,Beef,Commercial,Red Meat
Jan-1989,1989,1,Million Pounds,1899.0,Beef,Commercial,Red Meat
Dec-1988,1988,12,Million Pounds,1872.0,Beef,Commercial,Red Meat
Nov-1988,1988,11,Million Pounds,1876.0,Beef,Commercial,Red Meat
Oct-1988,1988,10,Million Pounds,2007.0,Beef,Commercial,Red Meat
Sep-1988,1988,9,Million Pounds,2041.0,Beef,Commercial,Red Meat
Aug-1988,1988,8,Million Pounds,2162.0,Beef,Commercial,Red Meat
Jul-1988,1988,7,Million Pounds,1982.0,Beef,Commercial,Red Meat
Jun-1988,1988,6,Million Pounds,2025.0,Beef,Commercial,Red Meat
May-1988,1988,5,Million Pounds,1918.0,Beef,Commercial,Red Meat
Apr-1988,1988,4,Million Pounds,1841.0,Beef,Commercial,Red Meat
Mar-1988,1988,3,Million Pounds,1925.0,Beef,Commercial,Red Meat
Feb-1988,1988,2,Million Pounds,1829.0,Beef,Commercial,Red Meat
Jan-1988,1988,1,Million Pounds,1946.0,Beef,Commercial,Red Meat
Dec-1987,1987,12,Million Pounds,1924.0,Beef,Commercial,Red Meat
Nov-1987,1987,11,Million Pounds,1828.0,Beef,Commercial,Red Meat
Oct-1987,1987,10,Million Pounds,2098.0,Beef,Commercial,Red Meat
Sep-1987,1987,9,Million Pounds,2040.0,Beef,Commercial,Red Meat
Aug-1987,1987,8,Million Pounds,2007.0,Beef,Commercial,Red Meat
Jul-1987,1987,7,Million Pounds,2017.0,Beef,Commercial,Red Meat
Jun-1987,1987,6,Million Pounds,1958.0,Beef,Commercial,Red Meat
May-1987,1987,5,Million Pounds,1851.0,Beef,Commercial,Red Meat
Apr-1987,1987,4,Million Pounds,1928.0,Beef,Commercial,Red Meat
Mar-1987,1987,3,Million Pounds,1907.0,Beef,Commercial,Red Meat
Feb-1987,1987,2,Million Pounds,1745.0,Beef,Commercial,Red Meat
Jan-1987,1987,1,Million Pounds,2102.0,Beef,Commercial,Red Meat
Dec-1986,1986,12,Million Pounds,1971.0,Beef,Commercial,Red Meat
Nov-1986,1986,11,Million Pounds,1808.0,Beef,Commercial,Red Meat
Oct-1986,1986,10,Million Pounds,2146.0,Beef,Commercial,Red Meat
Sep-1986,1986,9,Million Pounds,2050.0,Beef,Commercial,Red Meat
Aug-1986,1986,8,Million Pounds,2076.0,Beef,Commercial,Red Meat
Jul-1986,1986,7,Million Pounds,2147.0,Beef,Commercial,Red Meat
Jun-1986,1986,6,Million Pounds,2027.0,Beef,Commercial,Red Meat
May-1986,1986,5,Million Pounds,2109.0,Beef,Commercial,Red Meat
Apr-1986,1986,4,Million Pounds,2110.0,Beef,Commercial,Red Meat
Mar-1986,1986,3,Million Pounds,1860.0,Beef,Commercial,Red Meat
Feb-1986,1986,2,Million Pounds,1769.0,Beef,Commercial,Red Meat
Jan-1986,1986,1,Million Pounds,2140.0,Beef,Commercial,Red Meat
Dec-1985,1985,12,Million Pounds,1855.0,Beef,Commercial,Red Meat
Nov-1985,1985,11,Million Pounds,1812.0,Beef,Commercial,Red Meat
Oct-1985,1985,10,Million Pounds,2108.0,Beef,Commercial,Red Meat
Sep-1985,1985,9,Million Pounds,1985.0,Beef,Commercial,Red Meat
Aug-1985,1985,8,Million Pounds,2123.0,Beef,Commercial,Red Meat
Jul-1985,1985,7,Million Pounds,2059.0,Beef,Commercial,Red Meat
Jun-1985,1985,6,Million Pounds,1898.0,Beef,Commercial,Red Meat
May-1985,1985,5,Million Pounds,2089.0,Beef,Commercial,Red Meat
Apr-1985,1985,4,Million Pounds,1936.0,Beef,Commercial,Red Meat
Mar-1985,1985,3,Million Pounds,1858.0,Beef,Commercial,Red Meat
Feb-1985,1985,2,Million Pounds,1768.0,Beef,Commercial,Red Meat
Jan-1985,1985,1,Million Pounds,2066.0,Beef,Commercial,Red Meat
Dec-1984,1984,12,Million Pounds,1830.0,Beef,Commercial,Red Meat
Nov-1984,1984,11,Million Pounds,1924.0,Beef,Commercial,Red Meat
Oct-1984,1984,10,Million Pounds,2182.0,Beef,Commercial,Red Meat
Sep-1984,1984,9,Million Pounds,1904.0,Beef,Commercial,Red Meat
Aug-1984,1984,8,Million Pounds,2112.0,Beef,Commercial,Red Meat
Jul-1984,1984,7,Million Pounds,1936.0,Beef,Commercial,Red Meat
Jun-1984,1984,6,Million Pounds,1984.0,Beef,Commercial,Red Meat
May-1984,1984,5,Million Pounds,2060.0,Beef,Commercial,Red Meat
Apr-1984,1984,4,Million Pounds,1776.0,Beef,Commercial,Red Meat
Mar-1984,1984,3,Million Pounds,1937.0,Beef,Commercial,Red Meat
Feb-1984,1984,2,Million Pounds,1859.0,Beef,Commercial,Red Meat
Jan-1984,1984,1,Million Pounds,1914.0,Beef,Commercial,Red Meat
Dec-1983,1983,12,Million Pounds,1965.0,Beef,Commercial,Red Meat
Nov-1983,1983,11,Million Pounds,1935.0,Beef,Commercial,Red Meat
Oct-1983,1983,10,Million Pounds,2062.0,Beef,Commercial,Red Meat
Sep-1983,1983,9,Million Pounds,2090.0,Beef,Commercial,Red Meat
Aug-1983,1983,8,Million Pounds,2118.0,Beef,Commercial,Red Meat
Jul-1983,1983,7,Million Pounds,1807.0,Beef,Commercial,Red Meat
Jun-1983,1983,6,Million Pounds,1970.0,Beef,Commercial,Red Meat
May-1983,1983,5,Million Pounds,1859.0,Beef,Commercial,Red Meat
Apr-1983,1983,4,Million Pounds,1727.0,Beef,Commercial,Red Meat
Mar-1983,1983,3,Million Pounds,1892.0,Beef,Commercial,Red Meat
Feb-1983,1983,2,Million Pounds,1707.0,Beef,Commercial,Red Meat
Jan-1983,1983,1,Million Pounds,1928.0,Beef,Commercial,Red Meat
Dec-1982,1982,12,Million Pounds,1928.0,Beef,Commercial,Red Meat
Nov-1982,1982,11,Million Pounds,,Beef,Commercial,Red Meat
Oct-1982,1982,10,Million Pounds,,Beef,Commercial,Red Meat
Sep-1982,1982,9,Million Pounds,,Beef,Commercial,Red Meat
Aug-1982,1982,8,Million Pounds,,Beef,Commercial,Red Meat
Jul-1982,1982,7,Million Pounds,,Beef,Commercial,Red Meat
Jun-1982,1982,6,Million Pounds,5363.0,Beef,Commercial,Red Meat
May-1982,1982,5,Million Pounds,,Beef,Commercial,Red Meat
Apr-1982,1982,4,Million Pounds,,Beef,Commercial,Red Meat
Mar-1982,1982,3,Million Pounds,,Beef,Commercial,Red Meat
Feb-1982,1982,2,Million Pounds,,Beef,Commercial,Red Meat
Jan-1982,1982,1,Million Pounds,,Beef,Commercial,Red Meat
Dec-1981,1981,12,Million Pounds,1902.0,Beef,Commercial,Red Meat
Nov-1981,1981,11,Million Pounds,1803.0,Beef,Commercial,Red Meat
Oct-1981,1981,10,Million Pounds,1971.0,Beef,Commercial,Red Meat
Sep-1981,1981,9,Million Pounds,1892.0,Beef,Commercial,Red Meat
Aug-1981,1981,8,Million Pounds,1828.0,Beef,Commercial,Red Meat
Jul-1981,1981,7,Million Pounds,1821.0,Beef,Commercial,Red Meat
Jun-1981,1981,6,Million Pounds,1861.0,Beef,Commercial,Red Meat
May-1981,1981,5,Million Pounds,1764.0,Beef,Commercial,Red Meat
Apr-1981,1981,4,Million Pounds,1813.0,Beef,Commercial,Red Meat
Mar-1981,1981,3,Million Pounds,1900.0,Beef,Commercial,Red Meat
Feb-1981,1981,2,Million Pounds,1722.0,Beef,Commercial,Red Meat
Jan-1981,1981,1,Million Pounds,1937.0,Beef,Commercial,Red Meat
Dec-1980,1980,12,Million Pounds,1857.0,Beef,Commercial,Red Meat
Nov-1980,1980,11,Million Pounds,1702.0,Beef,Commercial,Red Meat
Oct-1980,1980,10,Million Pounds,2026.0,Beef,Commercial,Red Meat
Sep-1980,1980,9,Million Pounds,1827.0,Beef,Commercial,Red Meat
Aug-1980,1980,8,Million Pounds,1773.0,Beef,Commercial,Red Meat
Jul-1980,1980,7,Million Pounds,1784.0,Beef,Commercial,Red Meat
Jun-1980,1980,6,Million Pounds,1725.0,Beef,Commercial,Red Meat
May-1980,1980,5,Million Pounds,1784.0,Beef,Commercial,Red Meat
Apr-1980,1980,4,Million Pounds,1742.0,Beef,Commercial,Red Meat
Mar-1980,1980,3,Million Pounds,1653.0,Beef,Commercial,Red Meat
Feb-1980,1980,2,Million Pounds,1708.0,Beef,Commercial,Red Meat
Jan-1980,1980,1,Million Pounds,1888.0,Beef,Commercial,Red Meat
Dec-1979,1979,12,Million Pounds,1695.0,Beef,Commercial,Red Meat
Nov-1979,1979,11,Million Pounds,1780.0,Beef,Commercial,Red Meat
Oct-1979,1979,10,Million Pounds,1942.0,Beef,Commercial,Red Meat
Sep-1979,1979,9,Million Pounds,1618.0,Beef,Commercial,Red Meat
Aug-1979,1979,8,Million Pounds,1921.0,Beef,Commercial,Red Meat
Jul-1979,1979,7,Million Pounds,1683.0,Beef,Commercial,Red Meat
Jun-1979,1979,6,Million Pounds,1726.0,Beef,Commercial,Red Meat
May-1979,1979,5,Million Pounds,1765.0,Beef,Commercial,Red Meat
Apr-1979,1979,4,Million Pounds,1585.0,Beef,Commercial,Red Meat
Mar-1979,1979,3,Million Pounds,1777.0,Beef,Commercial,Red Meat
Feb-1979,1979,2,Million Pounds,1700.0,Beef,Commercial,Red Meat
Jan-1979,1979,1,Million Pounds,2070.0,Beef,Commercial,Red Meat
Dec-1978,1978,12,Million Pounds,1901.0,Beef,Commercial,Red Meat
Nov-1978,1978,11,Million Pounds,2038.0,Beef,Commercial,Red Meat
Oct-1978,1978,10,Million Pounds,2103.0,Beef,Commercial,Red Meat
Sep-1978,1978,9,Million Pounds,1974.0,Beef,Commercial,Red Meat
Aug-1978,1978,8,Million Pounds,2097.0,Beef,Commercial,Red Meat
Jul-1978,1978,7,Million Pounds,1852.0,Beef,Commercial,Red Meat
Jun-1978,1978,6,Million Pounds,1962.0,Beef,Commercial,Red Meat
May-1978,1978,5,Million Pounds,2066.0,Beef,Commercial,Red Meat
Apr-1978,1978,4,Million Pounds,1910.0,Beef,Commercial,Red Meat
Mar-1978,1978,3,Million Pounds,2074.0,Beef,Commercial,Red Meat
Feb-1978,1978,2,Million Pounds,1954.0,Beef,Commercial,Red Meat
Jan-1978,1978,1,Million Pounds,2078.0,Beef,Commercial,Red Meat
Dec-1977,1977,12,Million Pounds,2045.0,Beef,Commercial,Red Meat
Nov-1977,1977,11,Million Pounds,2080.0,Beef,Commercial,Red Meat
Oct-1977,1977,10,Million Pounds,2095.0,Beef,Commercial,Red Meat
Sep-1977,1977,9,Million Pounds,2122.0,Beef,Commercial,Red Meat
Aug-1977,1977,8,Million Pounds,2229.0,Beef,Commercial,Red Meat
Jul-1977,1977,7,Million Pounds,1970.0,Beef,Commercial,Red Meat
Jun-1977,1977,6,Million Pounds,2182.0,Beef,Commercial,Red Meat
May-1977,1977,5,Million Pounds,1991.0,Beef,Commercial,Red Meat
Apr-1977,1977,4,Million Pounds,1985.0,Beef,Commercial,Red Meat
Mar-1977,1977,3,Million Pounds,2190.0,Beef,Commercial,Red Meat
Feb-1977,1977,2,Million Pounds,1981.0,Beef,Commercial,Red Meat
Jan-1977,1977,1,Million Pounds,2116.0,Beef,Commercial,Red Meat
Dec-1976,1976,12,Million Pounds,2113.0,Beef,Commercial,Red Meat
Nov-1976,1976,11,Million Pounds,2096.0,Beef,Commercial,Red Meat
Oct-1976,1976,10,Million Pounds,2203.0,Beef,Commercial,Red Meat
Sep-1976,1976,9,Million Pounds,2274.0,Beef,Commercial,Red Meat
Aug-1976,1976,8,Million Pounds,2233.0,Beef,Commercial,Red Meat
Jul-1976,1976,7,Million Pounds,2111.0,Beef,Commercial,Red Meat
Jun-1976,1976,6,Million Pounds,2161.0,Beef,Commercial,Red Meat
May-1976,1976,5,Million Pounds,1969.0,Beef,Commercial,Red Meat
Apr-1976,1976,4,Million Pounds,2015.0,Beef,Commercial,Red Meat
Mar-1976,1976,3,Million Pounds,2318.0,Beef,Commercial,Red Meat
Feb-1976,1976,2,Million Pounds,1966.0,Beef,Commercial,Red Meat
Jan-1976,1976,1,Million Pounds,2208.0,Beef,Commercial,Red Meat
Dec-1975,1975,12,Million Pounds,2055.0,Beef,Commercial,Red Meat
Nov-1975,1975,11,Million Pounds,1970.0,Beef,Commercial,Red Meat
Oct-1975,1975,10,Million Pounds,2270.0,Beef,Commercial,Red Meat
Sep-1975,1975,9,Million Pounds,2065.0,Beef,Commercial,Red Meat
Aug-1975,1975,8,Million Pounds,1961.0,Beef,Commercial,Red Meat
Jul-1975,1975,7,Million Pounds,1916.0,Beef,Commercial,Red Meat
Jun-1975,1975,6,Million Pounds,1849.0,Beef,Commercial,Red Meat
May-1975,1975,5,Million Pounds,1849.0,Beef,Commercial,Red Meat
Apr-1975,1975,4,Million Pounds,1895.0,Beef,Commercial,Red Meat
Mar-1975,1975,3,Million Pounds,1891.0,Beef,Commercial,Red Meat
Feb-1975,1975,2,Million Pounds,1845.0,Beef,Commercial,Red Meat
Jan-1975,1975,1,Million Pounds,2106.0,Beef,Commercial,Red Meat
Dec-1974,1974,12,Million Pounds,1918.0,Beef,Commercial,Red Meat
Nov-1974,1974,11,Million Pounds,1952.0,Beef,Commercial,Red Meat
Oct-1974,1974,10,Million Pounds,2151.0,Beef,Commercial,Red Meat
Sep-1974,1974,9,Million Pounds,1857.0,Beef,Commercial,Red Meat
Aug-1974,1974,8,Million Pounds,1953.0,Beef,Commercial,Red Meat
Jul-1974,1974,7,Million Pounds,1941.0,Beef,Commercial,Red Meat
Jun-1974,1974,6,Million Pounds,1839.0,Beef,Commercial,Red Meat
May-1974,1974,5,Million Pounds,1945.0,Beef,Commercial,Red Meat
Apr-1974,1974,4,Million Pounds,1853.0,Beef,Commercial,Red Meat
Mar-1974,1974,3,Million Pounds,1858.0,Beef,Commercial,Red Meat
Feb-1974,1974,2,Million Pounds,1603.0,Beef,Commercial,Red Meat
Jan-1974,1974,1,Million Pounds,1973.0,Beef,Commercial,Red Meat
Dec-1973,1973,12,Million Pounds,1778.0,Beef,Commercial,Red Meat
Nov-1973,1973,11,Million Pounds,1874.0,Beef,Commercial,Red Meat
Oct-1973,1973,10,Million Pounds,1996.0,Beef,Commercial,Red Meat
Sep-1973,1973,9,Million Pounds,1641.0,Beef,Commercial,Red Meat
Aug-1973,1973,8,Million Pounds,1662.0,Beef,Commercial,Red Meat
Jul-1973,1973,7,Million Pounds,1695.0,Beef,Commercial,Red Meat
Jun-1973,1973,6,Million Pounds,1740.0,Beef,Commercial,Red Meat
May-1973,1973,5,Million Pounds,1826.0,Beef,Commercial,Red Meat
Apr-1973,1973,4,Million Pounds,1483.0,Beef,Commercial,Red Meat
Mar-1973,1973,3,Million Pounds,1774.0,Beef,Commercial,Red Meat
Feb-1973,1973,2,Million Pounds,1675.0,Beef,Commercial,Red Meat
Jan-1973,1973,1,Million Pounds,1945.0,Beef,Commercial,Red Meat
Dec-1972,1972,12,Million Pounds,1813.0,Beef,Commercial,Red Meat
Nov-1972,1972,11,Million Pounds,1897.0,Beef,Commercial,Red Meat
Oct-1972,1972,10,Million Pounds,2013.0,Beef,Commercial,Red Meat
Sep-1972,1972,9,Million Pounds,1880.0,Beef,Commercial,Red Meat
Aug-1972,1972,8,Million Pounds,1987.0,Beef,Commercial,Red Meat
Jul-1972,1972,7,Million Pounds,1692.0,Beef,Commercial,Red Meat
Jun-1972,1972,6,Million Pounds,1913.0,Beef,Commercial,Red Meat
May-1972,1972,5,Million Pounds,1936.0,Beef,Commercial,Red Meat
Apr-1972,1972,4,Million Pounds,1717.0,Beef,Commercial,Red Meat
Mar-1972,1972,3,Million Pounds,1867.0,Beef,Commercial,Red Meat
Feb-1972,1972,2,Million Pounds,1711.0,Beef,Commercial,Red Meat
Jan-1972,1972,1,Million Pounds,1792.0,Beef,Commercial,Red Meat
Dec-1971,1971,12,Million Pounds,1768.0,Beef,Commercial,Red Meat
Nov-1971,1971,11,Million Pounds,1786.0,Beef,Commercial,Red Meat
Oct-1971,1971,10,Million Pounds,1824.0,Beef,Commercial,Red Meat
Sep-1971,1971,9,Million Pounds,1889.0,Beef,Commercial,Red Meat
Aug-1971,1971,8,Million Pounds,1836.0,Beef,Commercial,Red Meat
Jul-1971,1971,7,Million Pounds,1850.0,Beef,Commercial,Red Meat
Jun-1971,1971,6,Million Pounds,1914.0,Beef,Commercial,Red Meat
May-1971,1971,5,Million Pounds,1761.0,Beef,Commercial,Red Meat
Apr-1971,1971,4,Million Pounds,1771.0,Beef,Commercial,Red Meat
Mar-1971,1971,3,Million Pounds,1866.0,Beef,Commercial,Red Meat
Feb-1971,1971,2,Million Pounds,1617.0,Beef,Commercial,Red Meat
Jan-1971,1971,1,Million Pounds,1817.0,Beef,Commercial,Red Meat
Dec-1970,1970,12,Million Pounds,1851.0,Beef,Commercial,Red Meat
Nov-1970,1970,11,Million Pounds,1696.0,Beef,Commercial,Red Meat
Oct-1970,1970,10,Million Pounds,1913.0,Beef,Commercial,Red Meat
Sep-1970,1970,9,Million Pounds,1868.0,Beef,Commercial,Red Meat
Aug-1970,1970,8,Million Pounds,1734.0,Beef,Commercial,Red Meat
Jul-1970,1970,7,Million Pounds,1808.0,Beef,Commercial,Red Meat
Jun-1970,1970,6,Million Pounds,1807.0,Beef,Commercial,Red Meat
May-1970,1970,5,Million Pounds,1736.0,Beef,Commercial,Red Meat
Apr-1970,1970,4,Million Pounds,1783.0,Beef,Commercial,Red Meat
Mar-1970,1970,3,Million Pounds,1760.0,Beef,Commercial,Red Meat
Feb-1970,1970,2,Million Pounds,1644.0,Beef,Commercial,Red Meat
Jan-1970,1970,1,Million Pounds,1872.0,Beef,Commercial,Red Meat
Dec-1969,1969,12,Million Pounds,1804.0,Beef,Commercial,Red Meat
Nov-1969,1969,11,Million Pounds,1641.0,Beef,Commercial,Red Meat
Oct-1969,1969,10,Million Pounds,1995.0,Beef,Commercial,Red Meat
Sep-1969,1969,9,Million Pounds,1855.0,Beef,Commercial,Red Meat
Aug-1969,1969,8,Million Pounds,1734.0,Beef,Commercial,Red Meat
Jul-1969,1969,7,Million Pounds,1765.0,Beef,Commercial,Red Meat
Jun-1969,1969,6,Million Pounds,1666.0,Beef,Commercial,Red Meat
May-1969,1969,5,Million Pounds,1685.0,Beef,Commercial,Red Meat
Apr-1969,1969,4,Million Pounds,1667.0,Beef,Commercial,Red Meat
Mar-1969,1969,3,Million Pounds,1660.0,Beef,Commercial,Red Meat
Feb-1969,1969,2,Million Pounds,1631.0,Beef,Commercial,Red Meat
Jan-1969,1969,1,Million Pounds,1857.0,Beef,Commercial,Red Meat
Dec-1968,1968,12,Million Pounds,1647.0,Beef,Commercial,Red Meat
Nov-1968,1968,11,Million Pounds,1661.0,Beef,Commercial,Red Meat
Oct-1968,1968,10,Million Pounds,1917.0,Beef,Commercial,Red Meat
Sep-1968,1968,9,Million Pounds,1725.0,Beef,Commercial,Red Meat
Aug-1968,1968,8,Million Pounds,1798.0,Beef,Commercial,Red Meat
Jul-1968,1968,7,Million Pounds,1787.0,Beef,Commercial,Red Meat
Jun-1968,1968,6,Million Pounds,1645.0,Beef,Commercial,Red Meat
May-1968,1968,5,Million Pounds,1795.0,Beef,Commercial,Red Meat
Apr-1968,1968,4,Million Pounds,1638.0,Beef,Commercial,Red Meat
Mar-1968,1968,3,Million Pounds,1620.0,Beef,Commercial,Red Meat
Feb-1968,1968,2,Million Pounds,1633.0,Beef,Commercial,Red Meat
Jan-1968,1968,1,Million Pounds,1798.0,Beef,Commercial,Red Meat
Dec-1967,1967,12,Million Pounds,1593.0,Beef,Commercial,Red Meat
Nov-1967,1967,11,Million Pounds,1616.0,Beef,Commercial,Red Meat
Oct-1967,1967,10,Million Pounds,1726.0,Beef,Commercial,Red Meat
Sep-1967,1967,9,Million Pounds,1647.0,Beef,Commercial,Red Meat
Aug-1967,1967,8,Million Pounds,1738.0,Beef,Commercial,Red Meat
Jul-1967,1967,7,Million Pounds,1604.0,Beef,Commercial,Red Meat
Jun-1967,1967,6,Million Pounds,1748.0,Beef,Commercial,Red Meat
May-1967,1967,5,Million Pounds,1763.0,Beef,Commercial,Red Meat
Apr-1967,1967,4,Million Pounds,1595.0,Beef,Commercial,Red Meat
Mar-1967,1967,3,Million Pounds,1693.0,Beef,Commercial,Red Meat
Feb-1967,1967,2,Million Pounds,1540.0,Beef,Commercial,Red Meat
Jan-1967,1967,1,Million Pounds,1728.0,Beef,Commercial,Red Meat
Dec-1966,1966,12,Million Pounds,1642.0,Beef,Commercial,Red Meat
Nov-1966,1966,11,Million Pounds,1650.0,Beef,Commercial,Red Meat
Oct-1966,1966,10,Million Pounds,1668.0,Beef,Commercial,Red Meat
Sep-1966,1966,9,Million Pounds,1714.0,Beef,Commercial,Red Meat
Aug-1966,1966,8,Million Pounds,1736.0,Beef,Commercial,Red Meat
Jul-1966,1966,7,Million Pounds,1559.0,Beef,Commercial,Red Meat
Jun-1966,1966,6,Million Pounds,1700.0,Beef,Commercial,Red Meat
May-1966,1966,5,Million Pounds,1583.0,Beef,Commercial,Red Meat
Apr-1966,1966,4,Million Pounds,1508.0,Beef,Commercial,Red Meat
Mar-1966,1966,3,Million Pounds,1606.0,Beef,Commercial,Red Meat
Feb-1966,1966,2,Million Pounds,1468.0,Beef,Commercial,Red Meat
Jan-1966,1966,1,Million Pounds,1659.0,Beef,Commercial,Red Meat
Dec-1965,1965,12,Million Pounds,1585.0,Beef,Commercial,Red Meat
Nov-1965,1965,11,Million Pounds,1570.0,Beef,Commercial,Red Meat
Oct-1965,1965,10,Million Pounds,1603.0,Beef,Commercial,Red Meat
Sep-1965,1965,9,Million Pounds,1624.0,Beef,Commercial,Red Meat
