"","Date","Year","Month","Animal","Weight","Commercial_Or_Federally_Inspected","Live_Or_Dressed","Type_Of_Meat"
"332","May-1996",1996,5,"Cattle","1,156.00","Commercial","Live","Red Meat"
"333","Apr-1996",1996,4,"Cattle","1,160.00","Commercial","Live","Red Meat"
"334","Mar-1996",1996,3,"Cattle","1,174.00","Commercial","Live","Red Meat"
"335","Feb-1996",1996,2,"Cattle","1,176.00","Commercial","Live","Red Meat"
"336","Jan-1996",1996,1,"Cattle","1,190.00","Commercial","Live","Red Meat"
"337","Dec-1995",1995,12,"Cattle","1,192.00","Commercial","Live","Red Meat"
"338","Nov-1995",1995,11,"Cattle","1,187.00","Commercial","Live","Red Meat"
"339","Oct-1995",1995,10,"Cattle","1,189.00","Commercial","Live","Red Meat"
"340","Sep-1995",1995,9,"Cattle","1,192.00","Commercial","Live","Red Meat"
"341","Aug-1995",1995,8,"Cattle","1,188.00","Commercial","Live","Red Meat"
"342","Jul-1995",1995,7,"Cattle","1,184.00","Commercial","Live","Red Meat"
"343","Jun-1995",1995,6,"Cattle","1,177.00","Commercial","Live","Red Meat"
"344","May-1995",1995,5,"Cattle","1,170.00","Commercial","Live","Red Meat"
"345","Apr-1995",1995,4,"Cattle","1,171.00","Commercial","Live","Red Meat"
"346","Mar-1995",1995,3,"Cattle","1,177.00","Commercial","Live","Red Meat"
"347","Feb-1995",1995,2,"Cattle","1,184.00","Commercial","Live","Red Meat"
"348","Jan-1995",1995,1,"Cattle","1,189.00","Commercial","Live","Red Meat"
"349","Dec-1994",1994,12,"Cattle","1,189.00","Commercial","Live","Red Meat"
"350","Nov-1994",1994,11,"Cattle","1,191.00","Commercial","Live","Red Meat"
"351","Oct-1994",1994,10,"Cattle","1,200.00","Commercial","Live","Red Meat"
"352","Sep-1994",1994,9,"Cattle","1,205.00","Commercial","Live","Red Meat"
"353","Aug-1994",1994,8,"Cattle","1,204.00","Commercial","Live","Red Meat"
"354","Jul-1994",1994,7,"Cattle","1,192.00","Commercial","Live","Red Meat"
"355","Jun-1994",1994,6,"Cattle","1,178.00","Commercial","Live","Red Meat"
"356","May-1994",1994,5,"Cattle","1,172.00","Commercial","Live","Red Meat"
"357","Apr-1994",1994,4,"Cattle","1,175.00","Commercial","Live","Red Meat"
"358","Mar-1994",1994,3,"Cattle","1,182.00","Commercial","Live","Red Meat"
"359","Feb-1994",1994,2,"Cattle","1,186.00","Commercial","Live","Red Meat"
"360","Jan-1994",1994,1,"Cattle","1,191.00","Commercial","Live","Red Meat"
"361","Dec-1993",1993,12,"Cattle","1,189.00","Commercial","Live","Red Meat"
"362","Nov-1993",1993,11,"Cattle","1,185.00","Commercial","Live","Red Meat"
"363","Oct-1993",1993,10,"Cattle","1,187.00","Commercial","Live","Red Meat"
"364","Sep-1993",1993,9,"Cattle","1,185.00","Commercial","Live","Red Meat"
"365","Aug-1993",1993,8,"Cattle","1,173.00","Commercial","Live","Red Meat"
"366","Jul-1993",1993,7,"Cattle","1,160.00","Commercial","Live","Red Meat"
"367","Jun-1993",1993,6,"Cattle","1,143.00","Commercial","Live","Red Meat"
"368","May-1993",1993,5,"Cattle","1,123.00","Commercial","Live","Red Meat"
"369","Apr-1993",1993,4,"Cattle","1,125.00","Commercial","Live","Red Meat"
"370","Mar-1993",1993,3,"Cattle","1,141.00","Commercial","Live","Red Meat"
"371","Feb-1993",1993,2,"Cattle","1,155.00","Commercial","Live","Red Meat"
"372","Jan-1993",1993,1,"Cattle","1,164.00","Commercial","Live","Red Meat"
"373","Dec-1992",1992,12,"Cattle","1,171.00","Commercial","Live","Red Meat"
"374","Nov-1992",1992,11,"Cattle","1,177.00","Commercial","Live","Red Meat"
"375","Oct-1992",1992,10,"Cattle","1,180.00","Commercial","Live","Red Meat"
"376","Sep-1992",1992,9,"Cattle","1,183.00","Commercial","Live","Red Meat"
"377","Aug-1992",1992,8,"Cattle","1,178.00","Commercial","Live","Red Meat"
"378","Jul-1992",1992,7,"Cattle","1,165.00","Commercial","Live","Red Meat"
"379","Jun-1992",1992,6,"Cattle","1,159.00","Commercial","Live","Red Meat"
"380","May-1992",1992,5,"Cattle","1,150.00","Commercial","Live","Red Meat"
"381","Apr-1992",1992,4,"Cattle","1,154.00","Commercial","Live","Red Meat"
"382","Mar-1992",1992,3,"Cattle","1,160.00","Commercial","Live","Red Meat"
"383","Feb-1992",1992,2,"Cattle","1,173.00","Commercial","Live","Red Meat"
"384","Jan-1992",1992,1,"Cattle","1,173.00","Commercial","Live","Red Meat"
"385","Dec-1991",1991,12,"Cattle","1,172.00","Commercial","Live","Red Meat"
"386","Nov-1991",1991,11,"Cattle","1,179.00","Commercial","Live","Red Meat"
"387","Oct-1991",1991,10,"Cattle","1,195.00","Commercial","Live","Red Meat"
"388","Sep-1991",1991,9,"Cattle","1,182.00","Commercial","Live","Red Meat"
"389","Aug-1991",1991,8,"Cattle","1,176.00","Commercial","Live","Red Meat"
"390","Jul-1991",1991,7,"Cattle","1,160.00","Commercial","Live","Red Meat"
"391","Jun-1991",1991,6,"Cattle","1,150.00","Commercial","Live","Red Meat"
"392","May-1991",1991,5,"Cattle","1,140.00","Commercial","Live","Red Meat"
"393","Apr-1991",1991,4,"Cattle","1,144.00","Commercial","Live","Red Meat"
"394","Mar-1991",1991,3,"Cattle","1,156.00","Commercial","Live","Red Meat"
"395","Feb-1991",1991,2,"Cattle","1,162.00","Commercial","Live","Red Meat"
"396","Jan-1991",1991,1,"Cattle","1,144.00","Commercial","Live","Red Meat"
"397","Dec-1990",1990,12,"Cattle","1,145.00","Commercial","Live","Red Meat"
"398","Nov-1990",1990,11,"Cattle","1,144.00","Commercial","Live","Red Meat"
"399","Oct-1990",1990,10,"Cattle","1,149.00","Commercial","Live","Red Meat"
"400","Sep-1990",1990,9,"Cattle","1,148.00","Commercial","Live","Red Meat"
"401","Aug-1990",1990,8,"Cattle","1,144.00","Commercial","Live","Red Meat"
"402","Jul-1990",1990,7,"Cattle","1,125.00","Commercial","Live","Red Meat"
"403","Jun-1990",1990,6,"Cattle","1,117.00","Commercial","Live","Red Meat"
"404","May-1990",1990,5,"Cattle","1,109.00","Commercial","Live","Red Meat"
"405","Apr-1990",1990,4,"Cattle","1,137.00","Commercial","Live","Red Meat"
"406","Mar-1990",1990,3,"Cattle","1,133.00","Commercial","Live","Red Meat"
"407","Feb-1990",1990,2,"Cattle","1,141.00","Commercial","Live","Red Meat"
"408","Jan-1990",1990,1,"Cattle","1,144.00","Commercial","Live","Red Meat"
"409","Dec-1989",1989,12,"Cattle","1,151.00","Commercial","Live","Red Meat"
"410","Nov-1989",1989,11,"Cattle","1,153.00","Commercial","Live","Red Meat"
"411","Oct-1989",1989,10,"Cattle","1,152.00","Commercial","Live","Red Meat"
"412","Sep-1989",1989,9,"Cattle","1,150.00","Commercial","Live","Red Meat"
"413","Aug-1989",1989,8,"Cattle","1,142.00","Commercial","Live","Red Meat"
"414","Jul-1989",1989,7,"Cattle","1,123.00","Commercial","Live","Red Meat"
"415","Jun-1989",1989,6,"Cattle","1,116.00","Commercial","Live","Red Meat"
"416","May-1989",1989,5,"Cattle","1,105.00","Commercial","Live","Red Meat"
"417","Apr-1989",1989,4,"Cattle","1,115.00","Commercial","Live","Red Meat"
"418","Mar-1989",1989,3,"Cattle","1,125.00","Commercial","Live","Red Meat"
"419","Feb-1989",1989,2,"Cattle","1,133.00","Commercial","Live","Red Meat"
"420","Jan-1989",1989,1,"Cattle","1,148.00","Commercial","Live","Red Meat"
"421","Dec-1988",1988,12,"Cattle","1,141.00","Commercial","Live","Red Meat"
"422","Nov-1988",1988,11,"Cattle","1,134.00","Commercial","Live","Red Meat"
"423","Oct-1988",1988,10,"Cattle","1,135.00","Commercial","Live","Red Meat"
"424","Sep-1988",1988,9,"Cattle","1,130.00","Commercial","Live","Red Meat"
"425","Aug-1988",1988,8,"Cattle","1,123.00","Commercial","Live","Red Meat"
"426","Jul-1988",1988,7,"Cattle","1,113.00","Commercial","Live","Red Meat"
"427","Jun-1988",1988,6,"Cattle","1,105.00","Commercial","Live","Red Meat"
"428","May-1988",1988,5,"Cattle","1,102.00","Commercial","Live","Red Meat"
"429","Apr-1988",1988,4,"Cattle","1,106.00","Commercial","Live","Red Meat"
"430","Mar-1988",1988,3,"Cattle","1,117.00","Commercial","Live","Red Meat"
"431","Feb-1988",1988,2,"Cattle","1,118.00","Commercial","Live","Red Meat"
"432","Jan-1988",1988,1,"Cattle","1,119.00","Commercial","Live","Red Meat"
"433","Dec-1987",1987,12,"Cattle","1,123.00","Commercial","Live","Red Meat"
"434","Nov-1987",1987,11,"Cattle","1,121.00","Commercial","Live","Red Meat"
"435","Oct-1987",1987,10,"Cattle","1,118.00","Commercial","Live","Red Meat"
"436","Sep-1987",1987,9,"Cattle","1,114.00","Commercial","Live","Red Meat"
"437","Aug-1987",1987,8,"Cattle","1,100.00","Commercial","Live","Red Meat"
"438","Jul-1987",1987,7,"Cattle","1,093.00","Commercial","Live","Red Meat"
"439","Jun-1987",1987,6,"Cattle","1,086.00","Commercial","Live","Red Meat"
"440","May-1987",1987,5,"Cattle","1,087.00","Commercial","Live","Red Meat"
"441","Apr-1987",1987,4,"Cattle","1,094.00","Commercial","Live","Red Meat"
"442","Mar-1987",1987,3,"Cattle","1,107.00","Commercial","Live","Red Meat"
"443","Feb-1987",1987,2,"Cattle","1,108.00","Commercial","Live","Red Meat"
"444","Jan-1987",1987,1,"Cattle","1,109.00","Commercial","Live","Red Meat"
"445","Dec-1986",1986,12,"Cattle","1,099.00","Commercial","Live","Red Meat"
"446","Nov-1986",1986,11,"Cattle","1,097.00","Commercial","Live","Red Meat"
"447","Oct-1986",1986,10,"Cattle","1,103.00","Commercial","Live","Red Meat"
"448","Sep-1986",1986,9,"Cattle","1,102.00","Commercial","Live","Red Meat"
"449","Aug-1986",1986,8,"Cattle","1,091.00","Commercial","Live","Red Meat"
"450","Jul-1986",1986,7,"Cattle","1,091.00","Commercial","Live","Red Meat"
"451","Jun-1986",1986,6,"Cattle","1,094.00","Commercial","Live","Red Meat"
"452","May-1986",1986,5,"Cattle","1,102.00","Commercial","Live","Red Meat"
"453","Apr-1986",1986,4,"Cattle","1,110.00","Commercial","Live","Red Meat"
"454","Mar-1986",1986,3,"Cattle","1,110.00","Commercial","Live","Red Meat"
"455","Feb-1986",1986,2,"Cattle","1,107.00","Commercial","Live","Red Meat"
"456","Jan-1986",1986,1,"Cattle","1,100.00","Commercial","Live","Red Meat"
"457","Dec-1985",1985,12,"Cattle","1,092.00","Commercial","Live","Red Meat"
"458","Nov-1985",1985,11,"Cattle","1,103.00","Commercial","Live","Red Meat"
"459","Oct-1985",1985,10,"Cattle","1,104.00","Commercial","Live","Red Meat"
"460","Sep-1985",1985,9,"Cattle","1,109.00","Commercial","Live","Red Meat"
"461","Aug-1985",1985,8,"Cattle","1,102.00","Commercial","Live","Red Meat"
"462","Jul-1985",1985,7,"Cattle","1,100.00","Commercial","Live","Red Meat"
"463","Jun-1985",1985,6,"Cattle","1,104.00","Commercial","Live","Red Meat"
"464","May-1985",1985,5,"Cattle","1,104.00","Commercial","Live","Red Meat"
"465","Apr-1985",1985,4,"Cattle","1,098.00","Commercial","Live","Red Meat"
"466","Mar-1985",1985,3,"Cattle","1,092.00","Commercial","Live","Red Meat"
"467","Feb-1985",1985,2,"Cattle","1,087.00","Commercial","Live","Red Meat"
"468","Jan-1985",1985,1,"Cattle","1,080.00","Commercial","Live","Red Meat"
"469","Dec-1984",1984,12,"Cattle","1,073.00","Commercial","Live","Red Meat"
"470","Nov-1984",1984,11,"Cattle","1,072.00","Commercial","Live","Red Meat"
"471","Oct-1984",1984,10,"Cattle","1,072.00","Commercial","Live","Red Meat"
"472","Sep-1984",1984,9,"Cattle","1,066.00","Commercial","Live","Red Meat"
"473","Aug-1984",1984,8,"Cattle","1,060.00","Commercial","Live","Red Meat"
"474","Jul-1984",1984,7,"Cattle","1,055.00","Commercial","Live","Red Meat"
"475","Jun-1984",1984,6,"Cattle","1,059.00","Commercial","Live","Red Meat"
"476","May-1984",1984,5,"Cattle","1,063.00","Commercial","Live","Red Meat"
"477","Apr-1984",1984,4,"Cattle","1,067.00","Commercial","Live","Red Meat"
"478","Mar-1984",1984,3,"Cattle","1,073.00","Commercial","Live","Red Meat"
"479","Feb-1984",1984,2,"Cattle","1,074.00","Commercial","Live","Red Meat"
"480","Jan-1984",1984,1,"Cattle","1,066.00","Commercial","Live","Red Meat"
"481","Dec-1983",1983,12,"Cattle","1,070.00","Commercial","Live","Red Meat"
"482","Nov-1983",1983,11,"Cattle","1,078.00","Commercial","Live","Red Meat"
"483","Oct-1983",1983,10,"Cattle","1,070.00","Commercial","Live","Red Meat"
"484","Sep-1983",1983,9,"Cattle","1,067.00","Commercial","Live","Red Meat"
"485","Aug-1983",1983,8,"Cattle","1,064.00","Commercial","Live","Red Meat"
"486","Jul-1983",1983,7,"Cattle","1,067.00","Commercial","Live","Red Meat"
"487","Jun-1983",1983,6,"Cattle","1,061.00","Commercial","Live","Red Meat"
"488","May-1983",1983,5,"Cattle","1,066.00","Commercial","Live","Red Meat"
"489","Apr-1983",1983,4,"Cattle","1,069.00","Commercial","Live","Red Meat"
"490","Mar-1983",1983,3,"Cattle","1,079.00","Commercial","Live","Red Meat"
"491","Feb-1983",1983,2,"Cattle","1,084.00","Commercial","Live","Red Meat"
"492","Jan-1983",1983,1,"Cattle","1,078.00","Commercial","Live","Red Meat"
"493","Dec-2023",2023,12,"Calves","293","Commercial","Live","Red Meat"
"494","Nov-2023",2023,11,"Calves","301","Commercial","Live","Red Meat"
"495","Oct-2023",2023,10,"Calves","308","Commercial","Live","Red Meat"
"496","Sep-2023",2023,9,"Calves","287","Commercial","Live","Red Meat"
"497","Aug-2023",2023,8,"Calves","273","Commercial","Live","Red Meat"
"498","Jul-2023",2023,7,"Calves","278","Commercial","Live","Red Meat"
"499","Jun-2023",2023,6,"Calves","284","Commercial","Live","Red Meat"
"500","May-2023",2023,5,"Calves","292","Commercial","Live","Red Meat"
"501","Apr-2023",2023,4,"Calves","280","Commercial","Live","Red Meat"
"502","Mar-2023",2023,3,"Calves","277","Commercial","Live","Red Meat"
"503","Feb-2023",2023,2,"Calves","255","Commercial","Live","Red Meat"
"504","Jan-2023",2023,1,"Calves","249","Commercial","Live","Red Meat"
"505","Dec-2022",2022,12,"Calves","237","Commercial","Live","Red Meat"
"506","Nov-2022",2022,11,"Calves","251","Commercial","Live","Red Meat"
"507","Oct-2022",2022,10,"Calves","259","Commercial","Live","Red Meat"
"508","Sep-2022",2022,9,"Calves","237","Commercial","Live","Red Meat"
"509","Aug-2022",2022,8,"Calves","242","Commercial","Live","Red Meat"
"510","Jul-2022",2022,7,"Calves","242","Commercial","Live","Red Meat"
"511","Jun-2022",2022,6,"Calves","271","Commercial","Live","Red Meat"
"512","May-2022",2022,5,"Calves","279","Commercial","Live","Red Meat"
"513","Apr-2022",2022,4,"Calves","277","Commercial","Live","Red Meat"
"514","Mar-2022",2022,3,"Calves","262","Commercial","Live","Red Meat"
"515","Feb-2022",2022,2,"Calves","243","Commercial","Live","Red Meat"
"516","Jan-2022",2022,1,"Calves","247","Commercial","Live","Red Meat"
"517","Dec-2021",2021,12,"Calves","237","Commercial","Live","Red Meat"
"518","Nov-2021",2021,11,"Calves","242","Commercial","Live","Red Meat"
"519","Oct-2021",2021,10,"Calves","225","Commercial","Live","Red Meat"
"520","Sep-2021",2021,9,"Calves","224","Commercial","Live","Red Meat"
"521","Aug-2021",2021,8,"Calves","214","Commercial","Live","Red Meat"
"522","Jul-2021",2021,7,"Calves","205","Commercial","Live","Red Meat"
"523","Jun-2021",2021,6,"Calves","223","Commercial","Live","Red Meat"
"524","May-2021",2021,5,"Calves","249","Commercial","Live","Red Meat"
"525","Apr-2021",2021,4,"Calves","268","Commercial","Live","Red Meat"
"526","Mar-2021",2021,3,"Calves","267","Commercial","Live","Red Meat"
"527","Feb-2021",2021,2,"Calves","247","Commercial","Live","Red Meat"
"528","Jan-2021",2021,1,"Calves","248","Commercial","Live","Red Meat"
"529","Dec-2020",2020,12,"Calves","242","Commercial","Live","Red Meat"
"530","Nov-2020",2020,11,"Calves","241","Commercial","Live","Red Meat"
"531","Oct-2020",2020,10,"Calves","251","Commercial","Live","Red Meat"
"532","Sep-2020",2020,9,"Calves","261","Commercial","Live","Red Meat"
"533","Aug-2020",2020,8,"Calves","252","Commercial","Live","Red Meat"
"534","Jul-2020",2020,7,"Calves","244","Commercial","Live","Red Meat"
"535","Jun-2020",2020,6,"Calves","260","Commercial","Live","Red Meat"
"536","May-2020",2020,5,"Calves","274","Commercial","Live","Red Meat"
"537","Apr-2020",2020,4,"Calves","252","Commercial","Live","Red Meat"
"538","Mar-2020",2020,3,"Calves","232","Commercial","Live","Red Meat"
"539","Feb-2020",2020,2,"Calves","224","Commercial","Live","Red Meat"
"540","Jan-2020",2020,1,"Calves","224","Commercial","Live","Red Meat"
"541","Dec-2019",2019,12,"Calves","228","Commercial","Live","Red Meat"
"542","Nov-2019",2019,11,"Calves","227","Commercial","Live","Red Meat"
"543","Oct-2019",2019,10,"Calves","222","Commercial","Live","Red Meat"
"544","Sep-2019",2019,9,"Calves","216","Commercial","Live","Red Meat"
"545","Aug-2019",2019,8,"Calves","206","Commercial","Live","Red Meat"
"546","Jul-2019",2019,7,"Calves","205","Commercial","Live","Red Meat"
"547","Jun-2019",2019,6,"Calves","223","Commercial","Live","Red Meat"
"548","May-2019",2019,5,"Calves","235","Commercial","Live","Red Meat"
"549","Apr-2019",2019,4,"Calves","241","Commercial","Live","Red Meat"
"550","Mar-2019",2019,3,"Calves","219","Commercial","Live","Red Meat"
"551","Feb-2019",2019,2,"Calves","220","Commercial","Live","Red Meat"
"552","Jan-2019",2019,1,"Calves","212","Commercial","Live","Red Meat"
"553","Dec-2018",2018,12,"Calves","210","Commercial","Live","Red Meat"
"554","Nov-2018",2018,11,"Calves","210","Commercial","Live","Red Meat"
"555","Oct-2018",2018,10,"Calves","231","Commercial","Live","Red Meat"
"556","Sep-2018",2018,9,"Calves","215","Commercial","Live","Red Meat"
"557","Aug-2018",2018,8,"Calves","216","Commercial","Live","Red Meat"
"558","Jul-2018",2018,7,"Calves","223","Commercial","Live","Red Meat"
"559","Jun-2018",2018,6,"Calves","223","Commercial","Live","Red Meat"
"560","May-2018",2018,5,"Calves","238","Commercial","Live","Red Meat"
"561","Apr-2018",2018,4,"Calves","245","Commercial","Live","Red Meat"
"562","Mar-2018",2018,3,"Calves","240","Commercial","Live","Red Meat"
"563","Feb-2018",2018,2,"Calves","243","Commercial","Live","Red Meat"
"564","Jan-2018",2018,1,"Calves","234","Commercial","Live","Red Meat"
"565","Dec-2017",2017,12,"Calves","245","Commercial","Live","Red Meat"
"566","Nov-2017",2017,11,"Calves","260","Commercial","Live","Red Meat"
"567","Oct-2017",2017,10,"Calves","250","Commercial","Live","Red Meat"
"568","Sep-2017",2017,9,"Calves","241","Commercial","Live","Red Meat"
"569","Aug-2017",2017,8,"Calves","238","Commercial","Live","Red Meat"
"570","Jul-2017",2017,7,"Calves","250","Commercial","Live","Red Meat"
"571","Jun-2017",2017,6,"Calves","269","Commercial","Live","Red Meat"
"572","May-2017",2017,5,"Calves","275","Commercial","Live","Red Meat"
"573","Apr-2017",2017,4,"Calves","257","Commercial","Live","Red Meat"
"574","Mar-2017",2017,3,"Calves","247","Commercial","Live","Red Meat"
"575","Feb-2017",2017,2,"Calves","241","Commercial","Live","Red Meat"
"576","Jan-2017",2017,1,"Calves","235","Commercial","Live","Red Meat"
"577","Dec-2016",2016,12,"Calves","240","Commercial","Live","Red Meat"
"578","Nov-2016",2016,11,"Calves","243","Commercial","Live","Red Meat"
"579","Oct-2016",2016,10,"Calves","237","Commercial","Live","Red Meat"
"580","Sep-2016",2016,9,"Calves","251","Commercial","Live","Red Meat"
"581","Aug-2016",2016,8,"Calves","255","Commercial","Live","Red Meat"
"582","Jul-2016",2016,7,"Calves","257","Commercial","Live","Red Meat"
"583","Jun-2016",2016,6,"Calves","291","Commercial","Live","Red Meat"
"584","May-2016",2016,5,"Calves","287","Commercial","Live","Red Meat"
"585","Apr-2016",2016,4,"Calves","293","Commercial","Live","Red Meat"
"586","Mar-2016",2016,3,"Calves","302","Commercial","Live","Red Meat"
"587","Feb-2016",2016,2,"Calves","287","Commercial","Live","Red Meat"
"588","Jan-2016",2016,1,"Calves","275","Commercial","Live","Red Meat"
"589","Dec-2015",2015,12,"Calves","295","Commercial","Live","Red Meat"
"590","Nov-2015",2015,11,"Calves","310","Commercial","Live","Red Meat"
"591","Oct-2015",2015,10,"Calves","304","Commercial","Live","Red Meat"
"592","Sep-2015",2015,9,"Calves","312","Commercial","Live","Red Meat"
"593","Aug-2015",2015,8,"Calves","318","Commercial","Live","Red Meat"
"594","Jul-2015",2015,7,"Calves","322","Commercial","Live","Red Meat"
"595","Jun-2015",2015,6,"Calves","336","Commercial","Live","Red Meat"
"596","May-2015",2015,5,"Calves","335","Commercial","Live","Red Meat"
"597","Apr-2015",2015,4,"Calves","318","Commercial","Live","Red Meat"
"598","Mar-2015",2015,3,"Calves","295","Commercial","Live","Red Meat"
"599","Feb-2015",2015,2,"Calves","293","Commercial","Live","Red Meat"
"600","Jan-2015",2015,1,"Calves","291","Commercial","Live","Red Meat"
"601","Dec-2014",2014,12,"Calves","303","Commercial","Live","Red Meat"
"602","Nov-2014",2014,11,"Calves","306","Commercial","Live","Red Meat"
"603","Oct-2014",2014,10,"Calves","304","Commercial","Live","Red Meat"
"604","Sep-2014",2014,9,"Calves","290","Commercial","Live","Red Meat"
"605","Aug-2014",2014,8,"Calves","277","Commercial","Live","Red Meat"
"606","Jul-2014",2014,7,"Calves","275","Commercial","Live","Red Meat"
