"","Date","Year","Month","Animal","Count","Commercial_Or_Federally_Inspected","Type_Of_Meat"
"378","Jul-1992","1992","7","Cattle",2860300,"Commercial","Red Meat"
"379","Jun-1992","1992","6","Cattle",2924300,"Commercial","Red Meat"
"380","May-1992","1992","5","Cattle",2746200,"Commercial","Red Meat"
"381","Apr-1992","1992","4","Cattle",2587200,"Commercial","Red Meat"
"382","Mar-1992","1992","3","Cattle",2667500,"Commercial","Red Meat"
"383","Feb-1992","1992","2","Cattle",2440400,"Commercial","Red Meat"
"384","Jan-1992","1992","1","Cattle",2927900,"Commercial","Red Meat"
"385","Dec-1991","1991","12","Cattle",2562000,"Commercial","Red Meat"
"386","Nov-1991","1991","11","Cattle",2578400,"Commercial","Red Meat"
"387","Oct-1991","1991","10","Cattle",2932200,"Commercial","Red Meat"
"388","Sep-1991","1991","9","Cattle",2702900,"Commercial","Red Meat"
"389","Aug-1991","1991","8","Cattle",2905100,"Commercial","Red Meat"
"390","Jul-1991","1991","7","Cattle",2844500,"Commercial","Red Meat"
"391","Jun-1991","1991","6","Cattle",2708900,"Commercial","Red Meat"
"392","May-1991","1991","5","Cattle",2850800,"Commercial","Red Meat"
"393","Apr-1991","1991","4","Cattle",2742000,"Commercial","Red Meat"
"394","Mar-1991","1991","3","Cattle",2508600,"Commercial","Red Meat"
"395","Feb-1991","1991","2","Cattle",2470600,"Commercial","Red Meat"
"396","Jan-1991","1991","1","Cattle",2883400,"Commercial","Red Meat"
"397","Dec-1990","1990","12","Cattle",2453300,"Commercial","Red Meat"
"398","Nov-1990","1990","11","Cattle",2701000,"Commercial","Red Meat"
"399","Oct-1990","1990","10","Cattle",2963200,"Commercial","Red Meat"
"400","Sep-1990","1990","9","Cattle",2616000,"Commercial","Red Meat"
"401","Aug-1990","1990","8","Cattle",2984000,"Commercial","Red Meat"
"402","Jul-1990","1990","7","Cattle",2861400,"Commercial","Red Meat"
"403","Jun-1990","1990","6","Cattle",2936200,"Commercial","Red Meat"
"404","May-1990","1990","5","Cattle",2993400,"Commercial","Red Meat"
"405","Apr-1990","1990","4","Cattle",2618600,"Commercial","Red Meat"
"406","Mar-1990","1990","3","Cattle",2761300,"Commercial","Red Meat"
"407","Feb-1990","1990","2","Cattle",2501100,"Commercial","Red Meat"
"408","Jan-1990","1990","1","Cattle",2853000,"Commercial","Red Meat"
"409","Dec-1989","1989","12","Cattle",2679600,"Commercial","Red Meat"
"410","Nov-1989","1989","11","Cattle",2784600,"Commercial","Red Meat"
"411","Oct-1989","1989","10","Cattle",2964100,"Commercial","Red Meat"
"412","Sep-1989","1989","9","Cattle",2773800,"Commercial","Red Meat"
"413","Aug-1989","1989","8","Cattle",3047000,"Commercial","Red Meat"
"414","Jul-1989","1989","7","Cattle",2794100,"Commercial","Red Meat"
"415","Jun-1989","1989","6","Cattle",3024400,"Commercial","Red Meat"
"416","May-1989","1989","5","Cattle",3025300,"Commercial","Red Meat"
"417","Apr-1989","1989","4","Cattle",2644000,"Commercial","Red Meat"
"418","Mar-1989","1989","3","Cattle",2818700,"Commercial","Red Meat"
"419","Feb-1989","1989","2","Cattle",2568000,"Commercial","Red Meat"
"420","Jan-1989","1989","1","Cattle",2793500,"Commercial","Red Meat"
"421","Dec-1988","1988","12","Cattle",2773900,"Commercial","Red Meat"
"422","Nov-1988","1988","11","Cattle",2799800,"Commercial","Red Meat"
"423","Oct-1988","1988","10","Cattle",2965700,"Commercial","Red Meat"
"424","Sep-1988","1988","9","Cattle",3010000,"Commercial","Red Meat"
"425","Aug-1988","1988","8","Cattle",3207000,"Commercial","Red Meat"
"426","Jul-1988","1988","7","Cattle",2982700,"Commercial","Red Meat"
"427","Jun-1988","1988","6","Cattle",3067700,"Commercial","Red Meat"
"428","May-1988","1988","5","Cattle",2908500,"Commercial","Red Meat"
"429","Apr-1988","1988","4","Cattle",2782800,"Commercial","Red Meat"
"430","Mar-1988","1988","3","Cattle",2896200,"Commercial","Red Meat"
"431","Feb-1988","1988","2","Cattle",2758500,"Commercial","Red Meat"
"432","Jan-1988","1988","1","Cattle",2926100,"Commercial","Red Meat"
"433","Dec-1987","1987","12","Cattle",2898700,"Commercial","Red Meat"
"434","Nov-1987","1987","11","Cattle",2750900,"Commercial","Red Meat"
"435","Oct-1987","1987","10","Cattle",3131400,"Commercial","Red Meat"
"436","Sep-1987","1987","9","Cattle",3068200,"Commercial","Red Meat"
"437","Aug-1987","1987","8","Cattle",3055900,"Commercial","Red Meat"
"438","Jul-1987","1987","7","Cattle",3099000,"Commercial","Red Meat"
"439","Jun-1987","1987","6","Cattle",3035000,"Commercial","Red Meat"
"440","May-1987","1987","5","Cattle",2871900,"Commercial","Red Meat"
"441","Apr-1987","1987","4","Cattle",2971100,"Commercial","Red Meat"
"442","Mar-1987","1987","3","Cattle",2904400,"Commercial","Red Meat"
"443","Feb-1987","1987","2","Cattle",2659400,"Commercial","Red Meat"
"444","Jan-1987","1987","1","Cattle",3201000,"Commercial","Red Meat"
"445","Dec-1986","1986","12","Cattle",3075600,"Commercial","Red Meat"
"446","Nov-1986","1986","11","Cattle",2819100,"Commercial","Red Meat"
"447","Oct-1986","1986","10","Cattle",3285400,"Commercial","Red Meat"
"448","Sep-1986","1986","9","Cattle",3128000,"Commercial","Red Meat"
"449","Aug-1986","1986","8","Cattle",3202600,"Commercial","Red Meat"
"450","Jul-1986","1986","7","Cattle",3321900,"Commercial","Red Meat"
"451","Jun-1986","1986","6","Cattle",3122900,"Commercial","Red Meat"
"452","May-1986","1986","5","Cattle",3234300,"Commercial","Red Meat"
"453","Apr-1986","1986","4","Cattle",3214300,"Commercial","Red Meat"
"454","Mar-1986","1986","3","Cattle",2838800,"Commercial","Red Meat"
"455","Feb-1986","1986","2","Cattle",2714700,"Commercial","Red Meat"
"456","Jan-1986","1986","1","Cattle",3330700,"Commercial","Red Meat"
"457","Dec-1985","1985","12","Cattle",2925400,"Commercial","Red Meat"
"458","Nov-1985","1985","11","Cattle",2811900,"Commercial","Red Meat"
"459","Oct-1985","1985","10","Cattle",3240000,"Commercial","Red Meat"
"460","Sep-1985","1985","9","Cattle",2998900,"Commercial","Red Meat"
"461","Aug-1985","1985","8","Cattle",3215100,"Commercial","Red Meat"
"462","Jul-1985","1985","7","Cattle",3138600,"Commercial","Red Meat"
"463","Jun-1985","1985","6","Cattle",2883300,"Commercial","Red Meat"
"464","May-1985","1985","5","Cattle",3173500,"Commercial","Red Meat"
"465","Apr-1985","1985","4","Cattle",2970700,"Commercial","Red Meat"
"466","Mar-1985","1985","3","Cattle",2882600,"Commercial","Red Meat"
"467","Feb-1985","1985","2","Cattle",2775900,"Commercial","Red Meat"
"468","Jan-1985","1985","1","Cattle",3276900,"Commercial","Red Meat"
"469","Dec-1984","1984","12","Cattle",2943400,"Commercial","Red Meat"
"470","Nov-1984","1984","11","Cattle",3086300,"Commercial","Red Meat"
"471","Oct-1984","1984","10","Cattle",3477900,"Commercial","Red Meat"
"472","Sep-1984","1984","9","Cattle",3039500,"Commercial","Red Meat"
"473","Aug-1984","1984","8","Cattle",3395700,"Commercial","Red Meat"
"474","Jul-1984","1984","7","Cattle",3127000,"Commercial","Red Meat"
"475","Jun-1984","1984","6","Cattle",3187400,"Commercial","Red Meat"
"476","May-1984","1984","5","Cattle",3301400,"Commercial","Red Meat"
"477","Apr-1984","1984","4","Cattle",2854600,"Commercial","Red Meat"
"478","Mar-1984","1984","3","Cattle",3088500,"Commercial","Red Meat"
"479","Feb-1984","1984","2","Cattle",2971100,"Commercial","Red Meat"
"480","Jan-1984","1984","1","Cattle",3108800,"Commercial","Red Meat"
"481","Dec-1983","1983","12","Cattle",3161000,"Commercial","Red Meat"
"482","Nov-1983","1983","11","Cattle",3079200,"Commercial","Red Meat"
"483","Oct-1983","1983","10","Cattle",3277700,"Commercial","Red Meat"
"484","Sep-1983","1983","9","Cattle",3312600,"Commercial","Red Meat"
"485","Aug-1983","1983","8","Cattle",3368900,"Commercial","Red Meat"
"486","Jul-1983","1983","7","Cattle",2866500,"Commercial","Red Meat"
"487","Jun-1983","1983","6","Cattle",3138900,"Commercial","Red Meat"
"488","May-1983","1983","5","Cattle",2956700,"Commercial","Red Meat"
"489","Apr-1983","1983","4","Cattle",2755500,"Commercial","Red Meat"
"490","Mar-1983","1983","3","Cattle",2979600,"Commercial","Red Meat"
"491","Feb-1983","1983","2","Cattle",2691300,"Commercial","Red Meat"
"492","Jan-1983","1983","1","Cattle",3060900,"Commercial","Red Meat"
"493","Dec-1982","1982","12","Cattle",9308500,"Commercial","Red Meat"
"494","Dec-2023","2023","12","Steers",1218700,"Commercial","Red Meat"
"495","Nov-2023","2023","11","Steers",1231200,"Commercial","Red Meat"
"496","Oct-2023","2023","10","Steers",1300900,"Commercial","Red Meat"
"497","Sep-2023","2023","9","Steers",1230400,"Commercial","Red Meat"
"498","Aug-2023","2023","8","Steers",1382600,"Commercial","Red Meat"
"499","Jul-2023","2023","7","Steers",1242500,"Commercial","Red Meat"
"500","Jun-2023","2023","6","Steers",1407500,"Commercial","Red Meat"
"501","May-2023","2023","5","Steers",1366900,"Commercial","Red Meat"
"502","Apr-2023","2023","4","Steers",1169900,"Commercial","Red Meat"
"503","Mar-2023","2023","3","Steers",1329500,"Commercial","Red Meat"
"504","Feb-2023","2023","2","Steers",1183100,"Commercial","Red Meat"
"505","Jan-2023","2023","1","Steers",1295600,"Commercial","Red Meat"
"506","Dec-2022","2022","12","Steers",1216000,"Commercial","Red Meat"
"507","Nov-2022","2022","11","Steers",1310300,"Commercial","Red Meat"
"508","Oct-2022","2022","10","Steers",1320700,"Commercial","Red Meat"
"509","Sep-2022","2022","9","Steers",1383300,"Commercial","Red Meat"
"510","Aug-2022","2022","8","Steers",1489200,"Commercial","Red Meat"
"511","Jul-2022","2022","7","Steers",1322400,"Commercial","Red Meat"
"512","Jun-2022","2022","6","Steers",1486100,"Commercial","Red Meat"
"513","May-2022","2022","5","Steers",1369400,"Commercial","Red Meat"
"514","Apr-2022","2022","4","Steers",1354800,"Commercial","Red Meat"
"515","Mar-2022","2022","3","Steers",1357300,"Commercial","Red Meat"
"516","Feb-2022","2022","2","Steers",1238000,"Commercial","Red Meat"
"517","Jan-2022","2022","1","Steers",1272700,"Commercial","Red Meat"
"518","Dec-2021","2021","12","Steers",1337500,"Commercial","Red Meat"
"519","Nov-2021","2021","11","Steers",1351100,"Commercial","Red Meat"
"520","Oct-2021","2021","10","Steers",1343900,"Commercial","Red Meat"
"521","Sep-2021","2021","9","Steers",1363900,"Commercial","Red Meat"
"522","Aug-2021","2021","8","Steers",1435300,"Commercial","Red Meat"
"523","Jul-2021","2021","7","Steers",1441100,"Commercial","Red Meat"
"524","Jun-2021","2021","6","Steers",1499300,"Commercial","Red Meat"
"525","May-2021","2021","5","Steers",1363800,"Commercial","Red Meat"
"526","Apr-2021","2021","4","Steers",1399700,"Commercial","Red Meat"
"527","Mar-2021","2021","3","Steers",1420300,"Commercial","Red Meat"
"528","Feb-2021","2021","2","Steers",1195300,"Commercial","Red Meat"
"529","Jan-2021","2021","1","Steers",1320400,"Commercial","Red Meat"
"530","Dec-2020","2020","12","Steers",1348000,"Commercial","Red Meat"
"531","Nov-2020","2020","11","Steers",1317100,"Commercial","Red Meat"
"532","Oct-2020","2020","10","Steers",1442500,"Commercial","Red Meat"
"533","Sep-2020","2020","9","Steers",1419100,"Commercial","Red Meat"
"534","Aug-2020","2020","8","Steers",1404100,"Commercial","Red Meat"
"535","Jul-2020","2020","7","Steers",1509400,"Commercial","Red Meat"
"536","Jun-2020","2020","6","Steers",1526900,"Commercial","Red Meat"
"537","May-2020","2020","5","Steers",1123700,"Commercial","Red Meat"
"538","Apr-2020","2020","4","Steers",1049300,"Commercial","Red Meat"
"539","Mar-2020","2020","3","Steers",1400400,"Commercial","Red Meat"
"540","Feb-2020","2020","2","Steers",1257300,"Commercial","Red Meat"
"541","Jan-2020","2020","1","Steers",1371900,"Commercial","Red Meat"
"542","Dec-2019","2019","12","Steers",1309300,"Commercial","Red Meat"
"543","Nov-2019","2019","11","Steers",1333000,"Commercial","Red Meat"
"544","Oct-2019","2019","10","Steers",1392800,"Commercial","Red Meat"
"545","Sep-2019","2019","9","Steers",1277900,"Commercial","Red Meat"
"546","Aug-2019","2019","8","Steers",1462000,"Commercial","Red Meat"
"547","Jul-2019","2019","7","Steers",1511900,"Commercial","Red Meat"
"548","Jun-2019","2019","6","Steers",1477000,"Commercial","Red Meat"
"549","May-2019","2019","5","Steers",1544000,"Commercial","Red Meat"
"550","Apr-2019","2019","4","Steers",1436800,"Commercial","Red Meat"
"551","Mar-2019","2019","3","Steers",1240300,"Commercial","Red Meat"
"552","Feb-2019","2019","2","Steers",1174800,"Commercial","Red Meat"
"553","Jan-2019","2019","1","Steers",1376900,"Commercial","Red Meat"
"554","Dec-2018","2018","12","Steers",1271500,"Commercial","Red Meat"
"555","Nov-2018","2018","11","Steers",1391500,"Commercial","Red Meat"
"556","Oct-2018","2018","10","Steers",1474900,"Commercial","Red Meat"
"557","Sep-2018","2018","9","Steers",1332100,"Commercial","Red Meat"
"558","Aug-2018","2018","8","Steers",1535000,"Commercial","Red Meat"
"559","Jul-2018","2018","7","Steers",1430200,"Commercial","Red Meat"
"560","Jun-2018","2018","6","Steers",1545900,"Commercial","Red Meat"
"561","May-2018","2018","5","Steers",1567000,"Commercial","Red Meat"
"562","Apr-2018","2018","4","Steers",1387000,"Commercial","Red Meat"
"563","Mar-2018","2018","3","Steers",1348200,"Commercial","Red Meat"
"564","Feb-2018","2018","2","Steers",1196300,"Commercial","Red Meat"
"565","Jan-2018","2018","1","Steers",1405800,"Commercial","Red Meat"
"566","Dec-2017","2017","12","Steers",1303400,"Commercial","Red Meat"
"567","Nov-2017","2017","11","Steers",1387000,"Commercial","Red Meat"
"568","Oct-2017","2017","10","Steers",1422300,"Commercial","Red Meat"
"569","Sep-2017","2017","9","Steers",1409700,"Commercial","Red Meat"
"570","Aug-2017","2017","8","Steers",1574400,"Commercial","Red Meat"
"571","Jul-2017","2017","7","Steers",1430900,"Commercial","Red Meat"
"572","Jun-2017","2017","6","Steers",1604400,"Commercial","Red Meat"
"573","May-2017","2017","5","Steers",1549200,"Commercial","Red Meat"
"574","Apr-2017","2017","4","Steers",1352700,"Commercial","Red Meat"
"575","Mar-2017","2017","3","Steers",1435500,"Commercial","Red Meat"
"576","Feb-2017","2017","2","Steers",1221900,"Commercial","Red Meat"
"577","Jan-2017","2017","1","Steers",1335400,"Commercial","Red Meat"
"578","Dec-2016","2016","12","Steers",1378800,"Commercial","Red Meat"
"579","Nov-2016","2016","11","Steers",1411800,"Commercial","Red Meat"
"580","Oct-2016","2016","10","Steers",1410900,"Commercial","Red Meat"
"581","Sep-2016","2016","9","Steers",1445500,"Commercial","Red Meat"
"582","Aug-2016","2016","8","Steers",1539400,"Commercial","Red Meat"
"583","Jul-2016","2016","7","Steers",1432500,"Commercial","Red Meat"
"584","Jun-2016","2016","6","Steers",1588700,"Commercial","Red Meat"
"585","May-2016","2016","5","Steers",1450200,"Commercial","Red Meat"
"586","Apr-2016","2016","4","Steers",1339500,"Commercial","Red Meat"
"587","Mar-2016","2016","3","Steers",1337100,"Commercial","Red Meat"
"588","Feb-2016","2016","2","Steers",1177200,"Commercial","Red Meat"
"589","Jan-2016","2016","1","Steers",1235600,"Commercial","Red Meat"
"590","Dec-2015","2015","12","Steers",1306100,"Commercial","Red Meat"
"591","Nov-2015","2015","11","Steers",1205400,"Commercial","Red Meat"
"592","Oct-2015","2015","10","Steers",1359700,"Commercial","Red Meat"
"593","Sep-2015","2015","9","Steers",1411100,"Commercial","Red Meat"
"594","Aug-2015","2015","8","Steers",1333800,"Commercial","Red Meat"
"595","Jul-2015","2015","7","Steers",1437600,"Commercial","Red Meat"
"596","Jun-2015","2015","6","Steers",1420900,"Commercial","Red Meat"
"597","May-2015","2015","5","Steers",1346900,"Commercial","Red Meat"
"598","Apr-2015","2015","4","Steers",1255200,"Commercial","Red Meat"
"599","Mar-2015","2015","3","Steers",1198600,"Commercial","Red Meat"
"600","Feb-2015","2015","2","Steers",1072700,"Commercial","Red Meat"
"601","Jan-2015","2015","1","Steers",1229400,"Commercial","Red Meat"
"602","Dec-2014","2014","12","Steers",1234100,"Commercial","Red Meat"
"603","Nov-2014","2014","11","Steers",1102200,"Commercial","Red Meat"
"604","Oct-2014","2014","10","Steers",1331200,"Commercial","Red Meat"
"605","Sep-2014","2014","9","Steers",1334900,"Commercial","Red Meat"
"606","Aug-2014","2014","8","Steers",1338600,"Commercial","Red Meat"
"607","Jul-2014","2014","7","Steers",1411700,"Commercial","Red Meat"
"608","Jun-2014","2014","6","Steers",1417200,"Commercial","Red Meat"
"609","May-2014","2014","5","Steers",1448000,"Commercial","Red Meat"
"610","Apr-2014","2014","4","Steers",1353900,"Commercial","Red Meat"
"611","Mar-2014","2014","3","Steers",1217600,"Commercial","Red Meat"
"612","Feb-2014","2014","2","Steers",1116800,"Commercial","Red Meat"
"613","Jan-2014","2014","1","Steers",1322600,"Commercial","Red Meat"
"614","Dec-2013","2013","12","Steers",1269800,"Commercial","Red Meat"
"615","Nov-2013","2013","11","Steers",1281900,"Commercial","Red Meat"
"616","Oct-2013","2013","10","Steers",1428600,"Commercial","Red Meat"
"617","Sep-2013","2013","9","Steers",1316000,"Commercial","Red Meat"
"618","Aug-2013","2013","8","Steers",1437700,"Commercial","Red Meat"
"619","Jul-2013","2013","7","Steers",1494400,"Commercial","Red Meat"
"620","Jun-2013","2013","6","Steers",1454800,"Commercial","Red Meat"
"621","May-2013","2013","5","Steers",1475500,"Commercial","Red Meat"
"622","Apr-2013","2013","4","Steers",1333700,"Commercial","Red Meat"
"623","Mar-2013","2013","3","Steers",1240700,"Commercial","Red Meat"
"624","Feb-2013","2013","2","Steers",1131300,"Commercial","Red Meat"
"625","Jan-2013","2013","1","Steers",1396300,"Commercial","Red Meat"
"626","Dec-2012","2012","12","Steers",1224700,"Commercial","Red Meat"
"627","Nov-2012","2012","11","Steers",1329200,"Commercial","Red Meat"
"628","Oct-2012","2012","10","Steers",1459700,"Commercial","Red Meat"
"629","Sep-2012","2012","9","Steers",1259200,"Commercial","Red Meat"
"630","Aug-2012","2012","8","Steers",1528000,"Commercial","Red Meat"
"631","Jul-2012","2012","7","Steers",1477000,"Commercial","Red Meat"
"632","Jun-2012","2012","6","Steers",1523900,"Commercial","Red Meat"
"633","May-2012","2012","5","Steers",1509700,"Commercial","Red Meat"
"634","Apr-2012","2012","4","Steers",1271100,"Commercial","Red Meat"
"635","Mar-2012","2012","3","Steers",1324200,"Commercial","Red Meat"
"636","Feb-2012","2012","2","Steers",1205200,"Commercial","Red Meat"
"637","Jan-2012","2012","1","Steers",1308500,"Commercial","Red Meat"
"638","Dec-2011","2011","12","Steers",1337300,"Commercial","Red Meat"
"639","Nov-2011","2011","11","Steers",1323300,"Commercial","Red Meat"
"640","Oct-2011","2011","10","Steers",1370500,"Commercial","Red Meat"
"641","Sep-2011","2011","9","Steers",1385500,"Commercial","Red Meat"
"642","Aug-2011","2011","8","Steers",1583500,"Commercial","Red Meat"
"643","Jul-2011","2011","7","Steers",1423600,"Commercial","Red Meat"
"644","Jun-2011","2011","6","Steers",1618400,"Commercial","Red Meat"
"645","May-2011","2011","5","Steers",1452400,"Commercial","Red Meat"
"646","Apr-2011","2011","4","Steers",1327100,"Commercial","Red Meat"
"647","Mar-2011","2011","3","Steers",1432100,"Commercial","Red Meat"
"648","Feb-2011","2011","2","Steers",1242300,"Commercial","Red Meat"
"649","Jan-2011","2011","1","Steers",1304200,"Commercial","Red Meat"
"650","Dec-2010","2010","12","Steers",1405000,"Commercial","Red Meat"
"651","Nov-2010","2010","11","Steers",1359200,"Commercial","Red Meat"
