"","Date","Year","Month","Animal","Weight","Type_Of_Meat"
"439","Jun-1987",1987,6,"Beef",280.1,"Red Meat"
"440","May-1987",1987,5,"Beef",312.28,"Red Meat"
"441","Apr-1987",1987,4,"Beef",311.13,"Red Meat"
"442","Mar-1987",1987,3,"Beef",305.99,"Red Meat"
"443","Feb-1987",1987,2,"Beef",320.61,"Red Meat"
"444","Jan-1987",1987,1,"Beef",310.55,"Red Meat"
"445","Dec-1986",1986,12,"Beef",297.48,"Red Meat"
"446","Nov-1986",1986,11,"Beef",292.32,"Red Meat"
"447","Oct-1986",1986,10,"Beef",291.61,"Red Meat"
"448","Sep-1986",1986,9,"Beef",319.42,"Red Meat"
"449","Aug-1986",1986,8,"Beef",336.98,"Red Meat"
"450","Jul-1986",1986,7,"Beef",321.65,"Red Meat"
"451","Jun-1986",1986,6,"Beef",318.5,"Red Meat"
"452","May-1986",1986,5,"Beef",301.24,"Red Meat"
"453","Apr-1986",1986,4,"Beef",297.1,"Red Meat"
"454","Mar-1986",1986,3,"Beef",302.32,"Red Meat"
"455","Feb-1986",1986,2,"Beef",318.44,"Red Meat"
"456","Jan-1986",1986,1,"Beef",317.43,"Red Meat"
"457","Dec-1985",1985,12,"Beef",302.26,"Red Meat"
"458","Nov-1985",1985,11,"Beef",294.91,"Red Meat"
"459","Oct-1985",1985,10,"Beef",308.36,"Red Meat"
"460","Sep-1985",1985,9,"Beef",310.59,"Red Meat"
"461","Aug-1985",1985,8,"Beef",319.65,"Red Meat"
"462","Jul-1985",1985,7,"Beef",295.51,"Red Meat"
"463","Jun-1985",1985,6,"Beef",300.94,"Red Meat"
"464","May-1985",1985,5,"Beef",328.05,"Red Meat"
"465","Apr-1985",1985,4,"Beef",333.95,"Red Meat"
"466","Mar-1985",1985,3,"Beef",347.02,"Red Meat"
"467","Feb-1985",1985,2,"Beef",375.14,"Red Meat"
"468","Jan-1985",1985,1,"Beef",357.74,"Red Meat"
"469","Dec-1984",1984,12,"Beef",346.06,"Red Meat"
"470","Nov-1984",1984,11,"Beef",328.22,"Red Meat"
"471","Oct-1984",1984,10,"Beef",319.58,"Red Meat"
"472","Sep-1984",1984,9,"Beef",290.05,"Red Meat"
"473","Aug-1984",1984,8,"Beef",301.66,"Red Meat"
"474","Jul-1984",1984,7,"Beef",303.15,"Red Meat"
"475","Jun-1984",1984,6,"Beef",312.8,"Red Meat"
"476","May-1984",1984,5,"Beef",324.58,"Red Meat"
"477","Apr-1984",1984,4,"Beef",325.7,"Red Meat"
"478","Mar-1984",1984,3,"Beef",332.46,"Red Meat"
"479","Feb-1984",1984,2,"Beef",338.01,"Red Meat"
"480","Jan-1984",1984,1,"Beef",325.03,"Red Meat"
"481","Dec-1983",1983,12,"Beef",316.02,"Red Meat"
"482","Nov-1983",1983,11,"Beef",277.97,"Red Meat"
"483","Oct-1983",1983,10,"Beef",268.21,"Red Meat"
"484","Sep-1983",1983,9,"Beef",267.38,"Red Meat"
"485","Aug-1983",1983,8,"Beef",252.28,"Red Meat"
"486","Jul-1983",1983,7,"Beef",253.96,"Red Meat"
"487","Jun-1983",1983,6,"Beef",265.16,"Red Meat"
"488","May-1983",1983,5,"Beef",277.33,"Red Meat"
"489","Apr-1983",1983,4,"Beef",299.08,"Red Meat"
"490","Mar-1983",1983,3,"Beef",307.05,"Red Meat"
"491","Feb-1983",1983,2,"Beef",303.21,"Red Meat"
"492","Jan-1983",1983,1,"Beef",294.38,"Red Meat"
"493","Dec-2023",2023,12,"Veal",0.89,"Red Meat"
"494","Nov-2023",2023,11,"Veal",0.94,"Red Meat"
"495","Oct-2023",2023,10,"Veal",1.3,"Red Meat"
"496","Sep-2023",2023,9,"Veal",1.15,"Red Meat"
"497","Aug-2023",2023,8,"Veal",1.17,"Red Meat"
"498","Jul-2023",2023,7,"Veal",0.96,"Red Meat"
"499","Jun-2023",2023,6,"Veal",0.96,"Red Meat"
"500","May-2023",2023,5,"Veal",1.58,"Red Meat"
"501","Apr-2023",2023,4,"Veal",1.64,"Red Meat"
"502","Mar-2023",2023,3,"Veal",1.63,"Red Meat"
"503","Feb-2023",2023,2,"Veal",1.83,"Red Meat"
"504","Jan-2023",2023,1,"Veal",1.39,"Red Meat"
"505","Dec-2022",2022,12,"Veal",2.19,"Red Meat"
"506","Nov-2022",2022,11,"Veal",2.59,"Red Meat"
"507","Oct-2022",2022,10,"Veal",3.92,"Red Meat"
"508","Sep-2022",2022,9,"Veal",2.93,"Red Meat"
"509","Aug-2022",2022,8,"Veal",2.82,"Red Meat"
"510","Jul-2022",2022,7,"Veal",2.71,"Red Meat"
"511","Jun-2022",2022,6,"Veal",2.84,"Red Meat"
"512","May-2022",2022,5,"Veal",2.82,"Red Meat"
"513","Apr-2022",2022,4,"Veal",2.68,"Red Meat"
"514","Mar-2022",2022,3,"Veal",3.01,"Red Meat"
"515","Feb-2022",2022,2,"Veal",4.4,"Red Meat"
"516","Jan-2022",2022,1,"Veal",3.58,"Red Meat"
"517","Dec-2021",2021,12,"Veal",4.28,"Red Meat"
"518","Nov-2021",2021,11,"Veal",4.52,"Red Meat"
"519","Oct-2021",2021,10,"Veal",5.19,"Red Meat"
"520","Sep-2021",2021,9,"Veal",6.06,"Red Meat"
"521","Aug-2021",2021,8,"Veal",5.41,"Red Meat"
"522","Jul-2021",2021,7,"Veal",5.82,"Red Meat"
"523","Jun-2021",2021,6,"Veal",6.46,"Red Meat"
"524","May-2021",2021,5,"Veal",7.04,"Red Meat"
"525","Apr-2021",2021,4,"Veal",8.56,"Red Meat"
"526","Mar-2021",2021,3,"Veal",8.94,"Red Meat"
"527","Feb-2021",2021,2,"Veal",9.19,"Red Meat"
"528","Jan-2021",2021,1,"Veal",9.38,"Red Meat"
"529","Dec-2020",2020,12,"Veal",9.06,"Red Meat"
"530","Nov-2020",2020,11,"Veal",8.63,"Red Meat"
"531","Oct-2020",2020,10,"Veal",9.26,"Red Meat"
"532","Sep-2020",2020,9,"Veal",6.97,"Red Meat"
"533","Aug-2020",2020,8,"Veal",5.33,"Red Meat"
"534","Jul-2020",2020,7,"Veal",3.47,"Red Meat"
"535","Jun-2020",2020,6,"Veal",2.92,"Red Meat"
"536","May-2020",2020,5,"Veal",5.42,"Red Meat"
"537","Apr-2020",2020,4,"Veal",5.12,"Red Meat"
"538","Mar-2020",2020,3,"Veal",4.84,"Red Meat"
"539","Feb-2020",2020,2,"Veal",6.63,"Red Meat"
"540","Jan-2020",2020,1,"Veal",6.17,"Red Meat"
"541","Dec-2019",2019,12,"Veal",5.46,"Red Meat"
"542","Nov-2019",2019,11,"Veal",5.66,"Red Meat"
"543","Oct-2019",2019,10,"Veal",5.73,"Red Meat"
"544","Sep-2019",2019,9,"Veal",5.39,"Red Meat"
"545","Aug-2019",2019,8,"Veal",4.72,"Red Meat"
"546","Jul-2019",2019,7,"Veal",4.26,"Red Meat"
"547","Jun-2019",2019,6,"Veal",5.24,"Red Meat"
"548","May-2019",2019,5,"Veal",5.46,"Red Meat"
"549","Apr-2019",2019,4,"Veal",4.57,"Red Meat"
"550","Mar-2019",2019,3,"Veal",9.33,"Red Meat"
"551","Feb-2019",2019,2,"Veal",8.61,"Red Meat"
"552","Jan-2019",2019,1,"Veal",8.24,"Red Meat"
"553","Dec-2018",2018,12,"Veal",9.11,"Red Meat"
"554","Nov-2018",2018,11,"Veal",9.84,"Red Meat"
"555","Oct-2018",2018,10,"Veal",13.74,"Red Meat"
"556","Sep-2018",2018,9,"Veal",14.18,"Red Meat"
"557","Aug-2018",2018,8,"Veal",18.1,"Red Meat"
"558","Jul-2018",2018,7,"Veal",14.95,"Red Meat"
"559","Jun-2018",2018,6,"Veal",18.21,"Red Meat"
"560","May-2018",2018,5,"Veal",20.03,"Red Meat"
"561","Apr-2018",2018,4,"Veal",20.78,"Red Meat"
"562","Mar-2018",2018,3,"Veal",21.16,"Red Meat"
"563","Feb-2018",2018,2,"Veal",19.91,"Red Meat"
"564","Jan-2018",2018,1,"Veal",16.37,"Red Meat"
"565","Dec-2017",2017,12,"Veal",15.8,"Red Meat"
"566","Nov-2017",2017,11,"Veal",12.34,"Red Meat"
"567","Oct-2017",2017,10,"Veal",13.67,"Red Meat"
"568","Sep-2017",2017,9,"Veal",15.31,"Red Meat"
"569","Aug-2017",2017,8,"Veal",16.33,"Red Meat"
"570","Jul-2017",2017,7,"Veal",12.3,"Red Meat"
"571","Jun-2017",2017,6,"Veal",12.87,"Red Meat"
"572","May-2017",2017,5,"Veal",15.38,"Red Meat"
"573","Apr-2017",2017,4,"Veal",16.1,"Red Meat"
"574","Mar-2017",2017,3,"Veal",16.95,"Red Meat"
"575","Feb-2017",2017,2,"Veal",18.54,"Red Meat"
"576","Jan-2017",2017,1,"Veal",14.43,"Red Meat"
"577","Dec-2016",2016,12,"Veal",7.58,"Red Meat"
"578","Nov-2016",2016,11,"Veal",11.77,"Red Meat"
"579","Oct-2016",2016,10,"Veal",11,"Red Meat"
"580","Sep-2016",2016,9,"Veal",8.35,"Red Meat"
"581","Aug-2016",2016,8,"Veal",8.76,"Red Meat"
"582","Jul-2016",2016,7,"Veal",8.67,"Red Meat"
"583","Jun-2016",2016,6,"Veal",6.48,"Red Meat"
"584","May-2016",2016,5,"Veal",6.19,"Red Meat"
"585","Apr-2016",2016,4,"Veal",6.67,"Red Meat"
"586","Mar-2016",2016,3,"Veal",7.32,"Red Meat"
"587","Feb-2016",2016,2,"Veal",6.9,"Red Meat"
"588","Jan-2016",2016,1,"Veal",6.24,"Red Meat"
"589","Dec-2015",2015,12,"Veal",6.58,"Red Meat"
"590","Nov-2015",2015,11,"Veal",6.17,"Red Meat"
"591","Oct-2015",2015,10,"Veal",5.92,"Red Meat"
"592","Sep-2015",2015,9,"Veal",4.07,"Red Meat"
"593","Aug-2015",2015,8,"Veal",3.85,"Red Meat"
"594","Jul-2015",2015,7,"Veal",3.29,"Red Meat"
"595","Jun-2015",2015,6,"Veal",4.68,"Red Meat"
"596","May-2015",2015,5,"Veal",6.58,"Red Meat"
"597","Apr-2015",2015,4,"Veal",8.16,"Red Meat"
"598","Mar-2015",2015,3,"Veal",9.61,"Red Meat"
"599","Feb-2015",2015,2,"Veal",8.29,"Red Meat"
"600","Jan-2015",2015,1,"Veal",6.44,"Red Meat"
"601","Dec-2014",2014,12,"Veal",5.32,"Red Meat"
"602","Nov-2014",2014,11,"Veal",3.8,"Red Meat"
"603","Oct-2014",2014,10,"Veal",2.33,"Red Meat"
"604","Sep-2014",2014,9,"Veal",3.58,"Red Meat"
"605","Aug-2014",2014,8,"Veal",3.95,"Red Meat"
"606","Jul-2014",2014,7,"Veal",3.32,"Red Meat"
"607","Jun-2014",2014,6,"Veal",2.75,"Red Meat"
"608","May-2014",2014,5,"Veal",3.21,"Red Meat"
"609","Apr-2014",2014,4,"Veal",2.92,"Red Meat"
"610","Mar-2014",2014,3,"Veal",3.19,"Red Meat"
"611","Feb-2014",2014,2,"Veal",3.29,"Red Meat"
"612","Jan-2014",2014,1,"Veal",3.96,"Red Meat"
"613","Dec-2013",2013,12,"Veal",3.21,"Red Meat"
"614","Nov-2013",2013,11,"Veal",3.89,"Red Meat"
"615","Oct-2013",2013,10,"Veal",4.57,"Red Meat"
"616","Sep-2013",2013,9,"Veal",3.84,"Red Meat"
"617","Aug-2013",2013,8,"Veal",5.9,"Red Meat"
"618","Jul-2013",2013,7,"Veal",5.63,"Red Meat"
"619","Jun-2013",2013,6,"Veal",5,"Red Meat"
"620","May-2013",2013,5,"Veal",5.4,"Red Meat"
"621","Apr-2013",2013,4,"Veal",5.77,"Red Meat"
"622","Mar-2013",2013,3,"Veal",4.86,"Red Meat"
"623","Feb-2013",2013,2,"Veal",5.01,"Red Meat"
"624","Jan-2013",2013,1,"Veal",5.22,"Red Meat"
"625","Dec-2012",2012,12,"Veal",3.94,"Red Meat"
"626","Nov-2012",2012,11,"Veal",3.83,"Red Meat"
"627","Oct-2012",2012,10,"Veal",3.97,"Red Meat"
"628","Sep-2012",2012,9,"Veal",4.91,"Red Meat"
"629","Aug-2012",2012,8,"Veal",4.13,"Red Meat"
"630","Jul-2012",2012,7,"Veal",3.57,"Red Meat"
"631","Jun-2012",2012,6,"Veal",4.11,"Red Meat"
"632","May-2012",2012,5,"Veal",3.75,"Red Meat"
"633","Apr-2012",2012,4,"Veal",4.5,"Red Meat"
"634","Mar-2012",2012,3,"Veal",4.36,"Red Meat"
"635","Feb-2012",2012,2,"Veal",3,"Red Meat"
"636","Jan-2012",2012,1,"Veal",2.88,"Red Meat"
"637","Dec-2011",2011,12,"Veal",3.24,"Red Meat"
"638","Nov-2011",2011,11,"Veal",3.65,"Red Meat"
"639","Oct-2011",2011,10,"Veal",3.16,"Red Meat"
"640","Sep-2011",2011,9,"Veal",3.96,"Red Meat"
"641","Aug-2011",2011,8,"Veal",3.62,"Red Meat"
"642","Jul-2011",2011,7,"Veal",3.45,"Red Meat"
"643","Jun-2011",2011,6,"Veal",3.86,"Red Meat"
"644","May-2011",2011,5,"Veal",3.84,"Red Meat"
"645","Apr-2011",2011,4,"Veal",3.78,"Red Meat"
"646","Mar-2011",2011,3,"Veal",3.91,"Red Meat"
"647","Feb-2011",2011,2,"Veal",3.61,"Red Meat"
"648","Jan-2011",2011,1,"Veal",3.87,"Red Meat"
"649","Dec-2010",2010,12,"Veal",5.7,"Red Meat"
"650","Nov-2010",2010,11,"Veal",6.12,"Red Meat"
"651","Oct-2010",2010,10,"Veal",5.48,"Red Meat"
"652","Sep-2010",2010,9,"Veal",7.79,"Red Meat"
"653","Aug-2010",2010,8,"Veal",6.53,"Red Meat"
"654","Jul-2010",2010,7,"Veal",5.92,"Red Meat"
"655","Jun-2010",2010,6,"Veal",8.51,"Red Meat"
"656","May-2010",2010,5,"Veal",6.63,"Red Meat"
"657","Apr-2010",2010,4,"Veal",7.78,"Red Meat"
"658","Mar-2010",2010,3,"Veal",8.58,"Red Meat"
"659","Feb-2010",2010,2,"Veal",8.07,"Red Meat"
"660","Jan-2010",2010,1,"Veal",8.96,"Red Meat"
"661","Dec-2009",2009,12,"Veal",8.05,"Red Meat"
"662","Nov-2009",2009,11,"Veal",9.04,"Red Meat"
"663","Oct-2009",2009,10,"Veal",9.03,"Red Meat"
"664","Sep-2009",2009,9,"Veal",10.91,"Red Meat"
"665","Aug-2009",2009,8,"Veal",10.13,"Red Meat"
"666","Jul-2009",2009,7,"Veal",8.79,"Red Meat"
"667","Jun-2009",2009,6,"Veal",7.97,"Red Meat"
"668","May-2009",2009,5,"Veal",7.81,"Red Meat"
"669","Apr-2009",2009,4,"Veal",5.98,"Red Meat"
"670","Mar-2009",2009,3,"Veal",7.59,"Red Meat"
"671","Feb-2009",2009,2,"Veal",7.18,"Red Meat"
"672","Jan-2009",2009,1,"Veal",9.19,"Red Meat"
"673","Dec-2008",2008,12,"Veal",7.92,"Red Meat"
"674","Nov-2008",2008,11,"Veal",7.42,"Red Meat"
"675","Oct-2008",2008,10,"Veal",7.9,"Red Meat"
"676","Sep-2008",2008,9,"Veal",5.98,"Red Meat"
"677","Aug-2008",2008,8,"Veal",4.72,"Red Meat"
"678","Jul-2008",2008,7,"Veal",5.94,"Red Meat"
"679","Jun-2008",2008,6,"Veal",6.28,"Red Meat"
"680","May-2008",2008,5,"Veal",6.33,"Red Meat"
"681","Apr-2008",2008,4,"Veal",5.75,"Red Meat"
"682","Mar-2008",2008,3,"Veal",6.11,"Red Meat"
"683","Feb-2008",2008,2,"Veal",6.59,"Red Meat"
"684","Jan-2008",2008,1,"Veal",7.46,"Red Meat"
"685","Dec-2007",2007,12,"Veal",5.38,"Red Meat"
"686","Nov-2007",2007,11,"Veal",6.48,"Red Meat"
"687","Oct-2007",2007,10,"Veal",5.36,"Red Meat"
"688","Sep-2007",2007,9,"Veal",3.85,"Red Meat"
"689","Aug-2007",2007,8,"Veal",6.09,"Red Meat"
"690","Jul-2007",2007,7,"Veal",6,"Red Meat"
"691","Jun-2007",2007,6,"Veal",5.62,"Red Meat"
"692","May-2007",2007,5,"Veal",6.27,"Red Meat"
"693","Apr-2007",2007,4,"Veal",5.58,"Red Meat"
"694","Mar-2007",2007,3,"Veal",5.7,"Red Meat"
"695","Feb-2007",2007,2,"Veal",6.79,"Red Meat"
"696","Jan-2007",2007,1,"Veal",6.27,"Red Meat"
"697","Dec-2006",2006,12,"Veal",5.21,"Red Meat"
"698","Nov-2006",2006,11,"Veal",4.41,"Red Meat"
"699","Oct-2006",2006,10,"Veal",3.9,"Red Meat"
"700","Sep-2006",2006,9,"Veal",2.78,"Red Meat"
"701","Aug-2006",2006,8,"Veal",3.3,"Red Meat"
"702","Jul-2006",2006,7,"Veal",4.01,"Red Meat"
"703","Jun-2006",2006,6,"Veal",2.27,"Red Meat"
"704","May-2006",2006,5,"Veal",2.57,"Red Meat"
"705","Apr-2006",2006,4,"Veal",3.16,"Red Meat"
"706","Mar-2006",2006,3,"Veal",2.75,"Red Meat"
"707","Feb-2006",2006,2,"Veal",3.08,"Red Meat"
"708","Jan-2006",2006,1,"Veal",5.06,"Red Meat"
"709","Dec-2005",2005,12,"Veal",4.54,"Red Meat"
"710","Nov-2005",2005,11,"Veal",4.14,"Red Meat"
"711","Oct-2005",2005,10,"Veal",3.69,"Red Meat"
"712","Sep-2005",2005,9,"Veal",3.56,"Red Meat"
"713","Aug-2005",2005,8,"Veal",3.3,"Red Meat"
"714","Jul-2005",2005,7,"Veal",3.05,"Red Meat"
"715","Jun-2005",2005,6,"Veal",1.64,"Red Meat"
"716","May-2005",2005,5,"Veal",2.95,"Red Meat"
"717","Apr-2005",2005,4,"Veal",2.61,"Red Meat"
"718","Mar-2005",2005,3,"Veal",2.73,"Red Meat"
"719","Feb-2005",2005,2,"Veal",2.85,"Red Meat"
"720","Jan-2005",2005,1,"Veal",3.54,"Red Meat"
"721","Dec-2004",2004,12,"Veal",3.62,"Red Meat"
"722","Nov-2004",2004,11,"Veal",3.77,"Red Meat"
"723","Oct-2004",2004,10,"Veal",4.11,"Red Meat"
"724","Sep-2004",2004,9,"Veal",4.26,"Red Meat"
"725","Aug-2004",2004,8,"Veal",5.68,"Red Meat"
"726","Jul-2004",2004,7,"Veal",5.62,"Red Meat"
"727","Jun-2004",2004,6,"Veal",5.31,"Red Meat"
"728","May-2004",2004,5,"Veal",5.84,"Red Meat"
"729","Apr-2004",2004,4,"Veal",5.89,"Red Meat"
"730","Mar-2004",2004,3,"Veal",5.2,"Red Meat"
"731","Feb-2004",2004,2,"Veal",5.28,"Red Meat"
"732","Jan-2004",2004,1,"Veal",5.03,"Red Meat"
"733","Dec-2003",2003,12,"Veal",4.97,"Red Meat"
"734","Nov-2003",2003,11,"Veal",4.76,"Red Meat"
"735","Oct-2003",2003,10,"Veal",4.6,"Red Meat"
"736","Sep-2003",2003,9,"Veal",4.17,"Red Meat"
"737","Aug-2003",2003,8,"Veal",3.8,"Red Meat"
"738","Jul-2003",2003,7,"Veal",4.07,"Red Meat"
"739","Jun-2003",2003,6,"Veal",5.1,"Red Meat"
"740","May-2003",2003,5,"Veal",4.97,"Red Meat"
"741","Apr-2003",2003,4,"Veal",5.93,"Red Meat"
"742","Mar-2003",2003,3,"Veal",6.11,"Red Meat"
"743","Feb-2003",2003,2,"Veal",7.09,"Red Meat"
"744","Jan-2003",2003,1,"Veal",6.96,"Red Meat"
"745","Dec-2002",2002,12,"Veal",7.51,"Red Meat"
"746","Nov-2002",2002,11,"Veal",5.22,"Red Meat"
"747","Oct-2002",2002,10,"Veal",4.38,"Red Meat"
"748","Sep-2002",2002,9,"Veal",3.72,"Red Meat"
"749","Aug-2002",2002,8,"Veal",3.66,"Red Meat"
"750","Jul-2002",2002,7,"Veal",3.33,"Red Meat"
"751","Jun-2002",2002,6,"Veal",3.74,"Red Meat"
"752","May-2002",2002,5,"Veal",3.5,"Red Meat"
"753","Apr-2002",2002,4,"Veal",3.98,"Red Meat"
"754","Mar-2002",2002,3,"Veal",4.87,"Red Meat"
"755","Feb-2002",2002,2,"Veal",5.12,"Red Meat"
"756","Jan-2002",2002,1,"Veal",6.05,"Red Meat"
"757","Dec-2001",2001,12,"Veal",5.73,"Red Meat"
"758","Nov-2001",2001,11,"Veal",5.34,"Red Meat"
"759","Oct-2001",2001,10,"Veal",4.55,"Red Meat"
"760","Sep-2001",2001,9,"Veal",3.74,"Red Meat"
"761","Aug-2001",2001,8,"Veal",3.04,"Red Meat"
"762","Jul-2001",2001,7,"Veal",3.5,"Red Meat"
"763","Jun-2001",2001,6,"Veal",3.61,"Red Meat"
"764","May-2001",2001,5,"Veal",3.72,"Red Meat"
"765","Apr-2001",2001,4,"Veal",3.82,"Red Meat"
"766","Mar-2001",2001,3,"Veal",3.98,"Red Meat"
"767","Feb-2001",2001,2,"Veal",5.01,"Red Meat"
"768","Jan-2001",2001,1,"Veal",4.72,"Red Meat"
"769","Dec-2000",2000,12,"Veal",5.66,"Red Meat"
"770","Nov-2000",2000,11,"Veal",4.7,"Red Meat"
"771","Oct-2000",2000,10,"Veal",4.76,"Red Meat"
"772","Sep-2000",2000,9,"Veal",4.61,"Red Meat"
"773","Aug-2000",2000,8,"Veal",4.57,"Red Meat"
"774","Jul-2000",2000,7,"Veal",4.46,"Red Meat"
"775","Jun-2000",2000,6,"Veal",4.28,"Red Meat"
"776","May-2000",2000,5,"Veal",3.87,"Red Meat"
"777","Apr-2000",2000,4,"Veal",4.77,"Red Meat"
"778","Mar-2000",2000,3,"Veal",5.54,"Red Meat"
"779","Feb-2000",2000,2,"Veal",4.89,"Red Meat"
"780","Jan-2000",2000,1,"Veal",5.12,"Red Meat"
"781","Dec-1999",1999,12,"Veal",4.36,"Red Meat"
"782","Nov-1999",1999,11,"Veal",4.33,"Red Meat"
"783","Oct-1999",1999,10,"Veal",3.8,"Red Meat"
"784","Sep-1999",1999,9,"Veal",4.37,"Red Meat"
"785","Aug-1999",1999,8,"Veal",4.07,"Red Meat"
"786","Jul-1999",1999,7,"Veal",3.96,"Red Meat"
"787","Jun-1999",1999,6,"Veal",3.59,"Red Meat"
"788","May-1999",1999,5,"Veal",4.18,"Red Meat"
"789","Apr-1999",1999,4,"Veal",4.42,"Red Meat"
"790","Mar-1999",1999,3,"Veal",4.2,"Red Meat"
"791","Feb-1999",1999,2,"Veal",4.52,"Red Meat"
"792","Jan-1999",1999,1,"Veal",5.41,"Red Meat"
"793","Dec-1998",1998,12,"Veal",5.05,"Red Meat"
"794","Nov-1998",1998,11,"Veal",4.3,"Red Meat"
"795","Oct-1998",1998,10,"Veal",5.14,"Red Meat"
"796","Sep-1998",1998,9,"Veal",4.86,"Red Meat"
"797","Aug-1998",1998,8,"Veal",5.13,"Red Meat"
"798","Jul-1998",1998,7,"Veal",5.23,"Red Meat"
"799","Jun-1998",1998,6,"Veal",4.91,"Red Meat"
"800","May-1998",1998,5,"Veal",5.91,"Red Meat"
"801","Apr-1998",1998,4,"Veal",6.13,"Red Meat"
"802","Mar-1998",1998,3,"Veal",6.54,"Red Meat"
"803","Feb-1998",1998,2,"Veal",6.86,"Red Meat"
"804","Jan-1998",1998,1,"Veal",8.02,"Red Meat"
"805","Dec-1997",1997,12,"Veal",6.59,"Red Meat"
"806","Nov-1997",1997,11,"Veal",6.53,"Red Meat"
"807","Oct-1997",1997,10,"Veal",5.87,"Red Meat"
"808","Sep-1997",1997,9,"Veal",5.12,"Red Meat"
"809","Aug-1997",1997,8,"Veal",5.05,"Red Meat"
"810","Jul-1997",1997,7,"Veal",4.48,"Red Meat"
"811","Jun-1997",1997,6,"Veal",3.99,"Red Meat"
"812","May-1997",1997,5,"Veal",5.52,"Red Meat"
"813","Apr-1997",1997,4,"Veal",6.27,"Red Meat"
"814","Mar-1997",1997,3,"Veal",6.62,"Red Meat"
"815","Feb-1997",1997,2,"Veal",7.16,"Red Meat"
"816","Jan-1997",1997,1,"Veal",7.27,"Red Meat"
"817","Dec-1996",1996,12,"Veal",6.53,"Red Meat"
"818","Nov-1996",1996,11,"Veal",6.77,"Red Meat"
"819","Oct-1996",1996,10,"Veal",6.49,"Red Meat"
"820","Sep-1996",1996,9,"Veal",6.94,"Red Meat"
"821","Aug-1996",1996,8,"Veal",5.59,"Red Meat"
"822","Jul-1996",1996,7,"Veal",5.27,"Red Meat"
"823","Jun-1996",1996,6,"Veal",5.09,"Red Meat"
"824","May-1996",1996,5,"Veal",6.16,"Red Meat"
"825","Apr-1996",1996,4,"Veal",6.6,"Red Meat"
"826","Mar-1996",1996,3,"Veal",6.51,"Red Meat"
"827","Feb-1996",1996,2,"Veal",7.17,"Red Meat"
"828","Jan-1996",1996,1,"Veal",6.91,"Red Meat"
"829","Dec-1995",1995,12,"Veal",7.26,"Red Meat"
"830","Nov-1995",1995,11,"Veal",7.5,"Red Meat"
"831","Oct-1995",1995,10,"Veal",7.08,"Red Meat"
"832","Sep-1995",1995,9,"Veal",7.94,"Red Meat"
"833","Aug-1995",1995,8,"Veal",9.51,"Red Meat"
"834","Jul-1995",1995,7,"Veal",8.42,"Red Meat"
"835","Jun-1995",1995,6,"Veal",8.35,"Red Meat"
"836","May-1995",1995,5,"Veal",8.59,"Red Meat"
"837","Apr-1995",1995,4,"Veal",9.49,"Red Meat"
"838","Mar-1995",1995,3,"Veal",9.03,"Red Meat"
"839","Feb-1995",1995,2,"Veal",6.93,"Red Meat"
"840","Jan-1995",1995,1,"Veal",6.7,"Red Meat"
"841","Dec-1994",1994,12,"Veal",5.97,"Red Meat"
"842","Nov-1994",1994,11,"Veal",5.46,"Red Meat"
"843","Oct-1994",1994,10,"Veal",5.55,"Red Meat"
"844","Sep-1994",1994,9,"Veal",5.96,"Red Meat"
"845","Aug-1994",1994,8,"Veal",5.39,"Red Meat"
"846","Jul-1994",1994,7,"Veal",4.58,"Red Meat"
"847","Jun-1994",1994,6,"Veal",3.8,"Red Meat"
"848","May-1994",1994,5,"Veal",3.73,"Red Meat"
"849","Apr-1994",1994,4,"Veal",4.33,"Red Meat"
"850","Mar-1994",1994,3,"Veal",4.27,"Red Meat"
"851","Feb-1994",1994,2,"Veal",5.58,"Red Meat"
"852","Jan-1994",1994,1,"Veal",4.49,"Red Meat"
"853","Dec-1993",1993,12,"Veal",4.55,"Red Meat"
"854","Nov-1993",1993,11,"Veal",4.33,"Red Meat"
"855","Oct-1993",1993,10,"Veal",3.66,"Red Meat"
"856","Sep-1993",1993,9,"Veal",3.26,"Red Meat"
"857","Aug-1993",1993,8,"Veal",3.85,"Red Meat"
"858","Jul-1993",1993,7,"Veal",3.5,"Red Meat"
"859","Jun-1993",1993,6,"Veal",4.13,"Red Meat"
"860","May-1993",1993,5,"Veal",4.63,"Red Meat"
"861","Apr-1993",1993,4,"Veal",4.8,"Red Meat"
"862","Mar-1993",1993,3,"Veal",4.88,"Red Meat"
"863","Feb-1993",1993,2,"Veal",5.16,"Red Meat"
"864","Jan-1993",1993,1,"Veal",5.23,"Red Meat"
"865","Dec-1992",1992,12,"Veal",5.99,"Red Meat"
"866","Nov-1992",1992,11,"Veal",6.46,"Red Meat"
"867","Oct-1992",1992,10,"Veal",6.03,"Red Meat"
"868","Sep-1992",1992,9,"Veal",6.02,"Red Meat"
"869","Aug-1992",1992,8,"Veal",6.19,"Red Meat"
"870","Jul-1992",1992,7,"Veal",6.79,"Red Meat"
"871","Jun-1992",1992,6,"Veal",6.55,"Red Meat"
"872","May-1992",1992,5,"Veal",6.48,"Red Meat"
"873","Apr-1992",1992,4,"Veal",6.16,"Red Meat"
"874","Mar-1992",1992,3,"Veal",7.31,"Red Meat"
"875","Feb-1992",1992,2,"Veal",6.76,"Red Meat"
"876","Jan-1992",1992,1,"Veal",6.69,"Red Meat"
"877","Dec-1991",1991,12,"Veal",6.64,"Red Meat"
